outfitID,items,look,season,occasion
b179,"p748,p749,p750","American casual sportswear: light blue letter sweatshirt with light gray loose casual pants, comfortable and trendy, suitable for daily leisure.",Spring,Sports
b180,"p751,p752,p753","British collegiate style: off-white striped mock-neck sweater with dark blue wide-leg jeans, minimalist and vintage, suitable for daily collegiate scenes.",Spring,Daily
b181,"p754,p755,p756","British collegiate style: off-white and navy color-block polo sweatshirt with black-gray wide-leg jeans, vintage and minimalist, suitable for daily collegiate scenes.",Spring,Daily
b182,"p757,p758,p759,p760","Chinese street style: colorful striped knit sweater with brown cargo pants, personalized and trendy, fits street leisure style.",Spring,Daily/Social
b183,"p761,p762,p763,p764","American casual sportswear: light gray letter hooded sweatshirt with dark blue wide-leg jeans, comfortable and casual, suitable for daily leisure.",Spring,Daily
b184,"p765,p766,p767,p768,p769,p770","Chinese street style: bright yellow tech jacket with black cargo pants, sharp and cool, suitable for outdoor leisure.",Spring,Daily/Travel
b185,"p771,p772,p773,p774,p775","American casual sportswear: light blue letter hooded sweatshirt with dark gray casual pants, fresh and trendy, suitable for daily leisure.",Spring,Daily
b186,"p776,p777,p778","Cute children's style: off-white and plaid color-block sweatshirt with light blue jeans, soft and refined colorway, fits children's cute aesthetic.",Spring,Daily/Social
b187,"p779,p780,p781","American casual sportswear: off-white and black color-block polo sweatshirt with navy casual pants, minimalist and casual details, suitable for daily leisure.",Spring,Sports/Travel
b188,"p782,p783,p784,p785","Chinese street style: navy half-zip hooded sweatshirt with dark blue jeans, trendy and sharp, suitable for street leisure.",Spring,Daily
b189,"p786,p787,p788,p789","Chinese street style: dark gray and light blue color-block sweatshirt with khaki cargo pants, personalized and eye-catching design, fits street trend style.",Spring,Daily/Social
b190,"p790,p791,p792,p793","Cute children's style: brown and blue striped hooded sweater with dark blue jeans, soft and lively colorway, fits children's cute aesthetic.",Spring,Daily/Social
b191,"p794,p795,p796,p797","Chinese street style: light gray shirt jacket with white T-shirt and paint-splatter jeans, personalized and trendy, suitable for street leisure.",Spring,Daily
b192,"p798,p799,p800,p801,p802","American casual sportswear: color-block polo shirt with navy shorts, minimalist and fresh, suitable for summer daily leisure.",Summer,School/Social
b193,"p803,p804,p805,p806,p807","American casual sportswear: white letter hooded sweatshirt with gray striped casual pants, comfortable and casual, suitable for daily leisure.",Spring,Daily/Sports
b194,"p808,p809,p810","Chinese street style: black graphic sweatshirt with dark blue jeans, cool and eye-catching design, fits street trend style.",Spring,Daily
b195,"p811,p812,p813,p814,p815","American casual sportswear: gray zip-up hooded jacket with white T-shirt and matching casual pants, sharp and comfortable, suitable for daily leisure.",Spring,Daily/Social
b196,"p816,p817,p818,p819,p820","British collegiate style: black and white jacquard jacket with off-white turtleneck and white casual pants, vintage and refined, suitable for collegiate scenes.",Spring,Daily/Travel
b197,"p821,p822,p823,p824,p825","Chinese street style: gray letter hooded sweatshirt with black camo cargo pants, trendy and personalized, suitable for street leisure.",Spring,Daily
b198,"p826,p827,p828,p829,p830","Chinese street style: white letter sweatshirt with dark blue patchwork jeans, personalized and eye-catching details, fits street trend style.",Spring,Daily/Social
b199,"p831,p832,p833,p834","American casual sportswear: off-white and black color-block hooded jacket with letter T-shirt and dark blue jeans, casual and trendy, suitable for daily leisure.",Spring,Daily
b200,"p835,p836,p837,p838,p839,p840,p841","Sweet-cool biker style: black leather jacket with white shirt and tie, paired with dark blue jeans, cool and refined, suitable for light biker style scenes.",Spring,Daily/Social
