itemID,category,title,gender,style,outline,materials,color,pattern,detail,donning/doffing
p172,mid_layer_top,pink and grey argyle knit vest,Women's,preppy casual vest,cropped fit,knit fabric,"gray, pink, white",argyle texture,"crew neck, brand logo",pullover
p173,inner_top,white wide-collar long-sleeve top,Women's,sweet basic top,slim fit,cotton fabric,white,small logo on chest,"oversized collar, half-placket",pullover
p174,bottom,grey and pink trim pleated skirt,Women's,preppy casual skirt,cropped fit,knit fabric,gray,pink and white trim on hem,"Elastic waistband, pleated design",slip-on
p175,shoes,white platform casual sneakers,Unisex,minimalist casual shoes,low-top chunky silhouette,leather,white,brand logo on shoe body,lace-up fastening,slip-on
p176,mid_layer_top,red and white patterned collar knit top,Women's,vintage casual top,slim fit,knit fabric,"red, off-white",all-over print,"spread collar, bow tie detail",pullover
p177,bottom,red-striped trim pleated skirt,Women's,vintage casual skirt,cropped fit,knit fabric,red,patterned hem,"Elastic waistband, pleated design",slip-on
p178,accessory,black lace-trim mid-calf socks,Women's,sweet socks,mid-calf silhouette,cotton fabric,black,Solid,lace trim at cuff,slip-on
p179,shoes,black patent leather Chelsea boots,Women's,cool casual boots,ankle boot silhouette,patent leather,black,Solid,"elasticated boot opening, platform sole",slip-on
p180,outerwear,navy colorblock collar baseball jacket,Women's,preppy casual jacket,cropped fit,cotton fabric,"navy, off-white",text and badge logo on chest,"spread collar, button closure",button-up
p181,outerwear,red and black argyle emblem knit cardigan,Women's,preppy casual jacket,cropped fit,knit fabric,"black, red, white","argyle, letter, heart, and badge logo","spread collar, button closure",button-up
p182,bottom,red and black argyle heart skirt,Women's,preppy casual skirt,cropped fit,knit fabric,"black, red, white","argyle, letter, and heart logo","elastic waistband, button detail",slip-on
p183,accessory,beige and brown stripe mid-calf socks,Unisex,minimalist accessory socks,mid-calf silhouette,cotton fabric,"off-white, brown, red",striped cuffs,ribbed texture,slip-on
p184,shoes,khaki colorblock platform dad sneakers,Unisex,vintage casual shoes,low-top chunky silhouette,mesh and suede,"khaki, off-white",Solid,"lace-up fastening, platform sole",slip-on
p185,mid_layer_top,blue and white cat print knit top,Women's,sweet casual top,cropped fit,knit fabric,"light blue, white",cat print on chest,"crew neck, contrast collar",pullover
p186,bottom,blue and white cat striped skirt,Women's,sweet casual skirt,cropped fit,knit fabric,"light blue, white",cat and red bow logo on side,"elastic waistband, striped detail",slip-on
p187,accessory,silver gray textured tights,Women's,minimalist basic socks,tights silhouette,knit fabric,silver gray,Solid,textured design,slip-on
p188,bag,silver pearl heart handbag,Women's,sweet fashion bag,mini Boston bag silhouette,patent leather,silver,"pearl bow, heart charm","top handle, crossbody strap",open-front
p189,shoes,silver white sequin T-strap flats,Women's,sweet glitter flats,low-top flat silhouette,sequin fabric,silver white,Solid,"T-strap, buckle",slip-on
p190,outerwear,beige and black colorblock shearling jacket,Women's,gentle casual jacket,cropped fit,shearling,off-white and black,Solid,"spread collar, button closure",button-up
p191,mid_layer_top,gray and red puppy print knit top,Women's,sweet casual top,cropped fit,knit fabric,"gray, white, red",puppy and brand logo on chest,"crew neck, contrast trim",pullover
p192,inner_top,white lettuce-edge mock neck top,Women's,gentle basic top,slim fit,cotton fabric,white,brand logo on chest,"mock neck, double-layered lettuce-edge hem",pullover
p193,bottom,red and black polka dot skirt,Women's,vintage casual skirt,cropped fit,cotton fabric,"red, black",brand logo on side,"elastic waistband, polka dot texture",slip-on
p194,accessory,black tights,Women's,minimalist basic socks,tights silhouette,knit fabric,black,Solid,solid color texture,slip-on
p195,shoes,gray plush platform ankle boots,Women's,warm casual boots,ankle boot silhouette,suede and plush fabric,gray,Solid,"faux fur collar, metal buckle detail",slip-on
p196,mid_layer_top,blue and white plaid short-sleeve knit top,Women's,preppy casual top,cropped fit,knit fabric,"white, blue",brand logo on chest,"crew neck, plaid texture",pullover
p197,inner_top,light blue fine check long-sleeve shirt,Women's,minimalist basic shirt,slim fit,cotton fabric,"light blue, white",brand logo on chest,"spread collar, button closure",button-up
p198,bottom,blue and white plaid skirt,Women's,preppy casual skirt,cropped fit,knit fabric,"white, blue",brand logo on waistband,"elastic waistband, plaid texture",slip-on
p199,accessory,white plush earmuffs,Unisex,warm casual accessories,earmuff silhouette,plush fabric,white,Solid,full ear coverage design,wearable
p200,bag,black glossy handbag,Women's,minimalist fashion bag,mini Boston bag silhouette,patent leather,"black, silver",Solid,"top handle, crossbody strap",open-front
p201,shoes,burgundy patent leather double-buckle T-strap flats,Women's,vintage sweet flats,low-top stiletto silhouette,patent leather,burgundy,Solid,"double metal buckle, T-strap",slip-on
p202,outerwear,light blue and black striped knit cardigan,Women's,preppy casual cardigan,cropped fit,knit fabric,"light blue, black",brand logo on chest,"V-neck, button closure, side pockets",button-up
p203,inner_top,light blue and black striped cat sequin top,Women's,sweet casual top,cropped fit,knit fabric,"light blue, black, white",cat and sequin embellishment on chest,"crew neck, lettuce-edge cuffs and hem",pullover
p204,bottom,black multi-layered ruffle skirt,Women's,vintage elegant skirt,mid-length,glossy fabric,black,Solid,"multi-layered ruffles, high-waisted design",slip-on
p205,shoes,black and white colorblock bow flats,Women's,sweet casual flats,low-top flat silhouette,leather,"white, black",Solid,"bow detail, T-strap",slip-on
p206,inner_top,gray and white striped black cat faux two-piece top,Women's,casual faux-two-piece top,cropped fit,knit fabric,"gray, white, red, blue",black cat embellishment on chest,"hooded design, striped texture",pullover
p207,bottom,brown and blue plaid wide-leg trousers,Women's,vintage casual trousers,wide-leg,cotton fabric,"brown, blue, white",plaid texture,"elastic waistband, side pockets",slip-on
p208,shoes,khaki colorblock casual sneakers,Unisex,vintage casual shoes,low-top flat silhouette,suede and mesh,"khaki, off-white",Solid,"lace-up fastening, color-block",slip-on
p209,outerwear,gray hooded wool coat,Women's,warm casual jacket,mid-length,wool blend,gray,Solid,"hooded, button closure, side pockets",button-up
p210,inner_top,"red, white and blue striped cherry top",Women's,sweet casual top,cropped fit,knit fabric,"off-white, red, blue, black","cherry, bow, and brand logo on chest","crew neck, striped texture",pullover
p211,bottom,navy heart embroidered wide-leg jeans,Women's,casual sweet-cool trousers,wide-leg,denim,navy blue,heart embroidery on pocket,"elastic waistband, straight-leg fit",slip-on
p212,accessory,burgundy suede beret,Women's,vintage fashion headwear,beret style,suede fabric,burgundy,Solid,minimalist beret design,wearable
p213,bag,burgundy patent leather handbag,Women's,vintage fashion bag,boston bag silhouette,patent leather,burgundy,Solid,"dual top handles, metal lock",open-front
p214,shoes,black patent leather T-strap loafers,Women's,vintage casual flats,low-top block heel silhouette,patent leather,black,Solid,"T-strap, metal buckle",slip-on
p215,outerwear,red and gray colorblock puppy heart knit cardigan,Women's,sweet casual jacket,cropped fit,knit fabric,"red, gray, off-white","puppy, heart, and brand logo","zipper closure, side pockets",zippered
p216,bottom,gray and red bow knit skirt,Women's,sweet casual skirt,cropped fit,knit fabric,"gray, red, off-white",red bow on side,"elastic waistband, ribbed texture",slip-on
p217,bag,burgundy bear-embellished handbag,Women's,sweet fashion bag,boston bag silhouette,patent leather,burgundy,bear and bow charm,"single top handle, crossbody strap",open-front
p218,mid_layer_top,off-white knit leg warmers,Women's,warm accessories,leg warmer silhouette,knit fabric,off-white,Solid,ribbed texture,slip-on
p219,shoes,dark brown patent leather platform loafers,Women's,cool casual flats,low-top chunky silhouette,patent leather,"dark brown, black",Solid,"platform sole, loafer style",slip-on
p220,mid_layer_top,red and black colorblock puppy star knit vest,Women's,sweet casual vest,cropped fit,knit fabric,"red, black, white","star, puppy, and brand logo","crew neck, button closure, lettuce-edge hem",button-up
p221,inner_top,white bow embroidered lettuce-edge shirt,Women's,sweet gentle shirt,cropped fit,cotton fabric,white,bow embroidery on chest,"lettuce-edge crew neck, lettuce-edge cuffs and hem",button-up
p222,bottom,navy plaid multi-layered ruffle skirt,Women's,vintage elegant skirt,mid-length,cotton fabric,"navy, white",plaid texture,"multi-layered ruffles, elastic waistband",slip-on
p223,bag,burgundy heart-shaped handbag,Women's,sweet fashion bag,heart-shaped bag silhouette,leather,burgundy,Solid,"single top handle, zipper closure",open-front
p224,shoes,black patent leather bow loafers,Women's,sweet vintage flats,low-top flat silhouette,patent leather,black,Solid,bow detail on upper,slip-on
p225,mid_layer_top,light blue bear letter hooded sweatshirt,Women's,sweet casual sweatshirt,cropped fit,cotton fabric,light blue,"bear, heart, and letter logo on chest","lettuce-edge hood, zipper closure",zippered
p226,inner_top,white bicycle print lettuce-edge top,Women's,fresh casual top,slim fit,cotton fabric,white,all-over bicycle print,"lettuce-edge mock neck, lettuce-edge cuffs",pullover
p227,bottom,white multi-layered ruffle skirt,Women's,sweet elegant skirt,mid-length,satin,white,Solid,"multi-layered ruffles, elastic waistband",slip-on
p228,accessory,white lace trim mid-calf socks,Women's,sweet socks,mid-calf silhouette,cotton and lace,white,Solid,"lace-trim cuffs, brand logo",slip-on
p229,shoes,silver bow velcro flats,Women's,glittery sweet flats,low-top flat silhouette,glossy fabric,silver,Solid,"bow detail on upper, hook-and-loop closure",slip-on
p230,inner_top,pink plaid bow shirt dress,Women's,sweet gentle dress,cropped fit,cotton fabric,pink,bow embroidery on chest,"lapel collar, side bow, heart-shaped buttons",button-up
p231,bottom,pink plaid bow wide-leg trousers,Women's,sweet casual trousers,wide-leg,cotton fabric,pink,side bow embroidery,"elastic waistband, loose fit",slip-on
p232,shoes,silver butterfly rhinestone thong sandals,Women's,glittery sweet sandals,flat thong silhouette,glossy finish and rhinestones,"silver, nude",butterfly rhinestone embellishment,buckle closure,slip-on
p233,outerwear,grey and white colorblock stand-collar zip jacket,Women's,minimalist casual jacket,cropped fit,cotton fabric,"gray, white",small logo on chest,"stand collar, zipper closure, side pockets",zippered
p234,bottom,grey and white colorblock wide-leg sweatpants,Women's,minimalist casual trousers,wide-leg,cotton fabric,"gray, white",side logo tab,"elastic waistband, loose fit",slip-on
p235,accessory,brown letter baseball cap,Women's,casual fashion headwear,baseball cap silhouette,cotton fabric,brown,chest letter logo,adjustable hood,wearable
p236,shoes,brown colorblock casual sneakers,Unisex,vintage casual shoes,low-top flat silhouette,suede fabric,"brown, white",Solid,"contrast laces, lace-up fastening",slip-on
p237,outerwear,light blue cat heart knit cardigan,Women's,sweet casual cardigan,cropped fit,knit fabric,"light blue, white, black",chest cat and heart print,"spread collar, button closure",button-up
p238,bottom,navy ruffled pocket wide-leg trousers,Women's,vintage casual trousers,wide-leg,denim,navy blue,pocket ruffle trim,"elastic waistband, loose fit",slip-on
p239,shoes,light blue colorblock casual skate shoes,Unisex,minimalist casual shoes,low-top flat silhouette,satin and suede,"light blue, off-white",Solid,"wide laces, lace-up closure",slip-on
p240,outerwear,brown red plaid faux fur collar jacket,Women's,vintage warm jacket,cropped fit,plaid fabric,"brown, red, white",chest floral embellishment,"plush lapel, zip closure",zippered
p241,inner_top,off-white red trim heart letter top,Women's,sweet casual top,cropped fit,knit fabric,"off-white, red",back heart and letter logo,"stand collar, side red trim",pullover
p242,bottom,brown heart pleated skirt,Women's,sweet preppy skirt,cropped fit,cotton fabric,brown,side pink heart logo,"elastic waistband, pleated texture",slip-on
p243,bag,plaid puppy puffer handbag,Women's,cute fashion bag,mini bucket bag silhouette,"plaid fabric, plush","brown, red, white",puppy and bread embellishment,"top handle, crossbody strap",open-front
p244,accessory,brown diamond pattern mid-calf socks,Women's,vintage warm socks,mid-calf silhouette,knit fabric,brown,diamond texture,lettuce-edge cuff,slip-on
p245,shoes,brown and white colorblock faux fur high-top shoes,Women's,warm casual shoes,high-top silhouette,suede and plush fabric,"brown, white",Solid,"thick drawstring, plush collar",slip-on
p246,outerwear,off-white red trim rabbit knit cardigan,Women's,sweet vintage cardigan,cropped fit,knit fabric,"off-white, red, black","chest rabbit, heart, and floral print","oversized lapel, button closure",button-up
p247,mid_layer_top,burgundy bow pearl sweater,Women's,sweet glittery sweater,cropped fit,knit fabric,burgundy,bow and pearl embellishment,"crew neck, loose fit",pullover
p248,bottom,black heart pleated skirt,Women's,sweet-cool preppy skirt,cropped fit,cotton fabric,black,side pink heart logo,"elastic waistband, pleated texture",slip-on
p249,accessory,burgundy suede beret,Women's,vintage fashion headwear,beret style,suede fabric,burgundy,Solid,minimalist beret design,wearable
p250,bag,burgundy plush phone bag,Women's,cute fashion bag,phone bag silhouette,plush fabric,burgundy,brand logo and pom-pom embellishment,"long shoulder strap, crossbody design",open-front
p251,mid_layer_top,red slouchy knit leg warmers,Women's,warm fashion leg warmers,leg warmer silhouette,knit fabric,red,vertical ribbed texture,slouchy design,slip-on
p252,shoes,white faux fur ankle boots,Women's,warm cute ankle boots,ankle boot silhouette,plush fabric,"white, black",Solid,"drawstring detail, platform sole",slip-on
p253,outerwear,black and pink star hooded jacket,Women's,sweet-cool casual jacket,cropped fit,knit fabric,"black, pink, yellow",all-over star print,"hooded, zip closure, contrast piping",zippered
p254,inner_top,pink striped collar letter top,Women's,sweet-cool casual top,slim fit,plush fabric,"pink, black, white",chest letter logo,mock neck with striped trim,pullover
p255,bottom,distressed ripped denim shorts,Women's,cool casual shorts,cropped fit,denim,distressed gray-white,brand logo,"distressed raw hem, high-waisted",slip-on
p256,bag,pink crochet chain mini backpack,Women's,sweet cute bag,mini backpack silhouette,crochet fabric,pink,Solid,"metal buckle, chain trim",open-front
p257,accessory,pink vertical striped knee-high socks,Women's,minimalist sweet socks,knee-high silhouette,knit fabric,pink,vertical ribbed texture,solid color design,slip-on
p258,shoes,black high-top rain boots,Women's,fashionable commuter rain boots,knee-high silhouette,rubber,black and white,brand logo,waterproof design,slip-on
p259,mid_layer_top,off-white heart star knit top,Women's,sweet casual top,cropped fit,knit fabric,"off-white, black, pink","chest heart, star, and letter logo","hooded, color-block binding",pullover
p260,bottom,navy heart letter wide-leg jeans,Women's,sweet-cool casual trousers,wide-leg,denim,navy blue,pocket heart and letter logo,"elastic waistband, loose fit",slip-on
p261,bag,black and white striped star-shaped bag,Women's,cute personalized bag,star-shaped silhouette,"fabric, webbing","black, white, pink",striped and brand logo,pink shoulder strap,open-front
p262,shoes,pink and black colorblock casual sneakers,Women's,sweet-cool casual shoes,low-top flat silhouette,suede fabric,"pink, black, white",brand logo,lace-up fastening,slip-on
p263,inner_top,light blue heart striped ruffled top,Women's,sweet fresh top,cropped fit,cotton fabric,"light blue, white, black",heart and stripe,"oversized lapel, multi-layered ruffles",button-up
p264,bottom,light blue heart striped wide-leg shorts,Women's,sweet fresh shorts,cropped fit,cotton fabric,"light blue, white, black",heart and stripe,"elastic waistband, loose fit",slip-on
p265,accessory,white vertical striped knee-high socks,Women's,minimalist basic socks,knee-high silhouette,knit fabric,white,vertical ribbed texture,solid color design,slip-on
p266,shoes,off-white letter embellished Mary Jane shoes,Women's,minimalist fashion flats,low-top flat silhouette,glossy fabric,"off-white, brown, black",brand letter logo,"velcro, bowknot",slip-on
p267,inner_top,off-white striped sleeve rabbit print top,Women's,sweet casual top,loose fit,cotton fabric,off-white and black,"rabbit, heart, and letter","striped sleeves, crew neck",pullover
p268,bottom,black ruffled flare trousers,Women's,vintage elegant trousers,flared silhouette,drapey fabric,black,Solid,"side ruffles, flared leg",slip-on
p269,bag,black and pink plaid bow plush bag,Women's,sweet-cool fashion bag,cylindrical silhouette,plush fabric,"black, pink, white",plaid and brand logo,"pink bowknot, dual handles",open-front
p270,shoes,black and white colorblock canvas sneakers,Unisex,casual basic shoes,low-top flat silhouette,canvas,black and white,Solid,lace-up fastening,slip-on
p271,outerwear,navy floral knit cardigan,Women's,sweet minimalist cardigan,cropped fit,knit fabric,"navy, white",chest floral embellishment,"crew neck, button closure",button-up
p272,inner_top,light blue plaid cartoon print shirt,Women's,fresh casual shirt,cropped fit,cotton fabric,"light blue, white, black",cartoon and letter print,"spread collar, button closure",button-up
p273,bottom,navy floral wide-leg trousers,Women's,minimalist casual trousers,wide-leg,drapey fabric,"navy, white",side floral embellishment,"elastic waistband, loose fit",slip-on
p274,bag,light blue knit cylindrical handbag,Women's,fresh cute bag,cylindrical silhouette,knit fabric,"light blue, pink",brand logo embellishment,single shoulder strap,open-front
p275,shoes,light blue contrast lace-up casual sneakers,Unisex,fresh casual shoes,low-top flat silhouette,"suede, canvas","light blue, white, brown",brand letter logo,two-tone lace-up closure,slip-on
p276,inner_top,pink plaid letter print shirt,Women's,sweet-cool casual shirt,loose fit,cotton fabric,"pink, white, black",letter slogan print,"spread collar, button closure",button-up
p277,inner_top,white heart letter long-sleeve T-shirt,Women's,minimalist sweet T-shirt,slim fit,cotton fabric,white and pink,chest heart and letter print,crew neck design,pullover
p278,bottom,black with white stripe flared trousers,Women's,vintage casual trousers,flared silhouette,drapey fabric,black and white,side stripe trim,"high-waisted, flared leg",slip-on
p279,shoes,light pink suede casual sneakers,Women's,sweet casual shoes,low-top flat silhouette,suede fabric,"light pink, brown",Solid,lace-up fastening,slip-on
p280,inner_top,pink and black raglan sleeve rabbit letter top,Women's,sweet-cool casual top,loose fit,cotton fabric,"pink, black",rabbit and letter print,"raglan sleeves, crew neck",pullover
p281,bottom,gray heart-embellished pleated skirt,Women's,sweet preppy skirt,cropped fit,knit fabric,"gray, pink",side pink heart logo,"elastic waistband, pleated texture",slip-on
p282,mid_layer_top,black slouchy knit leg warmers,Women's,cool and warm leg warmers,leg warmer silhouette,knit fabric,black,vertical ribbed texture,slouchy design,slip-on
p283,shoes,black and white platform canvas sneakers,Unisex,casual sweet-cool shoes,low-top chunky silhouette,canvas,black and white,Solid,"lace-up fastening, platform sole",slip-on
p284,outerwear,beige cartoon-embellished cropped jacket,Women's,minimalist cute jacket,cropped fit,woolen fabric,"beige, black",chest cartoon logo,"crew neck, button closure",button-up
p285,inner_top,black basic short-sleeve T-shirt,Women's,minimalist basic style,slim fit,cotton fabric,black,Solid,crew neck design,pullover
p286,bottom,black striped waistband paperbag skirt,Women's,cool casual skirt,cropped fit,lightweight fabric,"black, white",waistband white stripe,"elastic waistband, paperbag fit",slip-on
p287,bag,black plush knit cylindrical bag,Women's,sweet-cool fashion bag,cylindrical silhouette,plush fabric,black,Solid,multi-handle design,open-front
p288,accessory,black basic knee-high socks,Women's,minimalist basic socks,knee-high silhouette,knit fabric,black,Solid,solid color design,slip-on
p289,shoes,black rhinestone-embellished Mary Jane shoes,Women's,sweet-cool fashion flats,low-top flat silhouette,patent leather,"black, silver",rhinestone embellishment,dual velcro closure,slip-on
p290,outerwear,navy pearl-embellished denim jacket,Women's,sweet-cool vintage jacket,cropped fit,denim,"navy, white",all-over pearl embellishment,"spread collar, button closure",button-up
p291,inner_top,white mock-neck short-sleeve T-shirt,Unisex,minimalist basic style,loose fit,cotton fabric,white,Solid,mock neck design,pullover
p292,bottom,navy faux two-piece culottes,Women's,sweet casual trousers,fitted silhouette,stretch fabric,navy blue,Solid,side skirt panel detail,slip-on
p293,accessory,white lace slouchy beanie,Women's,elegant fashion headwear,slouchy beanie silhouette,lace,white,lace pattern,elastic hood,wearable
p294,mid_layer_top,white button-embellished knit leg warmers,Women's,sweet warm leg warmers,leg warmer silhouette,knit fabric,"white, black",button embellishment,cable knit texture,slip-on
p295,shoes,navy heart-embellished casual sneakers,Unisex,fresh casual shoes,low-top flat silhouette,suede and mesh,"navy, white, gray",heart print,lace-up fastening,slip-on
p296,outerwear,black and white question mark pattern knit cardigan,Women's,playful casual cardigan,loose fit,knit fabric,black and white,question mark print,"crew neck, button closure",button-up
p297,mid_layer_top,black heart letter patchwork sweater,Women's,sweet-cool casual sweater,cropped fit,"knit, plush fabric",black,heart letter logo,mock neck design,pullover
p298,bottom,black leather paperbag skirt,Women's,cool fashion skirt,cropped fit,leather,black,Solid,"drawstring waist, multi-layered skirt",slip-on
p299,bag,black and pink plaid logo plush bag,Women's,sweet-cool fashion bag,cylindrical silhouette,plush fabric,"black, pink, white",plaid logo detail,multi-handle design,open-front
p300,accessory,off-white label-embellished knee-high socks,Women's,minimalist fashion socks,knee-high silhouette,knit fabric,off-white and pink,label detail,vertical ribbed texture,slip-on
p301,shoes,black and white casual sneakers,Unisex,minimalist casual shoes,low-top flat silhouette,nylon,black and white,brand logo,lace-up fastening,slip-on
p302,outerwear,light yellow butterfly-embellished cropped jacket,Women's,sweet elegant jacket,cropped fit,wool blend,light yellow,butterfly decorative buckle,"crew neck, button closure",button-up
p303,inner_top,white lettuce-edge puff-sleeve shirt,Women's,gentle sweet shirt,loose fit,cotton fabric,white,Solid,"lettuce-edge collar, puff sleeves",button-up
p304,bottom,light yellow butterfly-embellished mini skirt,Women's,sweet elegant skirt,cropped fit,wool blend,light yellow,butterfly decorative buckle,elastic waistband,slip-on
p305,bag,light yellow knit cylindrical bag,Women's,fresh cute bag,cylindrical silhouette,knit fabric,"light yellow, pink",brand logo embellishment,dual strap design,open-front
p306,accessory,white vertical striped knee-high socks,Women's,minimalist basic socks,knee-high silhouette,knit fabric,white,vertical ribbed texture,solid color design,slip-on
p307,shoes,black and white colorblock Mary Jane shoes,Women's,vintage elegant flats,low-top flat silhouette,leather,"white, black",metal buckle detail,dual velcro closure,slip-on
p308,outerwear,gray cherry-embellished knit cardigan,Women's,sweet-cool casual cardigan,cropped fit,knit fabric,"gray, red","cherry print, red buttons","crew neck, button closure",button-up
p309,mid_layer_top,burgundy jacquard mock-neck sweater,Women's,vintage gentle sweater,loose fit,knit fabric,burgundy,jacquard texture,mock neck design,pullover
p310,bottom,gray red button-embellished mini skirt,Women's,sweet-cool casual skirt,cropped fit,knit fabric,"gray, red",red button detail,elastic waistband,slip-on
p311,shoes,white plush mid-calf boots,Women's,warm cute boots,mid-calf silhouette,plush fabric,"white, gray",Solid,fully plush lined,slip-on
p312,mid_layer_top,navy letter print polo sweatshirt,Women's,casual trendy sweatshirt,loose fit,cotton fabric,"navy, white","English slogan, star","polo collar, side stripes",pullover
p313,bottom,navy pleated wide-leg trousers,Women's,casual designer trousers,wide-leg,drapey fabric,navy blue,Solid,pleated leg detail,slip-on
p314,accessory,gray knit beret,Women's,vintage artistic headwear,beret style,knit fabric,gray,knit texture,elastic hood,wearable
p315,shoes,silver-gray outdoor sneakers,Unisex,techwear casual shoes,low-top chunky silhouette,"mesh, leather",silver gray and black,brand letter logo,drawstring tie,slip-on
p316,mid_layer_top,light blue cat print plush sweater,Women's,sweet cute sweater,loose fit,plush knit fabric,"light blue, white","cat, letter print",crew neck design,pullover
p317,inner_top,white lace collar puff sleeve shirt,Women's,gentle elegant shirt,loose fit,cotton fabric,white,lace collar detail,"puff sleeves, lettuce-edge cuffs",button-up
p318,bottom,navy drawstring ruffled hem trousers,Women's,sweet casual trousers,wide-leg,drapey fabric,navy blue,Solid,"drawstring waist, ruffled hem",slip-on
p319,accessory,white plush earflap hat,Women's,warm cute headwear,trapper hat silhouette,plush fabric,white,Solid,earflap design,wearable
p320,shoes,khaki plush casual sneakers,Women's,warm casual shoes,low-top flat silhouette,plush fabric,"khaki, brown",Solid,lace-up fastening,slip-on
p321,mid_layer_top,pink plaid tweed vest,Women's,elegant sweet womenswear,cropped vest silhouette,tweed,"pink, black, white",plaid texture,metal buckle closure,slip-on
p322,mid_layer_top,white diamond cable knit sweater,Women's,gentle vintage sweater,slim fit,knit fabric,white,"diamond, cable knit texture",mock neck design,pullover
p323,bottom,pink plaid tweed pleated skirt,Women's,elegant sweet skirt,cropped fit,tweed,"pink, black, white","plaid, pleated texture",elastic waistband,slip-on
p324,accessory,off-white vertical striped knee-high socks,Women's,minimalist basic socks,knee-high silhouette,knit fabric,off-white,vertical ribbed texture,solid color design,slip-on
p325,shoes,light pink metal buckle mules,Women's,gentle casual flats,low-top mule silhouette,suede fabric,"light pink, gold, brown",metal buckle detail,slip-on,slip-on
p326,mid_layer_top,navy bow patchwork sweater,Women's,sweet-cool casual sweater,loose fit,"knit, plush fabric","navy, white, light blue","bow detail, ruffled hem",crew neck design,pullover
p327,inner_top,off-white heart letter base layer shirt,Women's,minimalist sweet innerwear,slim fit,cotton fabric,off-white,heart letter print,lettuce-edge collar and cuffs,pullover
p328,bottom,black bow-embellished flared trousers,Women's,sweet-cool casual trousers,flared silhouette,stretch fabric,"black, light blue",cuff bow detail,"high-waisted, flared leg",slip-on
p329,bag,light blue plaid knit bag,Women's,fresh cute bag,cylindrical silhouette,knit fabric,"light blue, pink, white",plaid logo detail,single shoulder strap,open-front
p330,shoes,white and black polka dot casual shoes,Women's,vintage casual shoes,low-top flat silhouette,leather,"white, black",polka dot texture,lace-up fastening,slip-on
p331,mid_layer_top,gray and white floral collar sweatshirt,Women's,sweet casual sweatshirt,cropped fit,cotton fabric,"gray, white, green",3D floral detail,lapel design,pullover
p332,bottom,gray lace-trim pleated skirt,Women's,gentle sweet skirt,cropped fit,knit fabric,"gray, white",lace hem,elastic waistband,slip-on
p333,accessory,white vertical striped knee-high socks,Women's,minimalist basic socks,knee-high silhouette,knit fabric,white,vertical ribbed texture,solid color design,slip-on
p334,shoes,black pearl-embellished Mary Jane shoes,Women's,elegant sweet footwear,low-top chunky silhouette,patent leather,black and white,pearl decorative button,Hook-and-loop closure,slip-on
p335,outerwear,black colorful star knit cardigan,Women's,trendy casual cardigan,loose fit,knit fabric,"black, yellow, green, pink, silver",3D star detail,"crew neck, colorful button closure",button-up
p336,bottom,light yellow butterfly-embellished mini skirt,Women's,sweet elegant skirt,cropped fit,wool blend,light yellow,butterfly decorative buckle,elastic waistband,slip-on
p337,bag,light yellow plaid logo knit bag,Women's,fresh cute bag,cylindrical silhouette,knit fabric,"light yellow, pink, white",plaid logo detail,dual strap design,open-front
p338,accessory,black basic knee-high socks,Women's,minimalist basic socks,knee-high silhouette,knit fabric,black,Solid,solid color design,slip-on
p339,shoes,light yellow and black striped casual shoes,Unisex,minimalist casual shoes,low-top flat silhouette,suede fabric,"light yellow, black, brown",striped detail,lace-up fastening,slip-on
p340,outerwear,black with pink trim colorful button cardigan,Women's,sweet-cool elegant cardigan,cropped fit,tweed,"black, pink, blue, purple, yellow, red",colorful button detail,"crew neck, pink trim",button-up
p341,mid_layer_top,black white floral cropped sweater,Women's,sweet-cool casual sweater,cropped fit,knit fabric,black and white,floral print,crew neck design,pullover
p342,bottom,black diamond pattern tutu skirt,Women's,elegant vintage skirt,mid-length,quilted fabric,black,diamond texture,elastic waistband,slip-on
p343,shoes,black platform lace-up leather shoes,Women's,cool vintage flats,low-top chunky silhouette,patent leather,black,Solid,lace-up fastening,slip-on
p344,inner_top,light pink puff sleeve collared shirt,Women's,gentle sweet shirt,cropped fit,cotton fabric,light pink,Solid,"oversized lapel, puff sleeves",button-up
p345,bottom,white lace-trim tiered skirt,Women's,elegant sweet skirt,cropped fit,cotton fabric,white,lace trim detail,"tiered skirt, elastic waistband",slip-on
p346,shoes,light pink bow Mary Jane shoes,Women's,gentle elegant flats,low-top flat silhouette,satin,"light pink, brown",bow detail,Hook-and-loop closure,slip-on
p347,mid_layer_top,gray and pink letter POLO sweatshirt,Women's,sweet-cool casual sweatshirt,loose fit,plush fabric,"gray, pink",letter print,"polo collar, pink buttons",pullover
p348,bottom,gray and pink letter plush shorts,Women's,sweet-cool casual trousers,cropped fit,plush fabric,"gray, pink",letter print,elastic waistband,slip-on
p349,accessory,pink GG pattern knee-high socks,Women's,vintage fashion socks,knee-high silhouette,knit fabric,"pink, red",Double G pattern,color-block design,slip-on
p350,shoes,white platform sneakers,Unisex,minimalist casual shoes,low-top chunky silhouette,canvas,white,brand letter logo,lace-up fastening,slip-on
p351,outerwear,black and red toggle down jacket,Women's,vintage warm coat,cropped fit,down-filled fabric,"black, red",toggle button detail,hooded design,button-up
p352,mid_layer_top,beige and brown puppy pattern sweater,Women's,cute casual sweater,loose fit,knit fabric,"off-white, brown, red","puppy, bow print",crew neck design,pullover
p353,bottom,brown plaid wide-leg trousers,Women's,vintage casual trousers,wide-leg,woven fabric,"brown, beige",plaid texture,elastic waistband,slip-on
