itemID,category,title,gender,style,outline,materials,color,pattern,detail,donning/doffing
p370,inner_top,plaid casual shirt,Men's,casual plaid shirt,loose fit,cotton,brown and black plaid,metal-embellished,"Cotton-nylon blend, breathable and structured, metal pocket accents for refined detail, suitable for daily casual wear",button closure
p371,inner_top,printed long-sleeve T-shirt,Men's,trendy long-sleeve T-shirt,loose fit,cotton,dark gray printed,printed style,"Cotton-spandex blend, soft and resilient, graphic print for a trendy look, suitable for daily casual wear",pullover
p372,bottom,loose-fit casual trousers,Men's,commuter casual dress trousers,wide-leg fit,cotton,light khaki,solid wide-leg style,"Polyester-viscose blend, drape and wrinkle-resistant, wide-leg fit to flatter the silhouette, suitable for smart-casual scenes",zipper closure
p373,shoes,suede mules,Unisex,casual mules,low-top flat sole,suede,dark brown,minimalist solid color style,"Suede texture, smooth and soft, slip-on design for easy wear, suitable for daily casual wear",slip-on
p374,mid_layer_top,hooded zip-up sweatshirt,Men's,casual hooded sweatshirt,loose fit,cotton,dark gray,minimalist solid color style,"Cotton-polyester fleece, soft and warm, zipper closure for easy wear, suitable for autumn and winter daily outfits",zipper closure
p375,inner_top,distressed plaid patchwork pocket shirt,Men's,vintage casual long-sleeve shirt,loose fit,cotton,gray and white plaid,plaid shirt,"Plaid texture with patch pocket detailing, loose fit suitable for solo or layered wear, vintage and casual",button closure
p376,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,black,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p377,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p378,bottom,loose-fit casual trousers,Men's,commuter casual dress trousers,wide-leg fit,cotton,black,solid wide-leg style,"Polyester-viscose blend, drape and wrinkle-resistant, wide-leg fit to flatter the silhouette, suitable for smart-casual scenes",zipper closure
p379,accessory,solid color baseball cap,Unisex,daily casual baseball cap,form-fitting headwear,cotton,black,minimalist solid color style,"Cotton-nylon blend, breathable and durable, classic baseball cap style for daily casual wear",direct wear
p380,shoes,blue pocket Birkenstock-style clogs,Men's,trendy casual slides,flat sole,leather,light blue,denim patchwork,"Denim patchwork design, slide silhouette with buckle detail, casual and trendy, suitable for daily outdoor wear",slip-on
p381,mid_layer_top,printed polo-collar sweatshirt,Men's,casual polo sweatshirt,loose fit,knit,navy blue,printed style,"Cotton-polyester blend, soft and structured, polo collar and print design for style, suitable for daily casual wear",pullover
p382,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p383,bottom,lace-up casual trousers,Men's,commuter casual dress trousers,wide-leg fit,cotton,light khaki,lace-up,"Polyester-viscose blend, drape and wrinkle-resistant, waist tie for practicality, suitable for smart-casual scenes",lace-up
p384,shoes,blue pocket Birkenstock-style clogs,Men's,trendy casual slides,flat sole,leather,light blue,denim patchwork,"Denim patchwork design, slide silhouette with buckle detail, casual and trendy, suitable for daily outdoor wear",slip-on
p385,inner_top,corduroy casual shirt,Men's,fall/winter casual corduroy shirt,loose fit,cotton,off-white,patch-embellished,"Cotton corduroy, warm and structured, patch detail for brand recognition, suitable for autumn and winter casual wear",button closure
p386,inner_top,striped casual shirt,Men's,casual striped shirt,loose fit,cotton,burgundy striped,patch-embellished,"Cotton-nylon blend, breathable and durable, striped design for layering, suitable for daily casual commuting",button closure
p387,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p388,bottom,loose-fit casual trousers,Men's,commuter casual dress trousers,wide-leg fit,cotton,off-white,solid wide-leg style,"Polyester-viscose blend, drape and wrinkle-resistant, wide-leg fit to flatter the silhouette, suitable for smart-casual scenes",zipper closure
p389,shoes,vintage-wash platform mules,Men's,niche trendy casual slides,platform slip-on,suede,khaki,distressed platform style,"Distressed finish with metal buckle decoration, platform design with rivets for a stylish look, suitable for daily casual and street style",slip-on
p390,outerwear,toggle-button knit cardigan,Men's,fall/winter casual toggle cardigan,loose fit,cotton,dark gray,toggle-button embellished,"Wool-acrylic blend, warm and durable, toggle closure for a vintage look, suitable for autumn and winter layering",button closure
p391,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,black,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p392,bottom,pleated casual trousers,Men's,commuter casual pleated trousers,wide-leg fit,cotton,light gray,pleated,"Polyester-viscose blend, drape and wrinkle-resistant, pleated design for style, suitable for smart-casual scenes",zipper closure
p393,accessory,printed silk scarf,Unisex,decorative printed silk scarf,decorative accessory style,wool,gray and blue printed,printed style,"Silk, smooth texture, printed pattern for atmosphere, suitable for versatile styling",tie-fastening
p394,shoes,platform square-toe derby shoes,Men's,vintage trendy casual leather shoes,platform sole,leather,black,platform derby shoes,"Round toe with lace-up design, platform sole for height and anti-slip, leather texture for a refined look, versatile styling",lace-up
p395,outerwear,toggle-button knit cardigan,Men's,fall/winter casual toggle cardigan,loose fit,cotton,tan,toggle-button embellished,"Wool-cashmere blend, warm and soft, diamond pattern for texture, toggle closure for vintage casual style, suitable for autumn and winter daily outfits",button closure
p396,outerwear,distressed washed denim jacket,Men's,vintage casual denim jacket,loose fit,denim,ochre,denim jacket,"Distressed washed finish, collared single-breasted design, loose fit suitable for layering, vintage and casual",button closure
p397,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,black,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p398,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p399,bottom,striped casual trousers,Men's,commuter casual striped trousers,wide-leg fit,cotton,dark gray striped,striped decorative style,"Polyester-viscose blend, drape and wrinkle-resistant, striped design for layering, suitable for smart-casual scenes",zipper closure
p400,accessory,letter-embellished baseball cap,Unisex,daily casual baseball cap,form-fitting headwear,cotton,tan,letter embellished style,"Cotton-nylon blend, breathable and durable, embossed lettering for brand recognition, suitable for daily casual wear",direct wear
p401,bag,suede handbag,Unisex,casual suede handbag,large capacity bag,canvas,army green,minimalist tote,"Suede texture, smooth and soft, large capacity for travel storage, suitable for casual scenes",top handle
p402,shoes,slip-on casual shoes,Men's,casual slip-on shoes,low-top flat sole,leather,khaki,solid-color slip-on,"Minimalist slip-on design, PU material with soft texture, non-slip rubber sole, suitable for daily commuting and casual scenes",slip-on
p403,outerwear,knit cardigan,Men's,autumn/winter casual knit cardigan,loose fit,cotton,off-white,button embellished style,"Wool-cashmere blend, warm and soft, openwork texture for detail, suitable for autumn and winter layering",button closure
p404,inner_top,distressed plaid patchwork pocket shirt,Men's,vintage casual long-sleeve shirt,loose fit,cotton,gray and white plaid,plaid shirt,"Plaid texture with patch pocket detailing, loose fit suitable for solo or layered wear, vintage and casual",button closure
p405,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p406,bottom,cargo-style casual trousers,Men's,outdoor cargo casual trousers,wide-leg fit,cotton,dark gray,cargo wide-leg style,"Cotton-polyester blend, durable and wrinkle-resistant, cargo pockets for outdoor storage, loose fit for freedom of movement",drawstring
p407,bag,suede handbag,Unisex,casual suede handbag,large capacity bag,canvas,army green,minimalist tote,"Canvas material, durable and stain-resistant, large capacity for short trips, dual-use handle and shoulder strap for practicality",top handle
p408,shoes,slip-on casual shoes,Men's,casual slip-on shoes,low-top flat sole,leather,khaki,solid-color slip-on,"Minimalist slip-on design, PU material with soft texture, non-slip rubber sole, suitable for daily commuting and casual scenes",slip-on
p409,outerwear,color-block knit cardigan,Men's,autumn/winter casual knit cardigan,loose fit,knit,light gray,paneled style,"Wool-acrylic blend, warm and durable, plaid patchwork for layered detail, suitable for autumn and winter layering",button closure
p410,inner_top,distressed plaid patchwork pocket shirt,Men's,vintage casual long-sleeve shirt,loose fit,cotton,gray and white plaid,plaid shirt,"Plaid texture with patch pocket detailing, loose fit suitable for solo or layered wear, vintage and casual",button closure
p411,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p412,bottom,cargo-style casual trousers,Men's,outdoor cargo casual trousers,wide-leg fit,cotton,dark gray,cargo wide-leg style,"Cotton-polyester blend, durable and wrinkle-resistant, cargo pockets for outdoor storage, loose fit for freedom of movement",drawstring
p413,accessory,knit beanie,Unisex,autumn/winter casual knit beanie,stretch fit,knit,white,minimalist solid color style,"Wool-cashmere blend is warm and soft, elastic cap design fits most head sizes, suitable for autumn and winter daily wear",direct wear
p414,bag,leather handbag,Unisex,commuter business leather handbag,medium capacity bag,leather,dark brown,minimalist tote,"Top-grain leather for quality, metal hardware for refinement, suitable for smart-casual scenes",top handle
p415,shoes,vintage casual sneakers,Men's,casual retro sneakers,low-top flat sole,leather,white and brown colorblock,vintage minimalist,"Cowhide ensures quality, mesh enhances breathability, retro shoe silhouette suitable for light casual outfits",lace-up
p416,outerwear,color-block knit cardigan,Men's,autumn/winter casual knit cardigan,loose fit,cotton,deep black,paneled style,"Wool-cashmere blend, warm and soft, leather pockets for texture and utility, shirt collar for casual versatility, suitable for autumn and winter daily outfits",button closure
p417,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p418,bottom,loose-fit casual trousers,Men's,commuter casual dress trousers,wide-leg fit,cotton,deep black,solid wide-leg style,"Polyester-viscose blend, drape and wrinkle-resistant, wide-leg fit to flatter the silhouette, suitable for smart-casual scenes",zipper closure
p419,accessory,patch pocket black bucket hat,Unisex,trendy casual bucket hat,form-fitting headwear,cotton,solid black,patch-pocket bucket hat,"Side patch pocket and brand logo detail, structured crown, fits most head sizes, decorative and functional",direct wear
p420,shoes,platform square-toe derby shoes,Men's,vintage trendy casual leather shoes,platform sole,leather,black,platform derby shoes,"Round toe with lace-up design, platform sole for height and anti-slip, leather texture for a refined look, versatile styling",lace-up
p421,mid_layer_top,striped knit sweater,Men's,autumn/winter casual knit sweater,loose fit,knit,gray and black striped,striped decorative style,"Wool-cashmere blend, warm and soft, striped design for layering, suitable for autumn and winter daily outfits",pullover
p422,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,black,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p423,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p424,bottom,cargo-style casual trousers,Men's,outdoor cargo casual trousers,wide-leg fit,cotton,dark gray,cargo wide-leg style,"Cotton-polyester blend, durable and wrinkle-resistant, cargo pockets for outdoor storage, loose fit for freedom of movement",drawstring
p425,shoes,platform square-toe derby shoes,Men's,vintage trendy casual leather shoes,platform sole,leather,black,platform derby shoes,"Round toe with lace-up design, platform sole for height and anti-slip, leather texture for a refined look, versatile styling",lace-up
p426,outerwear,fur-collar casual jacket,Men's,fall/winter insulated faux fur collar jacket,cropped fit,cotton,black,faux fur collar style,"Polyester-nylon blend, windproof, faux fur collar for warmth and style, suitable for autumn and winter daily wear",zipper closure
p427,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p428,bottom,contrast-stitch jeans,Men's,vintage casual jeans,wide-leg fit,cotton,deep black,contrast-trim,"Cotton-spandex blend for added stretch, contrast piping for a vintage look, wide-leg fit for trendy styling",zipper closure
p429,shoes,square-toe polished derby shoes,Men's,casual vintage derby shoes,low-top platform,leather,black,square-toe platform,"Smooth leather, structured texture, square-toe design for a trendy look, platform sole for height and comfort, suitable for daily casual vintage outfits",lace-up
p430,outerwear,toggle-button wool coat,Men's,fall/winter insulated wool coat,long fit,cotton,light khaki,toggle-button embellished,"Wool-polyester blend, warm and structured, toggle closure for a vintage look, suitable for autumn and winter commuting",button closure
p431,inner_top,turtleneck long-sleeve T-shirt,Men's,fall/winter casual turtleneck T-shirt,loose fit,knit,white,minimalist solid color style,"Cotton-spandex blend, soft and resilient, high-neck design for added warmth, suitable for autumn and winter layering",pullover
p432,bottom,drawstring casual trousers,Men's,casual drawstring trousers,wide-leg fit,cotton,black,drawstring,"Polyester-cotton blend, drape and wrinkle-resistant, drawstring waistband for adjustable fit, suitable for daily casual wear",drawstring
p433,accessory,plaid scarf,Unisex,fall/winter insulated plaid scarf,decorative thermal style,wool,yellow and green plaid,plaid,"Wool-cashmere blend, warm and soft, plaid design for enhanced aesthetic, suitable for autumn and winter",tie-fastening
p434,shoes,square-toe polished derby shoes,Men's,casual vintage derby shoes,low-top platform,leather,black,square-toe platform,"Smooth leather, structured texture, square-toe design for a trendy look, platform sole for height and comfort, suitable for daily casual vintage outfits",lace-up
p435,outerwear,toggle-button wool coat,Men's,fall/winter insulated wool coat,long fit,cotton,dark brown,toggle-button embellished,"Wool-polyester blend, warm and structured, toggle closure for a vintage look, suitable for autumn and winter commuting",button closure
p436,inner_top,distressed plaid patchwork pocket shirt,Men's,vintage casual long-sleeve shirt,loose fit,cotton,coffee plaid,plaid shirt,"Plaid texture with patch pocket detailing, loose fit suitable for solo or layered wear, vintage and casual",button closure
p437,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p438,bottom,drawstring casual trousers,Men's,casual drawstring trousers,wide-leg fit,cotton,off-white,drawstring,"Polyester-cotton blend, drape and wrinkle-resistant, drawstring waistband for adjustable fit, suitable for daily casual wear",drawstring
p439,accessory,wool bucket hat,Unisex,fall/winter casual wool bucket hat,wide-brim,knit,off-white,minimalist solid color style,"Pure wool fabric, warm and soft, wide-brim design for outdoor sun protection, suitable for autumn and winter",direct wear
p440,shoes,black lace-up formal leather shoes,Men's,business casual leather shoes,low-top flat sole,leather,solid black,business dress shoe,"Minimalist lace-up design, refined leather texture, suitable for commuting, business, and formal occasions",lace-up
p441,outerwear,toggle-button wool coat,Men's,fall/winter insulated wool coat,long fit,cotton,deep black,toggle-button embellished,"Wool-polyester blend, warm and structured, toggle closure for retro casual style, long length for extra warmth, suitable for autumn and winter commuting",button closure
p442,mid_layer_top,minimalist knit sweater,Men's,autumn/winter casual knit sweater,loose fit,knit,light teal,minimalist solid color style,"Wool-cashmere blend, warm and soft, loose fit for daily autumn and winter wear",pullover
p443,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p444,bottom,straight-leg jeans,Men's,casual jeans,straight-leg fit,denim,deep black,solid-color straight-leg,"Cotton-spandex blend enhances elasticity, straight-leg fit suitable for most body types, suitable for daily leisure",zipper closure
p445,accessory,knit beanie,Unisex,autumn/winter casual knit beanie,stretch fit,knit,black,minimalist solid color style,"Wool-acrylic blend, warm and durable, elastic cap design fits most head sizes, suitable for autumn and winter daily wear",direct wear
p446,accessory,geometric pattern scarf,Unisex,fall/winter decorative scarf,decorative thermal style,cotton,multicolor geometric print,geometric pattern,"Wool-cashmere blend, warm and soft, geometric pattern and fringe for added design detail, suitable for autumn and winter",tie-fastening
p447,shoes,black lace-up formal leather shoes,Men's,business casual leather shoes,low-top flat sole,leather,solid black,business dress shoe,"Minimalist lace-up design, refined leather texture, suitable for commuting, business, and formal occasions",lace-up
p448,outerwear,corduroy coat,Men's,fall/winter casual corduroy coat,long fit,cotton,deep black,minimalist solid color style,"Pure cotton corduroy, warm and structured, toggle closure for retro style, suitable for autumn and winter commuting",button closure
p449,mid_layer_top,striped knit sweater,Men's,autumn/winter casual knit sweater,loose fit,knit,blue and gray striped,striped decorative style,"Wool-cashmere blend, warm and soft, striped design for layering, suitable for autumn and winter daily outfits",pullover
p450,inner_top,turtleneck long-sleeve T-shirt,Men's,fall/winter casual turtleneck T-shirt,loose fit,knit,white,minimalist solid color style,"Cotton-spandex blend, soft and resilient, high-neck design for added warmth, suitable for autumn and winter layering",pullover
p451,bottom,loose-fit casual trousers,Men's,commuter casual dress trousers,wide-leg fit,cotton,black,solid wide-leg style,"Polyester-viscose blend, drape and wrinkle-resistant, wide-leg fit to flatter the silhouette, suitable for smart-casual scenes",zipper closure
p452,shoes,square-toe polished derby shoes,Men's,casual vintage derby shoes,low-top platform,leather,black,square-toe platform,"Smooth leather, structured texture, square-toe design for a trendy look, platform sole for height and comfort, suitable for daily casual vintage outfits",lace-up
p453,outerwear,denim jacket,Men's,casual denim jacket,loose fit,cotton,dark blue,toggle-button embellished,"Cotton-spandex blend for added stretch, toggle closure for retro style, suitable for daily casual wear",button closure
p454,inner_top,printed long-sleeve T-shirt,Men's,trendy long-sleeve T-shirt,loose fit,cotton,black,printed style,"Cotton-spandex blend, soft and resilient, graphic print for a trendy look, suitable for daily casual wear",pullover
p455,inner_top,printed long-sleeve T-shirt,Men's,trendy long-sleeve T-shirt,loose fit,cotton,white,printed style,"White base enhances print visibility, suitable for daily casual wear",pullover
p456,bottom,cargo-style casual trousers,Men's,outdoor cargo casual trousers,wide-leg fit,cotton,dark blue,cargo wide-leg style,"Cotton-polyester blend, durable and wrinkle-resistant, cargo pockets for outdoor storage, loose fit for freedom of movement",drawstring
p457,shoes,black lace-up formal leather shoes,Men's,business casual leather shoes,low-top flat sole,leather,solid black,business dress shoe,"Minimalist lace-up design, refined leather texture, suitable for commuting, business, and formal occasions",lace-up
p458,outerwear,denim jacket,Men's,casual denim jacket,loose fit,cotton,deep black,contrast collar detail,"Cotton-spandex blend for added stretch, contrast collar for layered detail, suitable for daily casual wear",button closure
p459,mid_layer_top,minimalist knit sweater,Men's,autumn/winter casual knit sweater,loose fit,knit,dark gray,minimalist solid color style,"Wool-cashmere blend, warm and soft, loose fit for daily autumn and winter wear",pullover
p460,inner_top,minimalist long-sleeve T-shirt,Men's,casual long-sleeve T-shirt,loose fit,knit,pale yellow,minimalist solid color style,"Cotton-spandex blend, soft and resilient, bright colors for spring and summer casual wear, suitable as a standalone piece or layering",pullover
p461,bottom,cargo-style casual trousers,Men's,outdoor cargo casual trousers,wide-leg fit,cotton,dark gray,cargo wide-leg style,"Cotton-polyester blend, durable and wrinkle-resistant, cargo pockets for outdoor storage, loose fit for freedom of movement",drawstring
p462,shoes,black lace-up formal leather shoes,Men's,business casual leather shoes,low-top flat sole,leather,solid black,business dress shoe,"Minimalist lace-up design, refined leather texture, suitable for commuting, business, and formal occasions",lace-up
p463,outerwear,leather casual jacket,Men's,trendy casual leather jacket,loose fit,leather,black,zipper detail,"Top-grain cowhide with fine texture, drawstring hem for adjustable fit, suitable for daily trendy styles",zipper closure
p464,inner_top,minimalist short-sleeve T-shirt,Men's,casual short-sleeve T-shirt,loose fit,cotton,white,minimalist solid color style,"Cotton-spandex blend, soft and resilient, drawstring waistband for added utility, suitable for spring and summer casual wear",pullover
p465,bottom,loose-fit casual trousers,Men's,commuter casual dress trousers,wide-leg fit,cotton,black,solid wide-leg style,"Polyester-viscose blend, drape and wrinkle-resistant, wide-leg fit to flatter the silhouette, suitable for smart-casual scenes",zipper closure
p466,shoes,layered leather square-toe derby shoes,Men's,Korean-style elegant commuter derby shoes,low-top platform,leather,black,square-toe platform,"Layered leather craftsmanship for textured finish, square-toe design for Korean style, platform sole balances comfort and aesthetics, suitable for daily commuting and smart casual",lace-up
p467,mid_layer_top,white utility vest,Men's,casual utility vest,loose fit,cotton,white,minimalist utility style,"Polyester-cotton blend, structured and durable, sleeveless design for versatile layering, suitable for daily casual wear",zipper closure
p468,outerwear,hooded casual jacket,Men's,outdoor casual hooded jacket,loose fit,cotton,light gray,minimalist solid color style,"Nylon for waterproof and durable performance, hooded design for added utility, suitable for daily outdoor casual wear",zipper closure
p469,bottom,white casual shorts,Men's,spring/summer casual shorts,straight-leg fit,cotton,white,minimalist solid color style,"Cotton-spandex blend for added stretch, minimalist fit for spring and summer daily casual wear",zipper closure
p470,accessory,white long socks,Unisex,casual crew socks,mid-calf fit,cotton,white,minimalist solid color style,"Cotton-spandex blend, soft and resilient, mid-calf length suitable for various footwear",direct wear
p471,shoes,suede mules,Men's,casual mules,low-top flat sole,leather,white,minimalist solid color style,"Suede texture, smooth and soft, slip-on design for easy wear, suitable for spring and summer light casual wear",slip-on
p472,outerwear,baseball collar casual jacket,Men's,casual baseball jacket,loose fit,cotton,light khaki,minimalist solid color style,"Polyester-cotton blend, structured and durable, baseball collar for added style, suitable for daily casual wear",zipper closure
p473,inner_top,minimalist long-sleeve shirt,Men's,casual long-sleeve shirt,loose fit,cotton,dark blue,minimalist solid color style,"Cotton-nylon blend, breathable and structured, loose fit for daily casual commuting",button closure
p474,bottom,utility style casual shorts,Men's,outdoor utility casual shorts,wide-leg fit,cotton,deep black,cargo wide-leg style,"Cotton-polyester blend, durable and wrinkle-resistant, cargo pockets for outdoor storage, suitable for spring and summer casual wear",drawstring
p475,accessory,black necktie,Unisex,commuter business necktie,decorative accessory style,silk,black,minimalist solid color style,"Silk texture, smooth and soft, classic tie style suitable for smart casual occasions",tie-fastening
p476,accessory,black long socks,Unisex,casual crew socks,mid-calf fit,cotton,black,minimalist solid color style,"Cotton-spandex blend, soft and resilient, mid-calf length suitable for various footwear",direct wear
p477,shoes,layered leather square-toe derby shoes,Men's,Korean-style elegant commuter derby shoes,low-top platform,leather,black,square-toe platform,"Layered leather craftsmanship for textured finish, square-toe design for Korean style, platform sole balances comfort and aesthetics, suitable for daily commuting and smart casual",lace-up
p478,outerwear,baseball collar casual jacket,Men's,casual baseball jacket,loose fit,cotton,deep black,minimalist solid color style,"Stand collar for a sharp look, zip-front for easy wear, drawstring hem for adjustable fit, suitable for spring and autumn daily wear",zipper closure
p479,inner_top,minimalist short-sleeve T-shirt,Men's,casual short-sleeve T-shirt,loose fit,cotton,white,minimalist solid color style,"Cotton-spandex blend, soft and resilient, loose fit for spring and summer daily casual wear",pullover
p480,bottom,paneled casual trousers,Men's,casual color-block trousers,wide-leg fit,cotton,deep black,paneled style,"Polyester-cotton blend, drape and wrinkle-resistant, spliced waistband for added detail, suitable for daily casual wear",drawstring
p481,shoes,layered leather square-toe derby shoes,Men's,Korean-style elegant commuter derby shoes,low-top platform,leather,black,square-toe platform,"Layered leather craftsmanship for textured finish, square-toe design for Korean style, platform sole balances comfort and aesthetics, suitable for daily commuting and smart casual",lace-up
p482,outerwear,paint splatter denim jacket,Men's,vintage casual denim jacket,loose fit,denim,dark blue,paint-splatter,"Cotton-spandex blend for added stretch, paint splatter effect for retro style, contrast collar for layered detail",zipper closure
p483,inner_top,minimalist long-sleeve shirt,Men's,casual long-sleeve shirt,loose fit,knit,pale yellow,minimalist solid color style,"Cotton-nylon blend, breathable and structured, bright colors for spring and summer casual wear, suitable as a standalone piece or layering",button closure
p484,bottom,paint splatter jeans,Men's,vintage casual jeans,straight-leg fit,denim,dark blue,paint-splatter,"Cotton-spandex blend for added stretch, paint splatter effect for retro style, straight-leg fit suitable for most body types",zipper closure
p485,accessory,black long socks,Unisex,casual crew socks,mid-calf fit,cotton,black,minimalist solid color style,"Cotton-spandex blend, soft and resilient, mid-calf length suitable for various footwear",direct wear
p486,shoes,platform derby shoes,Men's,Italian handmade casual leather shoes,chunky round-toe fit,leather,black,chunky sole round toe,"Italian handcrafted quality with fine texture, platform design for layered aesthetic, top-grain cowhide for comfort and durability, suitable for autumn and winter daily casual and smart casual",lace-up
p487,outerwear,paint splatter denim jacket,Men's,vintage casual denim jacket,loose fit,denim,dark blue,paint-splatter,"Denim for durability and stretch, paint splatter print for trendy style, leather collar for refined texture, zip-front for easy wear, suitable for daily casual wear",zipper closure
p488,bottom,paint splatter jeans,Unisex,vintage casual jeans,straight-leg fit,leather,dark blue,paint-splatter,"Denim for durability and stretch, paint splatter print for trendy style, leather collar for refined texture, zip-front for easy wear, suitable for daily casual wear",zipper closure
p489,bag,suede shoulder bag,Men's,casual suede shoulder bag,medium capacity bag,leather,tan,minimalist shoulder bag,"Suede texture, smooth and soft, metal buckle for added utility, suitable for daily casual occasions",single shoulder
p490,shoes,platform derby shoes,Unisex,Italian handmade casual leather shoes,chunky round-toe fit,wool,black,chunky sole round toe,"Italian handcrafted quality with fine texture, platform design for layered aesthetic, top-grain cowhide for comfort and durability, suitable for autumn and winter daily casual and smart casual",lace-up
p491,outerwear,paint splatter casual jacket,Men's,vintage casual jacket,loose fit,cotton,tan,paint-splatter,"Cotton-polyester blend, durable and wrinkle-resistant, paint splatter effect for retro style, contrast collar for layered detail",zipper closure
p492,mid_layer_top,minimalist knit sweater,Men's,autumn/winter casual knit sweater,loose fit,knit,royal blue,minimalist solid color style,"Wool-cashmere blend, warm and soft, bright colors for autumn and winter wear, suitable as a standalone piece or layering",pullover
p493,inner_top,minimalist short-sleeve T-shirt,Men's,casual short-sleeve T-shirt,loose fit,cotton,light gray,minimalist solid color style,"Cotton-spandex blend, soft and resilient, loose fit for spring and summer daily casual wear",pullover
p494,bottom,paint splatter casual trousers,Men's,vintage casual trousers,straight-leg fit,cotton,tan,paint-splatter,"Cotton-polyester blend, durable and wrinkle-resistant, paint splatter effect for retro style, straight-leg fit suitable for most body types",zipper closure
p495,accessory,solid color scarf,Unisex,fall/winter insulated scarf,decorative thermal style,wool,tan,minimalist solid color style,"Wool-cashmere blend, warm and soft, minimalist fit for versatile autumn and winter styling",tie-fastening
p496,shoes,platform derby shoes,Men's,Italian handmade casual leather shoes,chunky round-toe fit,leather,black,chunky sole round toe,"Italian handcrafted quality with fine texture, platform design for layered aesthetic, top-grain cowhide for comfort and durability, suitable for autumn and winter daily casual and smart casual",lace-up
p497,outerwear,V-neck knit cardigan,Men's,autumn/winter casual knit cardigan,loose fit,knit,light khaki,minimalist solid color style,"Wool-acrylic blend, warm and durable, V-neck design for layering, drawstring detail for added utility",button closure
p498,mid_layer_top,knit vest,Men's,casual knit vest,loose fit,cotton,dark gray,minimalist solid color style,"Wool-cashmere blend, warm and soft, sleeveless design for versatile layering",pullover
p499,bottom,drawstring casual trousers,Men's,casual drawstring trousers,wide-leg fit,cotton,deep black,drawstring,"Polyester-cotton blend, drape and wrinkle-resistant, drawstring waistband for adjustable fit, suitable for daily casual wear",drawstring
p500,accessory,solid color scarf,Unisex,fall/winter insulated scarf,decorative thermal style,wool,tan,minimalist solid color style,"Wool-cashmere blend, warm and soft, minimalist fit for retro and casual autumn and winter styling",tie-fastening
p501,shoes,platform derby shoes,Men's,Italian handmade casual leather shoes,chunky round-toe fit,leather,black,chunky sole round toe,"Italian handcrafted quality with fine texture, platform design for layered aesthetic, top-grain cowhide for comfort and durability, suitable for autumn and winter daily casual and smart casual",lace-up
