outfitID,items,look,season,occasion
b147,"p741,p742,p743,p744,p745","Commuter Casual: Grey-toned glossy down jacket layered over a white top, paired with matching wide-leg trousers, featuring a monochromatic palette for warmth and comfort in daily commuting.",Winter,Home
b148,"p746,p747,p748,p749,p750","Korean Trendy: Grey-toned wool jacket layered over a plaid top, paired with brown wide-leg trousers, accented with a scarf for a trendy, street-ready look.",Winter,Social
b149,"p751,p752,p753,p754,p755,p756","Quiet Luxury Old Money: Brown-toned faux fur vest layered over a plaid shirt, paired with black wide-leg culottes, accented with a leather crossbody bag, featuring textured fabrics for a sophisticated aesthetic.",Autumn,Home
b150,"p757,p758,p759,p760,p761","Korean Trendy: Grey-toned faux fur vest layered over a grey knit top, paired with matching wide-leg trousers, accented with blue knit details for a stylish, street-ready look.",Winter,Travel
b151,"p762,p763,p764,p765","Quiet Luxury Old Money: Brown-toned wool set including a jacket and wide-leg trousers, accented with a matching scarf for a cohesive, sophisticated aesthetic.",Winter,Home
b152,"p766,p767,p768,p769,p770","Outdoor Tech: Black down jacket paired with light blue wide-leg jeans, layered over a plaid shirt with a crossbody bag for utility, featuring a voluminous fit for winter outdoor activities.",Winter,Travel
b153,"p771,p772,p773,p774,p775","Korean Trendy: Black knit sweater layered over a plaid shirt, paired with distressed wide-leg jeans, accented with a silk scarf for a trendy, street-ready look.",Autumn,Home
b154,"p776,p777,p778,p779,p780,p781,p782","Commuter Casual: Black shirt-style jacket paired with black wide-leg culottes, layered over a plaid shirt with a black bag for added depth, featuring a relaxed fit for daily commuting.",Autumn,School
b155,"p783,p784,p785,p786,p787,p788","Korean Trendy: Light blue patchwork jacket paired with black wide-leg trousers, layered over a dark grey top with a black bag, featuring color-blocking for a cool, street-ready look.",Winter,Travel
b156,"p789,p790,p791,p792,p793,p794","Commuter Casual: Light brown corduroy set including a hooded jacket and wide-leg trousers, layered over a plaid shirt with gloves for warmth, featuring soft tones for daily commuting.",Winter,Home
b157,"p795,p796,p797,p798,p799","Korean Trendy: Black faux fur hooded jacket paired with matching wide-leg trousers, layered over a plaid shirt, featuring an all-black layered look for a cool, street-ready style.",Winter,Travel
b158,"p800,p801,p802,p803,p804","Korean Trendy: Bright blue faux fur sweater layered over a plaid shirt, paired with dark brown wide-leg trousers, accented with a leather crossbody bag, featuring color-blocking for a street-ready look.",Autumn,Social
b159,"p805,p806,p807,p808,p809","Quiet Luxury Old Money: Brown-toned faux fur sweater paired with matching wide-leg trousers, accented with metal charms and a leather crossbody bag, featuring textured fabrics for a sophisticated aesthetic.",Winter,Home
b160,"p810,p811,p812,p813,p814,p815","Quiet Luxury Old Money: Brown-toned faux fur coat paired with black wide-leg trousers, accented with a striped scarf, featuring a classic double-breasted silhouette and textured fabrics for a relaxed, sophisticated aesthetic.",Winter,Social
b161,"p816,p817,p818,p819","Avant-garde deconstructed style: black glossy leather jacket paired with matching cargo wide-leg trousers, metal buckles, ribbons, and irregular cuts enhance the deconstructed design, suitable for trendy street style.",Autumn,School
b162,"p820,p821,p822,p823","Avant-garde deconstructed style: black leather trench coat paired with matching wide-leg trousers, long silhouette combined with a belted waist structure, creating a cool and avant-garde atmosphere.",Winter,Travel
b163,"p824,p825,p826,p827","Avant-garde deconstructed style: black paneled leather jacket paired with matching cargo wide-leg trousers, paneled materials combined with metal hardware details, suitable for trendy street style.",Autumn,Social
b164,"p828,p829,p830,p831","Avant-garde deconstructed style: black and red color-blocked leather jacket paired with matching printed wide-leg trousers, contrasting panels combined with distressed cut-out details, distinctive style for trendy street wear.",Winter,Home
b165,"p832,p833,p834,p835","Avant-garde deconstructed style: black distressed leather jacket paired with matching paneled wide-leg trousers, layered cuts combined with subtle textured patterns, creating a low-key avant-garde look.",Winter,Travel
b166,"p836,p837,p838,p839","Avant-garde deconstructed style: black denim set with a white inner layer, side-button details and print decorations on the trousers enhance the deconstructed design, suitable for trendy street style.",Autumn,Social
b167,"p840,p841,p842,p843","Avant-garde deconstructed style: grey-toned T-shirt paired with black cargo wide-leg trousers, cross-body jacket styling and glove accessories highlight the deconstructed look, personalized style for trendy street wear.",Autumn,School
b168,"p844,p845,p846,p847,p848","Outdoor functional style: khaki distressed jacket paired with black cargo wide-leg trousers, faux fur-trimmed hood and multi-pocket trousers enhance utility, suitable for light winter outdoor scenes.",Winter,Travel
b169,"p849,p850,p851,p852,p853","Avant-garde deconstructed style: black and grey textured suit paired with a white shirt and tie, frayed hem on trousers and corsage decoration highlight deconstructed details, unique style for trendy street wear.",Autumn,Social
b170,"p854,p855,p856,p857","Commuter casual style: navy and grey paneled suit paired with a light grey shirt, paneled materials and loose fit balance comfort and texture, suitable for daily commuting.",Autumn,Home
b171,"p958,p959,p960,p961,p962","Commuter casual style: pink knit jacket layered over a grey sweater and white shirt, paired with dark blue wide-leg jeans, soft tones and loose fit balance comfort and texture, suitable for daily commuting.",Spring,Social
b172,"p863,p864,p865,p866","Commuter casual style: grey and white knit jacket paired with black wide-leg trousers, white belt detail enhances the look, minimalist style suitable for daily commuting.",Autumn,School
b173,"p867,p868,p869,p870","Commuter casual style: grey-toned knit jacket layered over a dark grey shirt, paired with matching wide-leg trousers, muted color palette and textured fabric create a relaxed vibe, suitable for daily commuting.",Autumn,Home
b174,"p871,p872,p873,p874","Commuter casual style: off-white knit jacket layered over a white shirt, paired with dark grey wide-leg trousers, black bag accessory enhances utility, soft style suitable for daily commuting.",Spring,Social
b175,"p875,p876,p877,p878","Avant-garde deconstructed style: black pearl-embellished knit jacket paired with matching wide-leg trousers, pearl elements and cable-knit texture enhance the deconstructed design, personalized style for trendy street wear.",Winter,Home
b176,"p879,p880,p881,p882","Commuter casual style: off-white knit cardigan layered over a matching inner top, paired with off-white cargo wide-leg trousers, unified color palette and loose fit balance comfort and texture, suitable for daily commuting.",Spring,Home
b177,"p883,p884,p885,p886","Avant-garde deconstructed style: red knit cardigan layered over a black turtleneck, paired with navy wide-leg trousers, pearl embellishments and cable-knit texture enhance the deconstructed design, personalized style for trendy street wear.",Autumn,Social
b178,"p887,p888,p889,p890,p891","Avant-garde deconstructed style: grey-toned knit cardigan layered over a striped suit and shirt, paired with matching wide-leg trousers, pearl embellishments and multi-layering highlight deconstructed details, suitable for trendy street style.",Autumn,School
b179,"p892,p893,p894,p895","Commuter casual style: off-white loose-fit knit sweater layered over a black shirt, paired with black wide-leg trousers, minimalist style and soft tones suitable for daily commuting.",Spring,Home
b180,"p896,p897,p898,p899","Commuter casual style: green loose-fit knit sweater layered over a black shirt, paired with black wide-leg trousers, color-blocked design and comfortable fit suitable for daily commuting.",Autumn,Social
b181,"p900,p901,p902,p903","Commuter casual style: green loose-fit knit sweater layered over a white shirt, paired with off-white cargo wide-leg trousers, soft tones and comfortable fit suitable for daily commuting.",Autumn,Home
b182,"p904,p905,p906,p907","Commuter casual style: black loose-fit knit sweater layered over a white shirt, paired with off-white cargo wide-leg trousers, minimalist style and textured fabric meet daily comfort needs.",Autumn,Social
b183,"p908,p909,p910,p911","Avant-garde deconstructed style: pink knit cardigan layered over a light blue shirt, paired with dark blue contrast-stitch wide-leg trousers, cable-knit texture and contrast stitching enhance deconstructed details, suitable for trendy street style.",Spring,Travel
b184,"p912,p913,p914,p915","Commuter casual style: black heathered knit cardigan layered over a white shirt, paired with black wide-leg trousers, muted color palette and loose fit suitable for daily commuting.",Winter,Home
b185,"p916,p917,p918,p919,p920","Avant-garde deconstructed style: black long coat layered over a printed inner top and decorative vest, paired with black wide-leg trousers, multi-layering and print elements highlight the deconstructed look, suitable for trendy street style.",Winter,Social
b186,"p921,p922,p923,p924,p925","Avant-garde deconstructed style: black long coat layered over a white shirt and zippered inner layer, paired with greyish-white wide-leg trousers, baseball cap accessory and layered styling enhance the deconstructed look, suitable for trendy street style.",Winter,Home
b187,"p926,p927,p928,p929","American vintage style: dark grey denim set paired with a light grey inner layer, distressed denim fabric and metal buttons exude a vintage texture, suitable for daily casual scenes.",Autumn,Travel
b188,"p930,p931,p932,p933","Quiet luxury style: black wool coat layered over a grey sweater, paired with matching wide-leg trousers, unified color palette and textured fabric create a relaxed and sophisticated vibe, suitable for daily commuting.",Winter,Social
b189,"p934,p935,p936,p937","Avant-garde deconstructed style: dark green wool coat layered over a black sweater, paired with matching wide-leg trousers, high-neck wrap design enhances deconstructed details, suitable for trendy street style.",Winter,Home
b190,"p938,p939,p940,p941,p942","Commuter casual style: off-white fluffy jacket layered over a sherpa inner top, paired with light blue wide-leg jeans, soft tones and comfortable fit suitable for daily commuting.",Spring,Home
b191,"p943,p944,p945,p946,p947","Avant-garde deconstructed style: dark brown jacket paired with black and grey wide-leg trousers, shoulder strap decoration enhances the deconstructed design, suitable for trendy street style.",Winter,Travel
b192,"p948,p949,p950,p951","Commuter casual style: grey-toned knit cardigan layered over a light blue shirt, paired with black and grey wide-leg trousers, red belt accent enhances the look, suitable for daily commuting.",Autumn,School
b193,"p952,p953,p954,p955","American vintage style: khaki trench coat layered over a brown sweater, paired with distressed wide-leg jeans, vintage fabric and cut-out details exude an American casual texture, suitable for daily casual scenes.",Autumn,Travel
b194,"p956,p957,p958,p959","Avant-garde deconstructed style: grey-toned suit set layered over a hooded knit inner top, the combination of hoodie and suit enhances the deconstructed look, suitable for trendy street style.",Winter,Home
b195,"p960,p961,p962,p963","Commuter casual style: black cargo jacket paired with matching wide-leg trousers, minimalist silhouette and unified color palette suitable for daily commuting.",Winter,Travel
b196,"p964,p965,p966,p967,p968","Commuter casual style: black cargo jacket layered over a grey knit and red-trimmed inner top, paired with dark black wide-leg jeans, layered styling enhances the look, suitable for daily commuting.",Winter,Home
b197,"p969,p970,p971,p972","American vintage style: blue and white plaid shirt layered over a light grey inner layer, paired with distressed wide-leg jeans, vintage plaid and cut-out details exude an American casual texture, suitable for daily casual scenes.",Spring,Travel
b198,"p973,p974,p975,p976,p977","Commuter casual style: black and white plaid shirt layered over a light grey inner layer, paired with black wide-leg trousers, scarf accessory enhances the look, suitable for daily commuting.",Autumn,School
b199,"p978,p979,p980,p981","Quiet luxury style: brown-toned plush cardigan layered over a matching inner top, paired with grey-toned wide-leg trousers, leather belt accent creates a relaxed and sophisticated vibe, suitable for daily commuting.",Autumn,Home
b200,"p982,p983,p984,p985","Commuter casual style: grey-toned plush cardigan layered over a blue and white plaid shirt, paired with light blue wide-leg jeans, soft material and loose fit suitable for daily commuting.",Spring,Social
b201,"p986,p987,p988,p989","Smart Casual: Grey suit layered over a light blue top, featuring a relaxed fit and monochromatic palette for comfort and texture, suitable for daily commuting.",Autumn,Home
b202,"p990,p991,p992,p993","Smart Casual: Light brown half-zip top layered over a tonal base, paired with dark black wide-leg jeans, featuring a soft color palette suitable for daily commuting.",Autumn,School
b203,"p994,p995,p996,p997,p998","Avant-Garde Deconstructed: Dark grey short-sleeve top layered over a striped base, paired with black wide-leg trousers, featuring a drawstring collar to emphasize deconstructed details, suitable for trendy street style.",Winter,Travel
b204,"p999,p1000,p1001,p1002,p1003","Quiet Luxury: Brown suit set layered over a printed top, featuring premium fabric for a relaxed, sophisticated aesthetic, suitable for daily commuting.",Autumn,Social
b205,"p1004,p1005,p1006,p1007,p1008","Quiet Luxury: Brown suit set layered over a printed top with scarf accessory, featuring multi-layered styling to enhance detail, creating a relaxed, sophisticated aesthetic for daily commuting.",Autumn,Home
b206,"p1009,p1010,p1011,p1012","Avant-Garde Deconstructed: Burgundy jacket paired with dark black wide-leg jeans, featuring belt accents to emphasize deconstructed design, suitable for trendy street style.",Winter,Travel
b207,"p1013,p1014,p1015,p1016","Smart Casual: Light grey long coat layered over a black base, featuring a relaxed fit and soft color palette, suitable for daily commuting.",Winter,Home
b208,"p1017,p1018,p1019,p1020","Smart Casual: Black long coat layered over a black base, featuring a monochromatic palette and comfortable fit, suitable for daily commuting.",Winter,Social
b209,"p1021,p1022,p1023,p1024","Avant-Garde Deconstructed: Burgundy corduroy jacket paired with dark black wide-leg jeans, featuring metal zipper details to emphasize the deconstructed look, suitable for trendy street style.",Winter,Home
b210,"p1025,p1026,p1027,p1028","Smart Casual: Brown jacket layered over a hooded top, paired with light beige wide-leg trousers, featuring a soft color palette and relaxed fit, suitable for daily commuting.",Spring,Social
b211,"p1029,p1030,p1031,p1032","Smart Casual: Grey plush cardigan layered over a black base, paired with black wide-leg trousers, featuring soft textures and a relaxed fit, suitable for daily commuting.",Autumn,Home
b212,"p1033,p1034,p1035,p1036","Avant-Garde Deconstructed: Black hooded coat paired with dark green wide-leg jeans, featuring side metal buckle details to emphasize deconstructed design, suitable for trendy street style.",Winter,Travel
b213,"p1037,p1038,p1039,p1040","Quiet Luxury: Dark grey wool coat layered over a black base, paired with light beige wide-leg trousers, featuring premium fabric for a relaxed, sophisticated aesthetic, suitable for daily commuting.",Winter,Social
b214,"p1041,p1042,p1043,p1044","Quiet Luxury: Dark grey wool coat layered over a black base, paired with black wide-leg trousers, featuring a monochromatic palette and premium fabric for a composed, sophisticated aesthetic, suitable for daily commuting.",Winter,Home
b215,"p1045,p1046,p1047,p1048","Avant-Garde Deconstructed: Grey diamond-pattern knit jacket layered over a black base, paired with black wide-leg trousers, featuring line accents to emphasize deconstructed details, suitable for trendy street style.",Autumn,School
b216,"p1049,p1050,p1051,p1052","Avant-Garde Deconstructed: Teal diamond-pattern knit jacket layered over a black base, paired with black wide-leg trousers, featuring red line accents to emphasize deconstructed details, suitable for trendy street style.",Spring,Social
b217,"p1053,p1054,p1055,p1056","Quiet Luxury: Brown suit set layered over a light blue shirt, featuring leather collar accents for added texture, suitable for daily commuting.",Autumn,Travel
b218,"p1057,p1058,p1059,p1060","Quiet Luxury: Navy coat layered over a black base, paired with black wide-leg trousers, featuring leather collar accents for a composed, sophisticated aesthetic, suitable for daily commuting.",Winter,Home
b219,"p1061,p1062,p1063,p1064","Avant-Garde Deconstructed: Burgundy suit set layered over a hooded top, featuring side paneling to emphasize deconstructed design, suitable for trendy street style.",Winter,Travel
b220,"p1065,p1066,p1067,p1068","Avant-Garde Deconstructed: Black jacket layered over a light grey base, paired with black wide-leg trousers, featuring leather collar and paneling to emphasize deconstructed details, suitable for trendy street style.",Autumn,School
b221,"p1069,p1070,p1071,p1072","Avant-Garde Deconstructed: Black paneled jacket layered over a red-trimmed base, paired with black wide-leg trousers, featuring material contrast to emphasize deconstructed details, suitable for trendy street style.",Autumn,Home
b222,"p1073,p1074,p1075,p1076","Smart Casual: Brown hooded jacket layered over a black base, paired with light beige wide-leg trousers, featuring a soft color palette and relaxed fit, suitable for daily commuting.",Autumn,Travel
b223,"p1077,p1078,p1079,p1080","Quiet Luxury: Grey blazer layered over a black shirt, paired with dark brown wide-leg trousers, featuring contrast collar accents for added texture, suitable for daily commuting.",Autumn,Social
b224,"p1081,p1082,p1083,p1084","Avant-Garde Deconstructed: Light brown half-placket top layered over a white base, paired with black wide-leg jeans, featuring metal buckle accents to emphasize deconstructed design, suitable for trendy street style.",Spring,Home
b225,"p1085,p1086,p1087,p1088","Avant-Garde Deconstructed: Navy coat layered over a hooded top, paired with black wide-leg trousers, featuring paneling details to emphasize the deconstructed look, suitable for trendy street style.",Winter,Travel
b226,"p1089,p1090,p1091,p1092","Avant-Garde Deconstructed: Brown paneled jacket layered over a tonal base, paired with dark brown wide-leg trousers, featuring metal buckle accents to emphasize deconstructed details, suitable for trendy street style.",Autumn,Home
b227,"p1093,p1094,p1095,p1096","Smart Casual: Brown jacket layered over a white base, paired with black wide-leg jeans, featuring a soft color palette and relaxed fit, suitable for daily commuting.",Spring,Travel
b228,"p1097,p1098,p1099,p1100","Avant-Garde Deconstructed: Dark grey long coat layered over a black base, paired with navy wide-leg trousers, featuring contrast paneling to emphasize the deconstructed look, suitable for trendy street style.",Winter,Home
b229,"p1101,p1102,p1103,p1104","Avant-Garde Deconstructed: Black coat layered over a hooded top, paired with black wide-leg trousers, featuring metal hardware and diagonal zipper design to emphasize deconstructed details, suitable for trendy street style.",Winter,Travel
b230,"p1105,p1106,p1107,p1108","Quiet Luxury: Brown blazer layered over a black base, paired with black wide-leg trousers, featuring premium fabric for a composed, sophisticated aesthetic, suitable for daily commuting.",Autumn,Social
b231,"p1109,p1110,p1111,p1112","Avant-Garde Deconstructed: Black paneled jacket layered over a black base, paired with light grey wide-leg trousers, featuring side zipper accents to emphasize deconstructed details, suitable for trendy street style.",Winter,Home
b232,"p1113,p1114,p1115,p1116","Smart Casual: Grey jacket layered over a black base, paired with black wide-leg trousers, featuring a minimalist silhouette and monochromatic palette, suitable for daily commuting.",Autumn,School
b233,"p1117,p1118,p1119,p1120","Avant-Garde Deconstructed: Brown jacket layered over a hooded top, paired with black wide-leg jeans, featuring paneling design to emphasize the deconstructed look, suitable for trendy street style.",Autumn,Travel
b234,"p1121,p1122,p1123,p1124","Avant-Garde Deconstructed: Black blazer layered over a hooded top, paired with black wide-leg trousers, featuring leather accents to emphasize deconstructed details, suitable for trendy street style.",Autumn,Home
b235,"p1125,p1126,p1127,p1128","Quiet Luxury: Light brown paneled suit set layered over a tonal base, featuring premium fabric and contrast design for a relaxed, sophisticated aesthetic, suitable for daily commuting.",Spring,Social
b236,"p1129,p1130,p1131,p1132","Smart Casual: Dark grey long trench coat layered over a black base, paired with dark brown wide-leg trousers, featuring a minimalist silhouette and composed color palette, suitable for daily commuting.",Winter,Travel
b237,"p1133,p1134,p1135,p1136","Avant-Garde Deconstructed: Dark brown blazer layered over a burgundy shirt, paired with black wide-leg trousers, featuring layered design and side slits to emphasize the deconstructed look, suitable for trendy street style.",Winter,Home
b238,"p1137,p1138,p1139,p1140","Avant-Garde Deconstructed: Dark brown paneled jacket layered over a grey base, paired with black wide-leg trousers, featuring material contrast and metal hardware to emphasize deconstructed details, suitable for trendy street style.",Winter,Social
b239,"p1141,p1142,p1143,p1144","Quiet Luxury: Light brown blazer layered over a tonal base, paired with black wide-leg trousers, featuring premium fabric and contrast collar for a relaxed, sophisticated aesthetic, suitable for daily commuting.",Winter,Home
b240,"p1145,p1146,p1147,p1148","Avant-Garde Deconstructed: Black suit set layered over a hooded top, featuring diamond textures and contrast accents to emphasize deconstructed design, suitable for trendy street style.",Winter,Travel
b241,"p1149,p1150,p1151,p1152","Commuter Casual: Plaid patchwork jacket layered over a black top, paired with dark brown wide-leg trousers; soft plaid and minimalist silhouette suitable for daily commuting.",Spring,Home
b242,"p1153,p1154,p1155,p1156","Avant-Garde Deconstruction: Distressed denim set layered over a white top, irregular patchwork and metal hardware enhance the deconstructed design, suitable for trendy street style.",Spring,Travel
b243,"p1157,p1158,p1159,p1160","Avant-Garde Deconstruction: Black faux-fur collar jacket layered over a graphic top, paired with black wide-leg trousers, color-blocking and metal hardware enhance the deconstructed look, suitable for trendy street style.",Winter,Sports
b244,"p1161,p1162,p1163,p1164","Avant-Garde Deconstruction: Grey faux-fur collar jacket layered over a graphic top, paired with distressed wide-leg denim jeans, distressed details enhance the deconstructed look, suitable for trendy street style.",Winter,Travel
b245,"p1165,p1166,p1167,p1168","Commuter Casual: Black faux-fur collar jacket layered over a black top, paired with light white wide-leg cargo trousers, soft color palette and relaxed fit suitable for daily commuting.",Winter,Home
b246,"p1169,p1170,p1171,p1172","Avant-Garde Deconstruction: Navy jacket layered over a graphic top, paired with brown wide-leg cargo trousers, glove accessories enhance the deconstructed details, suitable for trendy street style.",Winter,Travel
b247,"p1173,p1174,p1175,p1176","Avant-Garde Deconstruction: Brown jacket layered over a burgundy shirt, paired with distressed wide-leg denim jeans, leather waist bag accessory enhances the deconstructed look, suitable for trendy street style.",Autumn,Home
b248,"p1177,p1178,p1179,p1180","Avant-Garde Deconstruction: Black jacket layered over a graphic top, paired with cow-print wide-leg trousers, faux-fur shoe accessories enhance the deconstructed details, suitable for trendy street style.",Winter,Home
b249,"p1181,p1182,p1183,p1184","Avant-Garde Deconstruction: Black jacket with faux-fur collar, paired with grey wide-leg trousers, headscarf accessory enhances the deconstructed look, suitable for trendy street style.",Winter,Travel
b250,"p1185,p1186,p1187,p1188","Avant-Garde Deconstruction: White jacket with faux-fur collar, paired with distressed wide-leg denim jeans, distressed details enhance the deconstructed look, suitable for trendy street style.",Winter,Home
b251,"p1189,p1190,p1191,p1192","Japanese Cityboy: Black puffer jacket layered over a turtleneck, paired with grey wide-leg casual trousers, relaxed and comfortable, suitable for daily urban leisure.",Winter,Travel
b252,"p1193,p1194,p1195,p1196","Japanese Cityboy: Light grey puffer jacket paired with black wide-leg casual trousers, minimalist and effortless, fits the Cityboy relaxed aesthetic.",Winter,Home
b253,"p1197,p1198,p1199,p1200","Japanese Cityboy: Grey puffer vest layered over a grey sweatshirt, paired with matching wide-leg trousers, minimalist layering, suitable for daily urban wear.",Winter,Travel
b254,"p1201,p1202,p1203,p1204,p1205","Commuter Casual: Light khaki zip-up jacket layered over a black turtleneck, paired with black wide-leg trousers, sharp and appropriate, suitable for daily commuting.",Winter,Home
b255,"p1206,p1207,p1208,p1209","Korean Light Streetwear: Black leather hooded jacket layered over a grey sweatshirt, paired with grey wide-leg casual trousers, cool and minimalist, fits the Korean light streetwear style.",Winter,Travel
b256,"p1210,p1211,p1212,p1213","Outdoor Functional: Off-white faux-fur collar puffer jacket paired with grey wide-leg casual trousers, warm and practical, suitable for outdoor leisure.",Winter,Home
b257,"p1214,p1215,p1216,p1217","American Vintage: Brown suede collared jacket paired with dark blue wide-leg denim jeans, vintage texture, fits the American vintage style.",Autumn,Social
b258,"p1218,p1219,p1220,p1221","Quiet Luxury: Dark brown oversized blazer layered over a black turtleneck, paired with matching wide-leg trousers, understated and refined, suitable for light business occasions.",Winter,Home
b259,"p1222,p1223,p1224,p1225","Japanese Cityboy: Light grey faux-fur collared jacket paired with black wide-leg casual trousers, relaxed and comfortable, fits the Cityboy daily style.",Autumn,School
b260,"p1226,p1227,p1228","Intellectual: Dark brown knit cardigan layered over a turtleneck, paired with grey wide-leg casual trousers, artistic and minimalist, suitable for daily leisure.",Autumn,Home
b261,"p1229,p1230,p1231,p1232,p1233","Japanese Cityboy: Brown corduroy jacket layered over a white T-shirt, paired with white wide-leg trousers, relaxed and minimalist, suitable for daily urban leisure.",Spring,Travel
b262,"p1234,p1235,p1236,p1237,p1238","Korean Light Streetwear: Grey cardigan layered over a blue shirt, paired with black wide-leg trousers, fresh layering, fits the Korean light streetwear daily style.",Autumn,Home
b263,"p1239,p1240,p1241,p1242","Outdoor Functional: Brown fleece-lined jacket paired with matching cargo trousers, practical and warm, suitable for outdoor leisure.",Winter,Travel
b264,"p1243,p1244,p1245,p1246,p1247","Intellectual: Argyle knit cardigan layered over a plaid shirt, paired with black denim jeans, artistic and vintage, suitable for daily leisure.",Autumn,School
b265,"p1248,p1249,p1250","American Vintage: Black and white varsity jacket paired with matching wide-leg trousers, classic and sharp, fits the American vintage style.",Autumn,Social
b266,"p1251,p1252,p1253,p1254","Quiet Luxury: Navy faux-fur collar jacket paired with gradient wide-leg denim jeans, refined texture, suitable for light leisure occasions.",Winter,Home
b267,"p1255,p1256,p1257,p1258","Korean Light Streetwear: Black faux-fur collar hooded jacket paired with black wide-leg denim jeans, cool and minimalist, fits the Korean light streetwear style.",Winter,Travel
b268,"p1259,p1260,p1261,p1262,p1263","Commuter Casual: Black fleece-lined jacket layered over a white knit top, paired with grey wide-leg trousers, appropriate and comfortable, suitable for daily commuting.",Winter,Home
b269,"p1264,p1265,p1266","Avant-Garde Deconstruction: Black slim-fit zip-up knit top paired with gradient wide-leg denim jeans, sharp lines, fits the avant-garde fashion style.",Autumn,School
b270,"p1267,p1268,p1269","Japanese Cityboy: Light grey stand-collar jacket paired with black wide-leg trousers, minimalist and relaxed, suitable for daily urban wear.",Winter,Social
b271,"p1270,p1271,p1272,p1273","Quiet Luxury: Grey double-breasted suit set, oversized fit, minimalist and refined, suitable for light business or daily refined leisure.",Winter,Home
b272,"p1274,p1275,p1276,p1277","Avant-Garde Deconstruction: Brown jacket layered over a white shirt and black tie, paired with black wide-leg trousers, eclectic and personalized, fits the avant-garde fashion positioning.",Autumn,Social
b273,"p1278,p1279,p1280","Intellectual: Light grey V-neck knit top paired with brownish-grey wide-leg trousers, artistic and soft, suitable for daily leisure or light commuting.",Autumn,Home
b274,"p1281,p1282,p1283","Korean Light Streetwear: Blue striped shirt with matching tie, paired with black wide-leg trousers, relaxed yet refined, fits the Korean daily streetwear vibe.",Spring,Social
b275,"p1284,p1285,p1286,p1287","Avant-Garde Deconstruction: Off-white textured jacket layered over a black shirt, paired with black wide-leg trousers, strong design aesthetic, suitable for trendy outfits.",Spring,Travel
b276,"p1288,p1289,p1290,p1291","Japanese Cityboy: Black stand-collar knit top paired with light blue wide-leg denim jeans, relaxed and comfortable, suitable for daily urban leisure.",Autumn,School
b277,"p1292,p1293,p1294,p1295","American Vintage: Red metal-button knit jacket paired with black wide-leg trousers, distinct vintage texture, fits the American vintage style.",Autumn,Social
b278,"p1296,p1297,p1298,p1299","Commuter Casual: Brownish-grey corduroy jacket layered over a turtleneck, paired with black wide-leg trousers, warm and appropriate, suitable for daily commuting.",Winter,Home
b279,"p1300,p1301,p1302,p1303","Japanese Cityboy: Light brown matching set, oversized fit, relaxed and effortless, suitable for daily urban leisure.",Spring,Home
b280,"p1304,p1305,p1306","American Vintage: Black textured hooded sweatshirt paired with brownish-grey corduroy trousers, vintage casual, fits the American daily style.",Autumn,Travel
b281,"p1307,p1308,p1309,p1310","American vintage style: navy jacket layered over off-white knit sweater, paired with black wide-leg trousers, vintage and sharp, suitable for daily casual occasions.",Spring,School
b282,"p1311,p1312,p1313,p1314","Outdoor functional style: brown faux-fur collar down jacket layered over off-white sweater, paired with light brown wide-leg trousers, warm and practical, suitable for outdoor leisure.",Winter,Travel
b283,"p1315,p1316,p1317,p1318","Japanese Cityboy style: light gray puffer jacket layered over plaid shirt, paired with tonal wide-leg trousers, relaxed and comfortable, suitable for urban daily wear.",Winter,Home
b284,"p1319,p1320,p1321,p1322","Intellectual style: light gray knit cardigan layered over white T-shirt, paired with white wide-leg trousers, artistic and minimalist, suitable for daily casual or smart casual.",Autumn,Home
b285,"p1323,p1324,p1325,p1326,p1327","Commuter casual style: light gray down jacket layered over gray knit cardigan, paired with black wide-leg trousers, layered and appropriate, suitable for daily commuting.",Winter,Travel
b286,"p1328,p1329,p1330,p1331","Korean trendy style: black fleece-lined denim jacket layered over white T-shirt, paired with white wide-leg trousers, minimalist and cool, suitable for Korean trendy daily style.",Autumn,Home
b287,"p1332,p1333,p1334,p1335","Quiet luxury style: light gray plush jacket layered over tonal turtleneck, paired with white wide-leg trousers, refined texture, suitable for smart business occasions.",Winter,Home
b288,"p1336,p1337,p1338,p1339","Japanese Cityboy style: black and gray striped knit cardigan layered over white T-shirt, paired with black wide-leg trousers, relaxed and casual, suitable for urban daily wear.",Winter,Travel
b289,"p1340,p1341,p1342,p1343","Korean trendy style: black line-accented hooded set, minimalist and sharp, suitable for Korean trendy daily style.",Autumn,Social
b290,"p1344,p1345,p1346,p1347","Avant-garde deconstructed style: brown hooded set layered over white shirt and tie, paired with matching luggage, eclectic and personalized, suitable for trendy scenes.",Winter,Travel
b291,"p1348,p1349,p1350,p1351,p1352","Quiet luxury style: off-white oversized jacket layered over white T-shirt, paired with brown wide-leg trousers, minimalist and refined, suitable for daily sophisticated casual.",Spring,Social
b292,"p1353,p1354,p1355,p1356","Avant-garde deconstructed style: gray metallic-buckle jacket layered over white shirt and black tie, paired with black wide-leg trousers, eclectic and personalized, suitable for avant-garde fashion.",Autumn,Home
b293,"p1357,p1358,p1359,p1360,p1361","American vintage style: burgundy jacket layered over plaid shirt, paired with brown wide-leg trousers, distinct vintage texture, suitable for daily casual occasions.",Autumn,Travel
