itemID,title,gender,style,outline,materials,color,pattern,detail,donning/doffing,URL link
p538,白色宽松阔腿裤,女款,通勤慵懒风白色阔腿长裤,宽松阔腿版型,棉质面料,白色,宽松长裤,无额外装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?ft=t&id=844142767103&pisk=gZQscf25WAD6bHPTHAPEdQVfs1Yj1WzzljOAZs3ZMFLTlIBPdn34jF-Xl9pF7d5wWrOAU9tA3K5ZsMXPwV7ajEuXSEYYU8zzzffMoEEMrlVjsed2GCUqkEdpSIki2DoLz1fMnfMYaMUzliODQopAHhppJQpKkfKAHeHpNp39MVdxpWODpEd9DEhKpCAj6IpAHXdpZIgvMVdxpedDiEpAHVnLOIvp6ELAH6FBiAToNIZ6I1Ny417Cl-X16pgxkNUDfLGwpBAFR5x9F1Q_JyFD1h9R6pwTAy1wvsxfoj0Xm1IlnQBtB8-GMM6B1EaEXUCCDTOhWzk6tG5dnpCSG4f95w_CDHNTW6T6C3Oe2bip5iBGlhjsi7fpW9jkEhE3KB_Nzn9kAveOT699Vi6aKqpNV6BB4wkEzEXhDtdfpAszx4J5MiojO30XOLPQOmmm4zCbMaoQhTx9tCtUOWMOmhdHOLPQOmmDXBA6aWNIBif..&sku_properties=1627207%3A28320&spm=pc_detail.30350276.202205.20.1f5b70cfQUjKmo
p539,黑色单肩包,女款,轻奢简约风黑色皮质手提包,单肩包版型,仿皮面料,黑色,单肩带设计,单肩肩带设计,单肩挎戴，通过开合扣使用,https://detail.tmall.com/item.htm?abbucket=8&id=820701051073&mi_id=0000ODQszLrAadDgz685Eh3EnDZpwc_gfdMf7nQwH3jyFj4&ns=1&priceTId=213e01c217690865030721820e117d&skuId=5946006808321&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a1d8135c72db217329b26a1e21b8ea40%22%7D&xxc=taobaoSearch
p540,棕色乐福鞋,女款,复古休闲风棕色休闲鞋,乐福鞋经典版型,仿皮面料,棕色,低帮无带设计,套脚设计,直接穿脱（套脚款式）,https://detail.tmall.com/item.htm?abbucket=8&id=747347029715&mi_id=0000Te-g9tzSNv0eoPr7b54vqIj2-P7F0ZGi9VI30fGm5VA&ns=1&priceTId=2147807017689973982338589e1264&skuId=5155848649182&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22b32d1b05831d716a9a44fecca11983d7%22%7D&xxc=taobaoSearch
p541,棕色连帽外套,女款,复古优雅风棕色长款外套,短款修身版型,棉质混纺面料,棕色,连帽短款,拉链开合设计,通过拉链穿脱,https://item.taobao.com/item.htm?id=990965752740&mi_id=00007uyqfYybpEzR7MSzObBZFBxsAZx1ViJhBLAqU7C8Eaw&spm=a21xtw.29178619.0.0&xxc=shop&sku_properties=1627207%3A4168285
p542,米色针织开衫,女款,温柔简约风米色针织毛衣,修身长袖版型,针织面料,米色,长袖基础版型,纽扣设计,开衫式穿脱，通过纽扣调节松紧,https://item.taobao.com/item.htm?from=cart&id=981683132505&mi_id=0000QYdXQd3Ga37Y8cjJIgT6R5Tv7utRZUpj6GH9mYQe9M0&skuId=5937777204083&spm=a1z0d.6639537%2F202410.item.d981683132505.12027484FMF47U&upStreamPrice=3990
p543,黑条纹长裤,女款,通勤简约风黑色阔腿长裤,宽松阔腿版型,聚酯纤维,黑条纹,条纹,无额外装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?ft=t&id=984720354778&pisk=g0trx9Gd90nPYvcMQdjE0PdIuSsRPMlsTH1CKpvhF_fkP6ZeYsJie_gKyB82tIQ5ZU1QYH52Zk_WYpEFKpAKe6M-lLpRvMcs1Ho6eLBdwh2H4k4DnKB_q70frYzgCYls1ciEr-jEaf9WdMxHm9CcEubuqxrcp9IhEkXn3sXFByVktMDq3O6QqTjhEiqcps2ut6qloKXhQkVuqkD2nsBa-MjHtiDVpsfhxMDt4Lv30O_oHjteTOanaa1MEsr3bRBPrkpzRkrE-TblsZbaxZtVUa5MEhyNQi6Dcn71lJGcmdLXZtSZczjM3eAwSB3_kgJHrBQ2wjUVGEYXK6b0Ckp2gpjDqFy3xKSPZBtFr7lVs3pDXibjjAJDDQ9J0pwnxtO1iLKlYcDO4gfl0tKIMufeoex5yMFo1apHuIWPjgk89t2hjHLzty7lHt5s3x5FoFczfxyp6yUdoGBV1Y67JyQlHt5s3xzLJZfA31M5F&spm=pc_detail.30350276.202205.1.22f15d52VKVUag
p544,黑色单肩包,女款,轻奢简约风黑色皮质手提包,单肩包版型,仿皮面料,黑色,手提,单肩肩带设计,单肩挎戴，通过开合扣使用,https://detail.tmall.com/item.htm?abbucket=8&id=820701051073&mi_id=0000ODQszLrAadDgz685Eh3EnDZpwc_gfdMf7nQwH3jyFj4&ns=1&priceTId=213e01c217690865030721820e117d&skuId=5946006808321&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a1d8135c72db217329b26a1e21b8ea40%22%7D&xxc=taobaoSearch
p545,棕色毛绒鞋,女款,复古休闲风棕色休闲鞋,乐福鞋经典版型,毛绒面料,棕色,低帮无带设计,套脚设计,直接穿脱（套脚款式）,https://item.taobao.com/item.htm?abbucket=8&id=843714979899&mi_id=0000KNmb2yUzkjrSSdU_ApL1qowmlW4JZl1K3hewqZOxhQI&ns=1&priceTId=214781dc17690899150205453e1d74&skuId=5790015643621&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22eb8b905277119566269a225c5793b133%22%7D&xxc=taobaoSearch
p546,灰色毛领短款外套,女款,通勤简约风黑色短款外套,短款修身版型,毛呢+仿毛领面料,灰色,翻领，毛领装饰,腰带收腰设计,通过拉链穿脱,https://item.taobao.com/item.htm?id=991062665936&mi_id=0000sslb5izA9pwqgPfpj5xDuKdWbZQ8hFRVZtpSlBAqXOM&spm=a21xtw.29178619.0.0&xxc=shop
p547,黑色短裙,女款,通勤简约风黑色短款热裤,高腰短裙版型,聚酯纤维,黑色,短款版型,无额外装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?id=991062665936&mi_id=0000sslb5izA9pwqgPfpj5xDuKdWbZQ8hFRVZtpSlBAqXOM&spm=a21xtw.29178619.0.0&xxc=shop
p548,灰色紧身裤,女款,通勤简约风黑色紧身长裤,紧身版型,棉质混纺面料,灰色,紧身长裤,无额外装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?abbucket=8&id=841857002371&mi_id=000034S8WQPFxPn4wLjRxWdRAgBOdlqdwZqzAFi01m1qLtw&ns=1&priceTId=214781dc17690900487568776e1d74&skuId=5780280482012&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%226ea2b7dc1f5ddd8c5a3aa51c118cddc6%22%7D&xxc=taobaoSearch
p549,棕黑拼色单肩包,女款,轻奢复古风棕黄拼色手提包,单肩包版型,仿皮面料,棕黑,单肩带,单肩肩带设计,单肩挎戴，通过开合扣使用,https://detail.tmall.com/item.htm?abbucket=8&id=964523404818&mi_id=0000NWLGbaU8nrOgY2P5Re_3-4Go0wt3ixfhIE4CGwN0fXw&ns=1&priceTId=213e01c217690856102224198e117d&skuId=6067875291849&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2224587e5351b7c079c268a33be3788cc1%22%7D&xxc=taobaoSearch
p550,灰色短靴,女款,复古休闲风棕色长靴,短靴版型,仿皮面料,灰色,短靴鞋型,拉链设计,通过靴筒侧边拉链穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=988518216734&mi_id=0000RPH6x0klVlwArwmlfRIsGnCWC_PpfLXSnOuEYLTw8lw&ns=1&priceTId=214781dc17690900937944688e1d74&skuId=6118062071339&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%227a2028a439989f22c57715f7d1002097%22%7D&xxc=taobaoSearch
p551,灰色短款西装外套,女款,通勤简约风灰色短款外套,短款修身版型,聚酯纤维,灰色,翻领短款,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,https://item.taobao.com/item.htm?id=864519981724&mi_id=0000qiFkHb_HvHZZzxJDb0gQjEAgQTIstqB1rEUDwfm1Qcw&spm=a21xtw.29178619.0.0&xxc=shop
p552,白色领结衬衫,女款,简约基础风白色针织开衫,修身长袖版型,棉质面料,白色,翻领长袖,领结装饰,衬衫式穿脱，通过纽扣开合,https://item.taobao.com/item.htm?id=864519981724&mi_id=0000qiFkHb_HvHZZzxJDb0gQjEAgQTIstqB1rEUDwfm1Qcw&spm=a21xtw.29178619.0.0&xxc=shop
p553,灰色百褶半身裙,女款,通勤简约风黑色长款半身裙,高腰百褶裙版型,聚酯纤维,灰色,长款百褶,百褶装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?id=864519981724&mi_id=0000qiFkHb_HvHZZzxJDb0gQjEAgQTIstqB1rEUDwfm1Qcw&spm=a21xtw.29178619.0.0&xxc=shop
p554,棕色单肩包,女款,轻奢复古风棕色皮质手提包,单肩包版型,仿皮面料,棕色,手提,单肩肩带设计,单肩挎戴，通过开合扣使用,https://detail.tmall.com/item.htm?abbucket=8&id=820701051073&mi_id=0000ODQszLrAadDgz685Eh3EnDZpwc_gfdMf7nQwH3jyFj4&ns=1&priceTId=213e01c217690865030721820e117d&skuId=5946006808321&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a1d8135c72db217329b26a1e21b8ea40%22%7D&xxc=taobaoSearch
p555,棕色乐福鞋,女款,复古休闲风棕色休闲鞋,乐福鞋经典版型,仿皮面料,棕色,低帮无带设计,套脚设计,直接穿脱（套脚款式）,https://detail.tmall.com/item.htm?abbucket=8&id=954752090760&mi_id=00000cHlc8EXyORbi7IJHHwupWkRAU8s7e_8V8P5Pgff-mk&ns=1&priceTId=2147bfdd17689990286607001e191a&skuId=6045390383081&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22ce56faf5b46b6e9e48866bb941c9ff9b%22%7D&xxc=taobaoSearch
p556,棕色长款毛呢外套,女款,复古优雅风棕色长款外套,宽松长款版型,毛呢面料,棕色,翻领长款,腰带收腰设计,直接穿脱，通过纽扣系合,https://item.taobao.com/item.htm?id=978266510890&mi_id=0000a8_BWoL30cBwzpQc20AYz-qGmtBmgsHY-ITOKDwGgEI&spm=a21xtw.29178619.0.0&xxc=shop&sku_properties=1627207%3A4168285
p557,白色V领毛衣,女款,简约基础风白色针织毛衣,修身长袖版型,针织面料,白色,长袖基础版型,V领设计,套头穿脱,https://item.taobao.com/item.htm?ft=t&id=977445739791&pisk=gdUrYP6KpaQrco6g_50FuhnSv5u-42W1LyMItWVnNYDuVvTU8xPGwYsd2Jr4K-nSEuMB8yk4Eei78WLEtW2dwv1Rc7F-J2X1Cy7_w7KImmz3zeDmnSh9-3jjq_-M1_W1CN_FqI0FUON7O0YQmXHmZUmkrs8m6f3nZeYlgxcE6HvuK2fVgXlIZpYntEvmwX3HZUYoijcs6UAkr30cgXHDxp2n-sumHX0nKJ0nBkFutElsqsBbmMGChwnoI7D2-FRta0X8aHTBRFlo2Am0UembuborI74w_fujiraqfmOCnqVTc8cq7ZtoSSr3Ql2dfn3ztu2K08Bv0xZ0cWDnmCTLg-PnozqwteVqzY2Q80vP3A48iP3mcNfaire7wrPBtwcbCxV8r27G64uoEqlYRtLoLoq3P03pEOi8toyqaVjyyphDtV4L4pxEqjhqCs5qLmqGUF129RKpvm0tgA1SNHKKqjhqCs52vHnmHjk1Nb1..&spm=pc_detail.30350276.202205.1.2c1320a3LBbSR0
p558,棕色宽松阔腿裤,女款,通勤慵懒风棕色阔腿长裤,宽松阔腿版型,棉质面料,棕色,宽松长裤,无额外装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?ft=t&id=976451059596&pisk=gYHxYYvpkUYmWYvWJtAkS6mtnLtlMQmq2qoCIP4c143-oDG0icagBV3tWrV6u-DtyqmIiSmsIlMT3YccIrY4Bcg3BeYHKpmq0-y6-eVlhX1_dk7bcNffNzwgX8fQq_iq0Rz1qNOnNmJtylHy1Rg_FzZgYR61G5t8FkZ3CtN1h__7zlw_C5N_NaZLfOZbcttJFkZhCsNbCT97xoC_CRg_VTazfRZj5Rt-VzrsZLTTPiaGBjAq3fRyMRX1CYEYNQmbPKiEFoUQJmMAcisaDSUIczLXwLn0NcPtQGWT_mGE7kgfleVqfb38DRplGJi-12ErhpbY4jmS7zidX9obHYH-17KXh0eYkWEuOMC7HfgqBSlAbHo7h4lU8SOyzuHmK5UUwaTjq0Ub9f3DzOam90g8tYblKRur1VZtPZIrUvDLrMQ3JlfX23CN_SZPbQIt8_iStEr8-npO_1Py4uUH23CN_SZz2yxvk15aa35..&spm=pc_detail.30350276.202205.2.594c20a3YRBqi9&sku_properties=1627207%3A12402069
p559,格纹围巾,女款,复古保暖风格纹围巾,长款围巾版型,棉质混纺面料,格纹,围裹式设计,无额外装饰,直接佩戴,https://item.taobao.com/item.htm?abbucket=8&id=842090308112&mi_id=0000MMxVIjT-XpTXPzqT9-ewi3r79jZxrgfQS_J98aC1FiI&ns=1&priceTId=214781dc17690901600392369e1d74&skuId=5779438938423&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%220f186341e28628e8d070deb22b67eac7%22%7D&xxc=taobaoSearch
p560,棕色乐福鞋,女款,复古休闲风棕色休闲鞋,乐福鞋经典版型,仿皮面料,棕色,低帮无带设计,套脚设计,直接穿脱（套脚款式）,https://detail.tmall.com/item.htm?abbucket=8&id=747347029715&mi_id=0000Te-g9tzSNv0eoPr7b54vqIj2-P7F0ZGi9VI30fGm5VA&ns=1&priceTId=2147807017689973982338589e1264&skuId=5155848649182&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22b32d1b05831d716a9a44fecca11983d7%22%7D&xxc=taobaoSearch
p561,黑色短款西装外套,女款,通勤简约风黑色短款外套,短款修身版型,聚酯纤维,黑色,翻领短款,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,https://item.taobao.com/item.htm?id=986112964573&mi_id=0000ZDrZr4mGO0AAVKVHSosXM04s0CkUjwQ7iBMPDESmBf0&spm=a21xtw.29178619.0.0&xxc=shop
p562,白色长袖上衣,女款,简约基础风白色针织毛衣,修身长袖版型,棉质面料,白色,长袖基础版型,无额外装饰,套头穿脱,https://item.taobao.com/item.htm?id=986112964573&mi_id=0000ZDrZr4mGO0AAVKVHSosXM04s0CkUjwQ7iBMPDESmBf0&spm=a21xtw.29178619.0.0&xxc=shop
p563,黑色宽松阔腿裤,女款,通勤简约风黑色阔腿长裤,宽松阔腿版型,聚酯纤维,黑色,宽松长裤,无额外装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?id=986112964573&mi_id=0000ZDrZr4mGO0AAVKVHSosXM04s0CkUjwQ7iBMPDESmBf0&spm=a21xtw.29178619.0.0&xxc=shop
p564,棕黑拼色单肩包,女款,轻奢复古风棕黄拼色手提包,单肩包版型,仿皮面料,棕黑,单肩带,单肩肩带设计,单肩挎戴，通过开合扣使用,https://detail.tmall.com/item.htm?abbucket=8&id=964523404818&mi_id=0000NWLGbaU8nrOgY2P5Re_3-4Go0wt3ixfhIE4CGwN0fXw&ns=1&priceTId=213e01c217690856102224198e117d&skuId=6067875291849&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2224587e5351b7c079c268a33be3788cc1%22%7D&xxc=taobaoSearch
p565,黑色单鞋,女款,复古休闲风棕色休闲鞋,单鞋版型,仿皮面料,黑色,低帮无带设计,套脚设计,直接穿脱,https://item.taobao.com/item.htm?abbucket=8&id=784504725908&mi_id=0000dKwvxnMk77UXyPEOBOrIVTYik9g98DWMQ-K0ZnpcRA0&ns=1&priceTId=214781dc17690902164766921e1d74&skuId=5525434606131&spm=a21n57.imgsearch.item.10&utparam=%7B%22aplus_abtest%22%3A%22f2a368a94704c03ca58dd690a66bc370%22%7D&xxc=taobaoSearch
p566,米色短款西装外套,女款,通勤简约风米色长款外套,短款修身版型,聚酯纤维,米色,翻领短款,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,https://item.taobao.com/item.htm?id=986112964573&mi_id=0000ZDrZr4mGO0AAVKVHSosXM04s0CkUjwQ7iBMPDESmBf0&spm=a21xtw.29178619.0.0&xxc=shop
p567,白色长袖上衣,女款,简约基础风白色针织毛衣,修身长袖版型,棉质面料,白色,长袖,无额外装饰,套头穿脱,https://item.taobao.com/item.htm?id=986112964573&mi_id=0000ZDrZr4mGO0AAVKVHSosXM04s0CkUjwQ7iBMPDESmBf0&spm=a21xtw.29178619.0.0&xxc=shop
p568,米色宽松阔腿裤,女款,通勤慵懒风米色阔腿长裤,宽松阔腿版型,棉质面料,米色,宽松长裤,无额外装饰,穿脱方便，可调节腰部松紧,https://item.taobao.com/item.htm?id=986112964573&mi_id=0000ZDrZr4mGO0AAVKVHSosXM04s0CkUjwQ7iBMPDESmBf0&spm=a21xtw.29178619.0.0&xxc=shop
p569,棕色手提包,女款,轻奢复古风棕色皮质手提包,手提包版型,仿皮面料,棕色,手提,手提肩带设计,手提/单肩挎戴，通过开合扣使用,https://item.taobao.com/item.htm?abbucket=8&id=850897064317&mi_id=0000cTDkuHJw2nOdiW5zzqh5-NRwYEYksWH8l4XsDh1itAY&ns=1&priceTId=21504a0d17689993779752689e11b6&skuId=5641390780073&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%220bb9a848159259e688ce9be21f5e917c%22%7D&xxc=taobaoSearch
p570,棕色手套,女款,慵懒休闲风棕色毛绒拖鞋,手套版型,针织面料,棕色,手套,无额外装饰,直接佩戴,https://item.taobao.com/item.htm?abbucket=8&id=850489559179&mi_id=00000id_FRY2oYkbUKWbMIes0eIyxipmfemwY4q8vu4CN7E&ns=1&priceTId=214781dc17690903082516282e1d74&skuId=5644521433940&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%222d07e8d97b7827a94b0b60ff057a0652%22%7D&xxc=taobaoSearch
p571,棕色乐福鞋,女款,复古休闲风棕色休闲鞋,乐福鞋经典版型,仿皮面料,棕色,低帮无带设计,套脚设计,直接穿脱（套脚款式）,https://detail.tmall.com/item.htm?abbucket=8&id=954752090760&mi_id=00000cHlc8EXyORbi7IJHHwupWkRAU8s7e_8V8P5Pgff-mk&ns=1&priceTId=2147bfdd17689990286607001e191a&skuId=6045390383081&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22ce56faf5b46b6e9e48866bb941c9ff9b%22%7D&xxc=taobaoSearch
p572,棕色短款西装外套,女款,复古通勤风棕色短款外套,短款修身版型,聚酯纤维,棕色,翻领短款,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?from=cart&id=839076472548&mi_id=0000mdpWs3KSDRLFQzlb4nCHw7F5u0tacFpcKcW00VGKqYU&skuId=5769835803607&spm=a1z0d.6639537%2F202410.item.d839076472548.7f1b7484p60ElM&upStreamPrice=63900
p573,棕白菱格针织毛衣,女款,复古简约风格纹毛衣,修身长袖版型,针织面料,棕白,菱格纹,无额外装饰,套头穿脱,https://detail.tmall.com/item.htm?id=838566451930&pisk=gJQ-moaTe-2l5j4bB4q0KcfRaBPm2ofykT5s-pvoAtBAQO33agXhDB6cpeYhO8WdJK6--gflOXdCnUtFqpvkpeCFBS2gSPfPae87IR4GHDSlRUOWdp97OqOk1SASq3ftCe8QIJnmR3z98TKnPj45GSdHTQiCdpajcKRKFD6BFnMX6C8Bd96BcIOM_YiWABTfGKRSPvOWOmOXsBhSPe6CGSdH_0TBR9TbMBJXdeTIIIephb9nJgqP89fgbu0n-ZdJ2p3HH2dCuVxyCzpq-2v8j39_IK3IRZdRi3FgOVEHCGJkjdXbo4LdGBBknOaskEtOb6Adez3WrisVzUb0BvxRpLthknEsMOLRph_WDXgpze9XkI__tcJckLXCynNiWHYfShT5moykxUdOdaW-9261i1by0wethpSk_EOGaz3v5_OC4J7GWKctIddnVSFxYD-WgXrx9OP4VROMMdV8JDoe0SRvISFxYD-WgIpgw8nEYnPV.&spm=pc_detail.30350276.202205.1.3cbf772a0c8z1w&sku_properties=1627207%3A28331
p574,白色衬衫,女款,简约基础风白色针织毛衣,修身长袖版型,棉质面料,白色,翻领长袖,纽扣开合设计,衬衫式穿脱，通过纽扣开合,https://detail.tmall.com/item.htm?abbucket=6&id=838904321880&pisk=gI_jlU2CkxDfz5VYBxPrFBAi_eY1C7zeWfOOt13q6ELv6V6FUsSquS01ftWB3mJNQVOO6Luw0oXa1g6OEnJv3SY6XOBvXOJNgjjlL63VuoYZ5EYMWJyU8ylciFY9gnbTnx4JtC4ZXqd9oUFyQMeL8y5cNjRYT_UF0GiRiQmtWOKve_dHecdv6OK-yCv-kC3vWLFWsLL9MFd9eYdM6d39DOhJeIAXBVpvXUhJiCL9BOKv27OMeIL9WOC8NCDsVXO_cKfbTHrZAQwPgspSWVQYSn9QqLdkNaaeDp5AlDiIsItXpsp7h2fXK3CMfNci5hfAxOAdHxeem1I5FIT_zmLdNGBBZZUEhQjVwOvROfghME_5PGK7MrCWlKtBaHhI2EsOnNtccfVhwEBlxpxYq8A5uw-6K3M8H_5WHHs138093M1RFH7rU28GEGB91THf4W0ed1IZfbtn5Q9UN7iijDzd15CiPWxpDQAX47NSHGxvZQ9UN7iijndkGBP7NxIG.&rn=78e6d6f9a4b77b67e1f4dd5ae98cb2a3&spm=a1z10.3-b-s.w4011-21849017438.211.86a55ccfHauGhU&sku_properties=1627207%3A28321
p575,棕色百褶半身裙,女款,通勤简约风棕色短款半身裙,高腰百褶裙版型,聚酯纤维,棕色,短款百褶,百褶装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=1008702128084&mi_id=0000R1UoE6AVY_6nsqj21yJI6XHDMBhO9FrchFApNDvdIZI&ns=1&priceTId=214781dc17690903704353045e1d74&skuId=6169580122447&spm=a21n57.imgsearch.item.11&utparam=%7B%22aplus_abtest%22%3A%22d4321b8aef4c68d7593c9cdeab5ee4d6%22%7D&xxc=taobaoSearch
p576,棕色手提包,女款,轻奢复古风棕色皮质手提包,手提包版型,仿皮面料,棕色,手提,装饰五金设计,手提/单肩挎戴，通过开合扣使用,https://detail.tmall.com/item.htm?abbucket=8&id=847203466161&mi_id=00004Opxj5SbqhpPpTRAOhLWBxn73dCUVm720EsLPKytwyk&ns=1&priceTId=214781dc17690904559182025e1d74&skuId=5949153421507&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22844c7dcc03d47b506aa93b5a8e465e2e%22%7D&xxc=taobaoSearch
p577,棕色短靴,女款,复古休闲风棕色长靴,短靴版型,仿皮面料,棕色,短靴鞋型,系带设计,通过鞋带穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=827657069714&mi_id=00000bj9UNEKuadaoxXvJzJA2RHGZeUEb2sYhOp5aantQhE&ns=1&priceTId=214781dc17690904994255344e1d74&skuId=5721261074740&spm=a21n57.imgsearch.item.11&utparam=%7B%22aplus_abtest%22%3A%22387c1eda27bff1b267bea9b0bea2a2be%22%7D&xxc=taobaoSearch
p578,黑色短款西装外套,女款,通勤简约风黑色短款外套,短款修身版型,聚酯纤维,黑色,翻领短款,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?abbucket=6&id=829649444563&pisk=ggkolmigobP5Ad72IwyWa13mhROAV8wQY2BLJJUegrzfpbKSvpXnbVc89bKS-9osubBLyDrEK234pW87ev0mYVx7vUMKiMmso2VBVyUU-2nEwnp9B0i7dJuHWdptI4xsL2qzz9r2YlqG4nFP0SfGdJ89WpfA07T8L0FdU3lVgla44TyU4nf4vleUYyzemrr3fyWr8J-DmkrFL9rUzio4bkyF8W5Pgor8b9WU4kz2mka48JyE8--0ArzULJlor9ziLxM2JtTBViVKNxquZPoD19W3YOFz7maVLFkQqFaZ4rXFLPl_ounm2UXsD8MsSl3J3T0ifxg00VJHoJgjT2rnud_LFf3SCS0J_to4hrPauA7Pal2ur5kzgdKj4Wlmn8HyR1ixmzPgHjdXyWeorfa_aITj-m4-8YVVrEUK6mHziV8An2Nn1DEnrLXr7g7Ng15gi9Z2vx5CO7rbmPnCUEil6pclSnxc1QNzcuL9mnfCO7rbmPKDm1_QaoZJW&rn=39a7d6cd4dca6feb87e031b7d3876411&spm=a1z10.3-b-s.w4011-21849017438.206.7d665ccfo2x7OT
p579,灰蓝菱格针织毛衣,女款,清新简约风格纹毛衣,修身长袖版型,针织面料,灰蓝,菱格纹,无额外装饰,套头穿脱,https://detail.tmall.com/item.htm?id=829648740218&pisk=gdzxmE_dHTX098_5pEjlIHbBF6Cl6gVqy-PBSADDf8e8LJLGgo2g2fwuBV0g1tyTWYwvSoV01Ch_EqiamADmBVFap_Xh-wV4gVufK9b3EqpokqGjCfi11UGK6_cXmmVpdVu1KOh1Nz3K7-nMhxbbN_hi_jObCjNWFYliCKwsh09S9XusCRwsF4GKOnGs5c_WVYlj1IGsCQ9STfGsGFw_N_hiMFgs5Rg5wfkSCVgsIEWtFIMMWojVZBQhIULMSzhxDALieFe8kemjd9MyWFHvgmMCKYL65zhYZmCh1eIidkkmxv25rE3TNfemEJ_By4iLY5cTHZLjouZzuq4lpdmYBxigy0IBwJ3YBDaj2CTtuVMSybaCsHkuyx2_k01HJc07-DgbqgWmjqhLCryv6FwQZW4q4PBpFArmT4G3gZL-RSG14yz3JYApKvhMc_CJbhojaCSJ6J5Pc9GnwvfAWh-Z4_l-K_CJbhojabHhMtKwb05P.&spm=pc_detail.30350276.202205.3.710d77498U0SdQ
p580,白色衬衫,女款,简约基础风白色针织毛衣,修身长袖版型,棉质面料,白色,翻领长袖,纽扣开合设计,衬衫式穿脱，通过纽扣开合,https://detail.tmall.com/item.htm?abbucket=6&id=829272306177&pisk=gxnt89tJ6BAgtDtBwGYHiaxgG0pHZeDZdfk5mSVGlXhKUb3goVvNGihotA0gjR2XHbD5jrNmIopxTWmgsAq_Gihmnccmhm2jDlonSiVM_oHjZodkZ3xoQAracQAkzVBa5uwThO10h6MQm-LBHLKSQAr4G9fXr2MwDXePpEwbGpEQh-sbc-a1RpeY3-Zb1r1Id-NQGoGb5vtQ3-sfCP_1dpeanOwffrNId8eA11GbcpHQT-ZbCjZXpvNUhbYWMW6_ii3M7Kw9GNZdciiLByTnCWtieDytR7DsXisf3RUTNANp6gkTayM4kmWVDrkszjyS11Ou7xgK9REvxNZSpqG8Lctl6JuidjPIetIrClnKvqapChMLX5U8Kz6RRl3j_mUZWtJrdlGEz7z68ByKj04YayCB1vDL1z3xsBSbs4HI9zmhtgqqTqGbHX1O4dio2WXRZ7ec5ppduZz_Lt8dHbPYkv6Qp7v9DZ748pyLZppduZz_LJFkBCQVuyJF.&rn=80bc81fd8bcd9731150d1713638729ea&spm=a1z10.3-b-s.w4011-21849017438.90.4dec5ccf6PjJhe&sku_properties=1627207%3A131726
