itemID,category,title,gender,style,outline,materials,color,pattern,detail,donning/doffing
p632,bag,black and white colorblock handbag,Women's,luxury vintage black and white color-block handbag,handbag silhouette,faux leather fabric,black and white,color-block,top handle,"Handheld/single shoulder carry, snap closure"
p633,shoes,black buckled ankle boots,Women's,cool commuter black ankle boots,ankle boot fit,faux leather fabric,black,knee-high boot style,buckle strap,Side zipper closure
p634,outerwear,beige cropped blazer,Women's,Commuter minimalist beige cropped jacket,cropped slim fit,polyester,beige,collared cropped,button closure,"Cardigan style, adjustable button closure"
p635,mid_layer_top,white polo collar sweater,Women's,minimalist basic white turtleneck sweater,slim long-sleeve fit,knit fabric,white,long sleeve,polo collar,Pullover
p636,inner_top,white shirt,Women's,minimalist basic white knit sweater,slim long-sleeve fit,cotton fabric,white,"collared, long-sleeve",button closure,"Shirt-style, button closure"
p637,bottom,dark blue jeans,Women's,Casual vintage blue jeans,high-waisted bootcut fit,denim fabric,navy blue,wide-leg trousers,denim texture,"Easy to wear, adjustable waist"
p638,shoes,brown loafers,Women's,vintage casual brown casual shoes,classic loafer fit,faux leather fabric,brown,low-top slip-on,slip-on,Pull-on (slip-on style)
p639,outerwear,brown faux fur collar coat,Women's,Gentle minimalist brown knit sweater,cropped slim fit,wool-blend with faux fur collar,brown,collared cropped,button closure,"Cardigan style, adjustable button closure"
p640,inner_top,striped camisole,Women's,vintage preppy plaid vest,slim sleeveless fit,knit fabric,striped,striped,spaghetti strap,Pullover
p641,bottom,green mini skirt,Women's,minimalist commuter green mini skirt,high-waisted mini skirt fit,polyester,green,cropped fit,no extra embellishment,"Easy to wear, adjustable waist"
p642,shoes,brown knee-high boots,Women's,vintage casual brown knee-high boots,knee-high boot fit,faux leather fabric,brown,knee-high boot style,zipper closure,Side zipper closure
p643,outerwear,light gray knit cardigan,Women's,Commuter minimalist white cropped jacket,slim long-sleeve fit,knit fabric,light gray,collared cropped,button design,"Cardigan style, adjustable button closure"
p644,outerwear,beige knit cardigan,Women's,gentle minimalist beige knit sweater,slim long-sleeve fit,knit fabric,beige,long sleeve basic fit,button design,"Cardigan style, adjustable button closure"
p645,mid_layer_top,white turtleneck sweater,Women's,minimalist basic white knit sweater,slim long-sleeve fit,knit fabric,white,long sleeve basic fit,high neck,Pullover
p646,bottom,plaid skirt,Women's,vintage preppy plaid skirt,high-waisted pleated skirt silhouette,polyester,plaid,plaid,pleated detail,"Easy to wear, adjustable waist"
p647,accessory,plaid fringe scarf,Women's,vintage warm plaid scarf,long scarf fit,cotton-blend fabric,plaid,plaid,tassel trim,Direct wear
p648,accessory,beige mid-calf socks,Women's,minimalist basic beige mid-calf socks,mid-calf sock fit,cotton-blend fabric,beige,mid-calf length,no extra embellishment,Pull-on
p649,shoes,brown loafers,Women's,vintage casual brown casual shoes,classic loafer fit,faux leather fabric,brown,low-top slip-on,slip-on,Pull-on (slip-on style)
p650,inner_top,red plaid shirt,Women's,vintage minimalist burgundy cropped jacket,slim long-sleeve fit,cotton fabric,red plaid,"collared, long-sleeve",button closure,"Shirt-style, button closure"
p651,mid_layer_top,white turtleneck sweater,Women's,minimalist basic white knit sweater,slim long-sleeve fit,knit fabric,white,"mock neck, long-sleeve",high neck,Pullover
p652,bottom,black trim mini skirt,Women's,commuter minimalist black mini skirt,high-waisted mini skirt fit,polyester,black,cropped,decorative trim,"Easy to wear, adjustable waist"
p653,shoes,black buckled ankle boots,Women's,cool commuter black ankle boots,ankle boot fit,faux leather fabric,black,knee-high boot style,buckle strap,Side zipper closure
p654,outerwear,light blue hooded jacket,Women's,Fresh commuter light blue long-sleeve shirt,loose mid-length silhouette,cotton-blend fabric,light blue,collared long-length,toggle closure,Button closure
p655,mid_layer_top,beige graphic hooded sweatshirt,Women's,Commuter minimalist white cropped jacket,loose long-sleeve fit,cotton-blend fabric,beige,hooded cropped,hooded,Pullover
p656,bottom,black mini skirt,Women's,commuter minimalist black mini skirt,high-waisted mini skirt fit,polyester,black,cropped fit,no extra embellishment,"Easy to wear, adjustable waist"
p657,bottom,black leggings,Women's,commuter minimalist black wide-leg trousers,fitted silhouette,cotton-blend fabric,black,wide-leg trousers,no extra embellishment,"Easy to wear, adjustable waist"
p658,accessory,blue baseball cap,Women's,trendy casual blue baseball cap,classic baseball cap fit,cotton fabric,blue,baseball cap style,adjustable fit,"Direct wear, adjustable fit"
p659,shoes,gray sneakers,Women's,trendy casual gray sneakers,low-top sneaker fit,canvas and faux leather fabric,gray,low-top,lace-up,Lace-up closure
p660,outerwear,brown argyle jacket,Women's,Vintage elegant brown maxi coat,cropped slim fit,padded fabric,brown,diamond pattern,no extra embellishment,Zipper closure
p661,mid_layer_top,brown and white colorblock sweater,Women's,casual minimalist brown printed sweatshirt,slim long-sleeve fit,knit fabric,brown and white,color-block,no extra embellishment,Pullover
p662,bottom,white loose wide-leg trousers,Women's,commuter relaxed white wide-leg trousers,loose wide-leg fit,cotton fabric,white,wide-leg trousers,no extra embellishment,"Easy to wear, adjustable waist"
p663,shoes,brown loafers,Women's,vintage casual brown casual shoes,classic loafer fit,faux leather fabric,brown,low-top slip-on,slip-on,Pull-on (slip-on style)
p664,outerwear,black cropped down jacket,Women's,commuter minimalist black cropped jacket,cropped slim fit,down-filled fabric,black,cropped quilted,zipper closure,Zipper closure
p665,mid_layer_top,beige sweater,Women's,gentle minimalist beige knit sweater,slim long-sleeve fit,knit fabric,beige,long sleeve basic fit,no extra embellishment,Pullover
p666,bottom,beige loose wide-leg trousers,Women's,commuter relaxed beige wide-leg trousers,loose wide-leg fit,cotton fabric,beige,loose-fit trousers,no extra embellishment,"Easy to wear, adjustable waist"
p667,shoes,black loafers,Women's,vintage preppy black lace-up leather shoes,classic loafer fit,faux leather fabric,black,low-top,slip-on,Pull-on (slip-on style)
p668,outerwear,navy blue cropped jacket,Women's,minimalist commuter navy blue cropped jacket,cropped slim fit,cotton-blend fabric,navy blue,collared cropped,button closure,"Cardigan style, adjustable button closure"
p669,inner_top,light blue shirt,Women's,Fresh commuter light blue long-sleeve shirt,slim long-sleeve fit,cotton fabric,light blue,"collared, long-sleeve",button closure,"Shirt-style, button closure"
p670,bottom,dark blue jeans,Women's,Casual vintage blue jeans,high-waisted bootcut fit,denim fabric,navy blue,wide-leg trousers,denim texture,"Easy to wear, adjustable waist"
p671,bag,black shoulder bag,Women's,luxe minimalist black leather handbag,shoulder bag silhouette,faux leather fabric,black,single shoulder strap design,single shoulder strap,"Single shoulder carry, snap closure"
p672,shoes,black loafers,Women's,vintage preppy black lace-up leather shoes,classic loafer fit,faux leather fabric,black,low-top,slip-on,Pull-on (slip-on style)
p673,outerwear,black cropped blazer,Women's,commuter minimalist black cropped jacket,cropped slim fit,polyester,black,collared cropped,button closure,"Cardigan style, adjustable button closure"
p674,inner_top,off-white striped polo shirt,Women's,vintage minimalist plaid sweater,slim long-sleeve fit,cotton fabric,off-white striped,striped,polo collar,Pullover
p675,bottom,light green pleated mini skirt,Women's,minimalist commuter green mini skirt,high-waisted mini skirt fit,polyester,light green,cropped fit,ruched detail,"Easy to wear, adjustable waist"
p676,accessory,white mid-calf socks,Women's,minimalist basic white mid-calf socks,mid-calf sock fit,cotton-blend fabric,white,mid-calf length,no extra embellishment,Pull-on
p677,shoes,black metal buckle loafers,Women's,vintage preppy black lace-up leather shoes,classic loafer fit,faux leather fabric,black,low-top,metal buckle on upper,Pull-on (slip-on style)
p678,outerwear,brown cropped blazer,Women's,Gentle minimalist brown knit sweater,cropped slim fit,polyester,brown,long sleeve basic fit,button closure,"Cardigan style, adjustable button closure"
p679,mid_layer_top,black and white striped sweater,Women's,vintage minimalist plaid sweater,slim long-sleeve fit,knit fabric,black and white striped,striped,no extra embellishment,Pullover
p680,bottom,white pleated skirt,Women's,Commuter minimalist white cropped skirt,high-waisted pleated skirt silhouette,polyester,white,long pleated,pleated detail,"Easy to wear, adjustable waist"
p681,accessory,white slouchy socks,Women's,minimalist basic white mid-calf socks,slouchy socks silhouette,cotton-blend fabric,white,mid-calf length,no extra embellishment,Pull-on
p682,shoes,black metal buckle loafers,Women's,vintage preppy black lace-up leather shoes,classic loafer fit,faux leather fabric,black,low-top,metal buckle on upper,Pull-on (slip-on style)
p683,outerwear,navy and brown colorblock cropped jacket,Women's,Vintage elegant brown maxi coat,cropped slim fit,polyester,navy and brown,color-block,button closure,"Cardigan style, adjustable button closure"
p684,mid_layer_top,pink bear print sweater,Women's,gentle minimalist pink knit sweater,slim long-sleeve fit,knit fabric,pink,pattern,bear graphic,Pullover
p685,inner_top,white shirt,Women's,minimalist basic white shirt,loose long-sleeve fit,cotton-blend fabric,white,plaid,pleated detail,"Easy to wear, adjustable waist"
p686,bottom,plaid pleated skirt,Women's,commuter minimalist brown mini skirt,high-waisted pleated skirt silhouette,wool-blend fabric,plaid,cropped pleated,no extra embellishment,"Direct wear, adjustable styling"
p687,accessory,brown beret,Women's,French artistic brown beret,classic beret fit,wool-blend fabric,brown,beret,no extra embellishment,Pull-on
p688,accessory,beige mid-calf socks,Women's,minimalist basic beige mid-calf socks,mid-calf sock fit,cotton-blend fabric,beige,mid-calf length,bow detail,Pull-on
p689,shoes,pink bow ballet flats,Women's,fresh casual pink sneakers,flats silhouette,faux leather fabric,pink,low-top,denim texture,"Cardigan style, adjustable button closure"
p690,outerwear,light blue denim cropped jacket,Women's,fresh commuter light blue cropped jacket,cropped slim fit,denim fabric,light blue,collared cropped,no extra embellishment,Pullover
p691,inner_top,white short-sleeve top,Women's,minimalist basic white short-sleeve T-shirt,slim-fit short-sleeve silhouette,cotton fabric,white,long sleeve basic fit,denim texture,"Easy to wear, adjustable waist"
p692,bottom,light blue jeans,Women's,Casual vintage blue jeans,high-waisted bootcut fit,denim fabric,light blue,wide-leg trousers,stud embellishment,"Single shoulder carry, snap closure"
p693,bag,black studded shoulder bag,Women's,light luxury minimalist black leather shoulder bag,shoulder bag silhouette,faux leather fabric,black,single shoulder strap design,high heel,Side zipper closure
p694,shoes,black high-heel ankle boots,Women's,cool commuter black ankle boots,ankle boot fit,faux leather fabric,black,knee-high boots,faux fur trim,"Cardigan style, adjustable button closure"
p695,outerwear,beige plush cardigan,Women's,gentle minimalist beige knit sweater,slim long-sleeve fit,plush fabric,beige,cropped fit,button design,"Cardigan style, adjustable button closure"
p696,outerwear,yellow knit cardigan,Women's,fresh minimalist yellow knit sweater,slim long-sleeve fit,knit fabric,yellow,"collared, long-sleeve",pocket detail,"Easy to wear, adjustable waist"
p697,bottom,dark blue cargo jeans,Women's,Casual vintage blue jeans,loose cargo silhouette,denim fabric,navy blue,wide-leg trousers,pointed toe,Pull-on
p698,shoes,silver pointed-toe high heels,Women's,trendy casual gray sneakers,high heels silhouette,faux leather fabric,silver,low-top,button closure,"Cardigan style, adjustable button closure"
p699,outerwear,gray cropped blazer,Women's,commuter minimalist gray cropped jacket,cropped slim fit,polyester,gray,collared cropped,high neck,Pullover
p700,mid_layer_top,white turtleneck sweater,Women's,minimalist basic white knit sweater,slim long-sleeve fit,knit fabric,white,long sleeve,no extra embellishment,"Easy to wear, adjustable waist"
p701,bottom,black shorts,Women's,commuter minimalist black mini skirt,high-waisted shorts silhouette,polyester,black,cropped fit,no extra embellishment,Pull-on
p702,accessory,white knee-high socks,Women's,minimalist basic white mid-calf socks,over-the-knee sock fit,cotton-blend fabric,white,mid-calf length,platform sole,Pull-on (slip-on style)
p703,shoes,black platform loafers,Women's,Trendy casual black sneakers,classic loafer fit,faux leather fabric,black,low-top,button closure,"Cardigan style, adjustable button closure"
p704,outerwear,brown cropped blazer,Women's,Gentle minimalist brown knit sweater,cropped slim fit,polyester,brown,collared cropped,spaghetti strap,Pullover
p705,inner_top,white camisole,Women's,minimalist basic white slim-fit tank top,slim sleeveless fit,cotton fabric,white,halter sleeveless,pocket detail,"Easy to wear, adjustable waist"
p706,bottom,brown cargo mini skirt,Women's,vintage elegant brown cropped jacket,high-waisted cargo silhouette,cotton-blend fabric,brown,dual shoulder straps,single shoulder strap,"Single shoulder carry, snap closure"
p707,bag,black shoulder bag,Women's,luxe minimalist black leather handbag,shoulder bag silhouette,faux leather fabric,black,single shoulder strap design,no extra embellishment,Pull-on
p708,accessory,white mid-calf socks,Women's,minimalist basic white mid-calf socks,mid-calf sock fit,cotton-blend fabric,white,mid-calf length,slip-on,Pull-on
p709,shoes,brown mules,Women's,vintage casual brown casual shoes,mule fit,faux leather fabric,brown,solid color pumps,denim texture,"Cardigan style, adjustable button closure"
p710,outerwear,gradient denim cropped jacket,Women's,minimalist basic green jacket,cropped slim fit,denim fabric,gradient blue,collared cropped,button closure,"Shirt-style, button closure"
p711,inner_top,white cropped shirt,Women's,minimalist basic white short-sleeve shirt,cropped slim fit,cotton fabric,white,lapel cropped fit,denim texture,"Easy to wear, adjustable waist"
p712,bottom,dark blue jeans,Women's,commuter minimalist green wide-leg trousers,high-waisted bootcut fit,denim fabric,navy blue,wide-leg trousers,slip-on,Pull-on
p713,shoes,white mules,Women's,fresh casual white sneakers,mule fit,faux leather fabric,white,low-top,button closure,"Cardigan style, adjustable button closure"
p714,outerwear,khaki and beige colorblock cropped jacket,Women's,Commuter minimalist beige cropped jacket,cropped slim fit,cotton-blend fabric,"khaki, beige",collared cropped,hooded,Pullover
p715,mid_layer_top,gray hooded sweatshirt,Women's,minimalist basic gray knit cardigan,loose long-sleeve fit,cotton-blend fabric,gray,hooded long-sleeve fit,pocket detail,"Easy to wear, adjustable waist"
p716,bottom,black cargo skirt,Women's,commuter minimalist black wide-leg trousers,high-waisted cargo silhouette,cotton-blend fabric,black,loose-fit trousers,no extra embellishment,Pull-on
p717,accessory,white knee-high socks,Women's,minimalist basic white mid-calf socks,over-the-knee sock fit,cotton-blend fabric,white,mid-calf length textured,platform sole,Side zipper closure
p718,shoes,brown platform ankle boots,Women's,vintage casual brown casual shoes,ankle boot fit,faux leather fabric,brown,low-top slip-on,button closure,"Cardigan style, adjustable button closure"
p719,outerwear,black and white colorblock cropped jacket,Women's,minimalist commuter black and white colorblock cropped jacket,cropped slim fit,cotton-blend fabric,black and white,collared cropped,no extra embellishment,Pullover
p720,inner_top,pink slim-fit long-sleeve top,Women's,gentle minimalist pink knit sweater,slim long-sleeve fit,cotton fabric,pink,long sleeve,denim texture,"Easy to wear, adjustable waist"
p721,bottom,light blue denim mini skirt,Women's,Casual vintage blue jeans,high-waisted mini skirt fit,denim fabric,light blue,longline,lace-up,Lace-up closure
p722,shoes,black platform sneakers,Women's,vintage preppy black lace-up leather shoes,sneakers silhouette,canvas and faux leather fabric,black,low-top,denim texture,"Cardigan style, adjustable button closure"
p723,outerwear,dark blue denim cropped jacket,Women's,commuter minimalist black cropped jacket,cropped slim fit,denim fabric,navy blue,collared cropped,no extra embellishment,Pullover
p724,inner_top,red short-sleeve top,Women's,minimalist basic red short-sleeve T-shirt,slim-fit short-sleeve silhouette,cotton fabric,red,short-sleeve basic fit,no extra embellishment,"Easy to wear, adjustable waist"
p725,bottom,black loose-fit wide-leg trousers,Women's,Commuter minimalist black skinny trousers,loose wide-leg fit,polyester,black,loose-fit trousers,adjustable fit,"Direct wear, adjustable fit"
p726,accessory,black baseball cap,Women's,trendy casual black baseball cap,classic baseball cap fit,cotton fabric,black,baseball cap style,pointed toe,Pull-on
p727,shoes,red pointed-toe high heels,Women's,elegant commuter red high-heeled sandals,high heels silhouette,faux leather fabric,red,high-heeled pumps,denim texture,"Cardigan style, adjustable button closure"
p728,outerwear,white denim cropped jacket,Women's,Commuter minimalist white cropped jacket,cropped slim fit,denim fabric,white,collared cropped,no extra embellishment,Pullover
p729,inner_top,black short-sleeve top,Women's,minimalist basic black short-sleeve T-shirt,slim-fit short-sleeve silhouette,cotton fabric,black,short-sleeve basic fit,denim texture,"Easy to wear, adjustable waist"
p730,bottom,white denim mini skirt,Women's,commuter relaxed white wide-leg trousers,high-waisted mini skirt fit,denim fabric,white,cropped,no extra embellishment,Pull-on
p731,accessory,white mid-calf socks,Women's,minimalist basic white mid-calf socks,mid-calf sock fit,cotton-blend fabric,white,mid-calf length,lace-up,Lace-up closure
p732,shoes,black platform sneakers,Women's,Trendy casual black casual shoes,sneakers silhouette,canvas and faux leather fabric,black,low-top,denim texture,"Cardigan style, adjustable button closure"
p733,outerwear,light blue denim cropped jacket,Women's,vintage casual blue denim jacket,cropped slim fit,denim fabric,light blue,collared cropped,button design,"Cardigan style, adjustable button closure"
p734,outerwear,gray knit cardigan,Women's,minimalist basic gray knit cardigan,slim long-sleeve fit,knit fabric,gray,long sleeve basic fit,denim texture,"Easy to wear, adjustable waist"
p735,bottom,light blue denim mini skirt,Women's,minimalist commuter blue denim shorts,high-waisted mini skirt fit,denim fabric,light blue,cropped,single shoulder strap,"Single shoulder carry, snap closure"
p736,bag,burgundy shoulder bag,Women's,light luxury vintage red leather shoulder bag,shoulder bag silhouette,faux leather fabric,burgundy,single shoulder strap design,no extra embellishment,Pull-on
p737,accessory,white mid-calf socks,Women's,minimalist basic white mid-calf socks,mid-calf sock fit,cotton-blend fabric,white,mid-calf length,lace-up,Lace-up closure
p738,shoes,brown casual shoes,Women's,French artistic brown beret,casual shoes silhouette,canvas and faux leather fabric,brown,low-top slip-on,button closure,"Cardigan style, adjustable button closure"
p739,outerwear,brown cropped jacket,Women's,commuter minimalist brown mini skirt,cropped slim fit,cotton-blend fabric,brown,collared cropped,spaghetti strap,Pullover
p740,inner_top,white camisole,Women's,minimalist basic white slim-fit tank top,slim sleeveless fit,cotton fabric,white,halter sleeveless,spaghetti strap,Pullover
p741,inner_top,black camisole,Women's,minimalist basic black underwear,slim sleeveless fit,cotton fabric,black,sleeveless,denim texture,"Easy to wear, adjustable waist"
p742,bottom,dark blue jeans,Women's,Casual vintage blue jeans,high-waisted bootcut fit,denim fabric,navy blue,wide-leg trousers,high heel,Side zipper closure
p743,shoes,black high-heel ankle boots,Women's,cool commuter black ankle boots,ankle boot fit,faux leather fabric,black,distressed texture,denim texture,"Cardigan style, adjustable button closure"
p744,outerwear,distressed denim cropped jacket,Women's,vintage casual blue denim jacket,cropped slim fit,denim fabric,distressed blue,collared cropped,spaghetti strap,Pullover
p745,inner_top,white camisole,Women's,minimalist basic white slim-fit tank top,slim sleeveless fit,cotton fabric,white,halter sleeveless,no extra embellishment,"Easy to wear, adjustable waist"
p746,bottom,black shorts,Women's,commuter minimalist black hot pants,high-waisted shorts silhouette,polyester,gray,cropped,single shoulder strap,"Single shoulder carry, snap closure"
p747,bag,gray shoulder bag,Women's,light luxury minimalist gray leather handbag,shoulder bag silhouette,faux leather fabric,black,solid color,pointed toe,Pull-on
p748,shoes,black pointed-toe heels,Women's,elegant commuter black high-heeled sandals,high heels silhouette,faux leather fabric,black,high-heel style,button closure,"Cardigan style, adjustable button closure"
p749,outerwear,black cropped jacket,Women's,commuter minimalist black cropped jacket,cropped slim fit,"faux leather, plush fabric",black and white,color-block,no extra embellishment,Pullover
p750,inner_top,black and white colorblock long-sleeve top,Women's,minimalist basic white long-sleeve top,slim long-sleeve fit,cotton fabric,black,long sleeve,no extra embellishment,"Easy to wear, adjustable waist"
p751,bottom,black loose-fit wide-leg trousers,Women's,commuter minimalist black wide-leg trousers,loose wide-leg fit,denim fabric,white,wide-leg trousers,pointed toe,Pull-on
p752,bag,white plush handbag,Women's,minimalist warm white handbag,loose and petite silhouette,plush fabric,white,wrap design,faux fur collar,"Cardigan style, adjustable button closure"
p753,shoes,white pointed-toe high heels,Women's,elegant commuter white high-heeled sandals,high heels silhouette,leather fabric,white,high-heel pumps style,no extra embellishment,Pullover
p754,outerwear,faux fur collar denim cropped jacket,Women's,vintage casual blue denim jacket,cropped slim fit,"denim, plush fabric",light blue,collared cropped,no extra embellishment,"Easy to wear, adjustable waist"
p755,inner_top,white short-sleeve top,Women's,minimalist basic white short-sleeve T-shirt,slim-fit short-sleeve silhouette,cotton fabric,white,short-sleeve basic fit,stud embellishment,"Single shoulder carry, snap closure"
p756,bottom,black shorts,Women's,commuter minimalist black hot pants,high-waisted shorts silhouette,polyester,black,cropped fit,side zipper,Side zipper closure
p757,bag,black studded shoulder bag,Women's,Trendy casual black casual shoes,shoulder bag silhouette,faux leather fabric,black,solid color,button closure,"Cardigan style, adjustable button closure"
p758,shoes,black knee-high boots,Women's,cool commuter black knee-high boots,knee-high boots silhouette,faux leather fabric,black,knee-high boot style,no extra embellishment,Pullover
p759,outerwear,white cropped jacket,Women's,Commuter minimalist white cropped jacket,cropped slim fit,cotton-blend fabric,white,hooded cropped,zipper detail,"Easy to wear, adjustable waist"
p760,inner_top,white short-sleeve top,Women's,minimalist basic white short-sleeve T-shirt,slim-fit short-sleeve silhouette,cotton fabric,white,short-sleeve basic fit,lace-up,Lace-up closure
p761,bottom,black shorts,Women's,commuter minimalist black hot pants,high-waisted shorts silhouette,cotton-blend fabric,black,cropped fit,zipper closure,Zipper closure
p762,shoes,black platform combat boots,Women's,cool commuter black ankle boots,combat boots silhouette,faux leather fabric,black,ankle boots,no extra embellishment,Pullover
p763,outerwear,black leather jacket,Women's,cool biker black cropped leather jacket,cropped slim fit,faux leather fabric,black,collared cropped,no extra embellishment,"Easy to wear, adjustable waist"
p764,inner_top,white short-sleeve top,Women's,minimalist basic white slim-fit tank top,slim-fit short-sleeve silhouette,cotton fabric,white,short-sleeve basic fit,no extra embellishment,Pull-on
p765,bottom,black leggings,Women's,Commuter minimalist black skinny trousers,fitted silhouette,cotton-blend fabric,black,fitted stockings,lace-up,Lace-up closure
p766,accessory,white knee-high socks,Women's,minimalist basic white mid-calf socks,over-the-knee sock fit,cotton-blend fabric,white,"mid-calf length, textured",button detail,Pullover
p767,shoes,colorblock sneakers,Women's,vintage preppy black lace-up leather shoes,sneakers silhouette,mesh canvas fabric,color-block,low-top,denim texture,"Easy to wear, adjustable waist"
p768,inner_top,white slim-fit long-sleeve top,Women's,minimalist basic white knit sweater,slim long-sleeve fit,cotton fabric,white,long sleeve basic fit,stud embellishment,"Single shoulder carry, snap closure"
p769,bottom,dark blue denim mini skirt,Women's,minimalist commuter blue denim shorts,high-waisted mini skirt fit,denim fabric,navy blue,cropped fit,lace-up,Lace-up closure
p770,bag,black studded shoulder bag,Women's,Trendy casual black casual shoes,shoulder bag silhouette,faux leather fabric,black,solid color,zipper closure,Zipper closure
p771,shoes,black platform combat boots,Women's,cool commuter black ankle boots,combat boots silhouette,faux leather fabric,black,ankle boots,lace-up,Lace-up closure
p772,outerwear,faux fur collar leather jacket,Women's,vintage elegant brown cropped jacket,cropped loose silhouette,"faux leather, plush fabric",brown,collared cropped,faux fur collar,Zipper closure
p773,inner_top,white camisole,Women's,minimalist basic white slim-fit tank top,slim sleeveless fit,cotton fabric,white,halter sleeveless,spaghetti strap,Pullover
p774,inner_top,brown camisole,Women's,minimalist basic black underwear,slim sleeveless fit,cotton fabric,brown,sleeveless,spaghetti strap,Pullover
p775,bottom,light blue jeans,Women's,Casual vintage blue jeans,high-waisted bootcut fit,denim fabric,light blue,wide-leg trousers,denim texture,"Easy to wear, adjustable waist"
p776,accessory,plush scarf,Women's,vintage casual brown casual shoes,long scarf fit,plush fabric,beige,wrap design,faux fur trim,Direct wear
p777,shoes,brown platform ankle boots,Women's,vintage casual brown casual shoes,ankle boot fit,faux leather fabric,brown,low-top,platform sole,Side zipper closure
p778,outerwear,white plush cropped jacket,Women's,vintage elegant brown cropped jacket,cropped slim fit,plush fabric,white,collared cropped,faux fur trim,Zipper closure
p779,inner_top,white short-sleeve top,Women's,minimalist basic white short-sleeve T-shirt,slim-fit short-sleeve silhouette,cotton fabric,white,short-sleeve basic fit,no extra embellishment,Pullover
p780,bottom,white jeans,Women's,commuter relaxed white wide-leg trousers,high-waisted bootcut fit,denim fabric,white,wide-leg trousers,denim texture,"Easy to wear, adjustable waist"
p781,shoes,brown platform ankle boots,Women's,vintage casual brown casual shoes,ankle boot fit,faux leather fabric,brown,low-top,platform sole,Side zipper closure
p782,mid_layer_top,gray hooded sweatshirt,Women's,minimalist basic gray knit cardigan,loose long-sleeve fit,cotton-blend fabric,gray,hooded cropped,hooded,Pullover
p783,inner_top,white camisole,Women's,minimalist basic white slim-fit tank top,slim sleeveless fit,cotton fabric,white,halter sleeveless,spaghetti strap,Pullover
p784,bottom,gray shorts,Women's,commuter minimalist gray mini skirt,high-waisted shorts silhouette,cotton-blend fabric,gray,cropped fit,lace-up detail,"Easy to wear, adjustable waist"
p785,shoes,white sneakers,Women's,fresh casual white sneakers,sneakers silhouette,canvas and faux leather fabric,white,low-top,lace-up,Lace-up closure
p786,outerwear,khaki trench coat,Women's,commuter minimalist green cropped jacket,long loose silhouette,trench coat fabric,khaki,collared long-length,belted waist,"Pull-on style, button closure"
p787,inner_top,white slim-fit long-sleeve top,Women's,minimalist basic white knit sweater,slim long-sleeve fit,cotton fabric,white,long sleeve basic fit,no extra embellishment,Pullover
p788,bottom,light blue jeans,Women's,Casual vintage blue jeans,high-waisted bootcut fit,denim fabric,light blue,wide-leg trousers,denim texture,"Easy to wear, adjustable waist"
p789,accessory,blue and white striped scarf,Women's,minimalist warm blue knit scarf,long scarf fit,cotton-blend fabric,blue and white,striped,striped pattern,Direct wear
p790,bag,brown handbag,Women's,light luxury vintage brown leather handbag,handbag silhouette,faux leather fabric,brown,solid color,top handle,"Handheld/single shoulder carry, snap closure"
p791,shoes,black high-heel ankle boots,Women's,cool commuter black ankle boots,ankle boot fit,faux leather fabric,black,knee-high boots,high heel,Side zipper closure
p792,outerwear,black leather jacket,Women's,commuter minimalist black mini skirt,cropped slim fit,faux leather fabric,black,collared cropped,zipper closure,Zipper closure
p793,inner_top,white slim-fit long-sleeve top,Women's,minimalist basic white long-sleeve top,slim long-sleeve fit,cotton fabric,white,long sleeve,button detail,Pullover
p794,bottom,black loose-fit wide-leg trousers,Women's,commuter minimalist black wide-leg trousers,loose wide-leg fit,polyester,black,wide-leg trousers,no extra embellishment,"Easy to wear, adjustable waist"
p795,accessory,black and white patterned scarf,Women's,vintage warm plaid knit scarf,long scarf fit,cotton-blend fabric,black and white,patterned,patterned,Direct wear
p796,shoes,red sneakers,Women's,Trendy casual red casual shoes,sneakers silhouette,canvas and faux leather fabric,red,low-top,lace-up,Lace-up closure
p797,accessory,plush scarf,Women's,vintage elegant brown cropped jacket,long scarf fit,plush fabric,color-block,color-block,faux fur trim,Direct wear
p798,mid_layer_top,white turtleneck sweater,Women's,minimalist basic white knit sweater,slim long-sleeve fit,knit fabric,white,hooded long-sleeve,high neck,Pullover
p799,bottom,gray pleated skirt,Women's,commuter minimalist gray mini skirt,high-waisted pleated skirt silhouette,polyester,gray,cropped pleated,pleated detail,"Easy to wear, adjustable waist"
p800,accessory,gray plush scarf,Women's,relaxed casual gray plush slippers,long scarf fit,plush fabric,gray,wrap design,faux fur trim,Direct wear
p801,outerwear,beige plush cropped jacket,Women's,Minimalist basic white knit cardigan,cropped slim fit,plush fabric,beige,collared cropped,faux fur trim,Zipper closure
p802,inner_top,white camisole,Women's,minimalist basic white slim-fit tank top,slim sleeveless fit,cotton fabric,white,halter sleeveless,spaghetti strap,Pullover
p803,inner_top,black camisole,Women's,minimalist basic black underwear,slim sleeveless fit,cotton fabric,black,sleeveless,spaghetti strap,Pullover
p804,bottom,dark blue jeans,Women's,commuter minimalist green wide-leg trousers,high-waisted bootcut fit,denim fabric,navy blue,wide-leg trousers,denim texture,"Easy to wear, adjustable waist"
p805,shoes,black pointed-toe heels,Women's,elegant commuter black high-heeled sandals,high heels silhouette,faux leather fabric,black,high-heeled pumps,pointed toe,Pull-on
p806,outerwear,leopard print plush cropped jacket,Women's,minimalist basic gray long-sleeve top,cropped slim fit,plush fabric,leopard print,leopard print,faux fur trim,Zipper closure
