outfitID,items,look,season,occasion
b170,"p914,p915,p916,p917,p918","Smart Urban: Olive green sleeveless set layered over plaid-sleeve top, with black bag and platform shoes, minimalist, chic, and design-focused.",Winter,Business
b171,"p919,p920,p921,p922,p923","Vintage Preppy: Dark brown plush cardigan layered over light khaki shirt, with matching pleated maxi skirt, ankle boots, and brown bag, gentle, relaxed, and textured.",Winter,Social
b172,"p924,p925,p926,p927","Smart Urban: Dark gray knit set with burgundy plush shawl, black skirt, and black shoes, color-blocked, elegant, and sophisticated.",Winter,Business
b173,"p928,p929,p930,p931","Smart Urban: Black faux-shearling collar leather jacket with turtleneck, mixed-material skirt, and black boots, cool, warm, and stylish.",Winter,Home
b174,"p932,p933,p934,p935,p936,p937","Smart Urban: Khaki faux-shearling jacket layered over brown hoodie and black skirt, with black boots, warm, casual, and laid-back.",Winter,Home
b175,"p938,p939,p940,p941","Elevated Commuter: Dark brown long plush coat with off-white knit, light blue jeans, and brown boots, elevated, loungy, and stylish.",Autumn,School
b176,"p942,p943,p944,p945,p946,p947","Smart Urban: Burgundy hooded plush cardigan with black leather skirt, black knee-high boots, and black bag, vintage, casual, and commanding.",Winter,School
b177,"p948,p949,p950,p951","Minimalist Neutral: White cropped puffer jacket with black turtleneck, black leather wide-leg trousers, and off-white boots, minimalist, individualistic, and trendy.",Winter,Business
b178,"p952,p953,p954,p955,p956","Elevated Commuter: Dark brown cropped jacket layered over white striped shirt, with black pleated skirt, black shoes, and black bag, sharp, casual, and layered.",Winter,Social
b179,"p957,p958,p959","Smart Urban: Light khaki long trench coat with white maxi skirt and brown sandals, fresh, minimalist, and relaxed.",Autumn/Winter,Home
b180,"p960,p961,p962,p963,p964,p965","Minimalist Neutral: Light gray plush coat layered over striped top, with matching maxi skirt, black boots, and brown bag, gentle, elevated, and textured.",Winter,Business
b181,"p966,p967,p968,p969,p970,p971","Vintage Preppy: Black cropped puffer jacket layered over olive green top, with black wide-leg culottes, buckled shoes, and matching scarf, cool, minimalist, and layered.",Winter,Social
b182,"p972,p973,p974,p975,p976,p977","Minimalist Neutral: Light blue utility jacket with black irregular skirt, black cropped trousers, and white shoes, relaxed, casual, and laid-back.",Autumn,Business
b183,"p978,p979,p980,p981,p982,p983","Elevated Commuter: Black utility jacket layered over plaid skirt, with black cropped trousers, black slides, and black bag, cool, casual, and street-style.",Autumn/Winter,Home
b184,"p984,p985,p986,p987,p988,p989","Elevated Commuter: Khaki utility jacket layered over denim shirt and white T-shirt, with off-white wide-leg trousers and black bag, minimalist, elevated, and professional.",Autumn/Winter,Home
b185,"p990,p991,p992,p993,p994","Smart Urban: Off-white cropped jacket layered over plaid shirt and brown sweater, with matching maxi skirt and black boots, gentle, vintage, and textured.",Autumn/Winter,School
b186,"p995,p996,p997,p998,p999","Elevated Commuter: Black cable-knit cardigan with black turtleneck, black wide-leg culottes, black boots, and knit hat, cool, loungy, and relaxed.",Winter,School
b187,"p1000,p1001,p1002,p1003","Smart Urban: Black plush cropped jacket with black turtleneck, brown leather skirt, and black knee-high boots, elegant with a cool edge.",Winter,Business
b188,"p1004,p1005,p1006,p1007","Elevated Commuter: Dark brown plush vest layered over off-white cable-knit sweater, with light blue jeans, brown knee-high boots, and brown bag, warm, vintage, and stylish.",Winter,Social
b189,"p1008,p1009,p1010,p1011,p1012","Elevated Commuter: Light brown long plush coat with matching knit, light khaki wide-leg trousers, and matching shoes, elevated, gentle, and relaxed.",Winter,Home
b190,"p1013,p1014,p1015,p1016","Elevated Commuter: Dark brown long coat with denim shirt, light blue jeans, and light gray shoes, vintage, minimalist, and sophisticated.",Winter,Business
b191,"p1017,p1018,p1019,p1020","Minimalist Neutral: Light brown blazer layered over dark brown shirt, with light khaki wide-leg trousers and light gray shoes, minimalist, elevated, and commute-ready.",Autumn/Winter,Social
b192,"p1021,p1022,p1023,p1024","Elevated Commuter: Off-white blazer and vest set, with light blue wide-leg jeans and white boots, sharp, relaxed, and textured.",Autumn/Winter,Business
b193,"p1025,p1026,p1027,p1028,p1029","Smart Urban: Olive green plush baseball jacket with black turtleneck, black wide-leg culottes, black boots, and black bag, warm, cool, and street-style.",Winter,Home
b194,"p1030,p1031,p1032,p1033","Sweet & Cool: Black puppy-pattern cardigan layered over white top, with black pleated skirt and black sock boots, playful, cute, and sweet-cool.",Autumn/Winter,Home
b195,"p1034,p1035,p1036,p1037","Minimalist Neutral: Khaki long trench coat with off-white turtleneck, black wide-leg trousers, and brown shoes, elegant, professional, and daily commute-ready.",Autumn/Winter,School
b196,"p1038,p1039,p1040,p1041","Elevated Commuter: Burgundy cropped puffer jacket with plaid-trimmed top, dark gray wide-leg trousers, and black shoes, lightweight, warm, minimalist, and relaxed.",Winter,Home
b197,"p1042,p1043,p1044,p1045","Trendy Street Avant-Garde: White and red color-blocked cropped jacket with white tank top, black wide-leg trousers, and black shoes, color-blocked, sharp, and smart urban.",Winter,Business
b198,"p1046,p1047,p1048,p1049,p1050","Minimalist Neutral: Light brown double-breasted knit cardigan layered over white shirt and black turtleneck, with black wide-leg trousers and brown shoes, vintage, gentle, and relaxed.",Winter,Business
b199,"p1051,p1052,p1053,p1054","Trendy Street Avant-Garde: Black jacket layered over burgundy shirt, with black wide-leg trousers and reddish-brown shoes, cool, minimalist, and street-casual.",Winter,Social
b200,"p1055,p1056,p1057,p1058","Elevated Commuter: Navy fur-collar puffer jacket with gray turtleneck, plaid wide-leg trousers, and black boots, warm, vintage, and autumn/winter daily-ready.",Winter,Home
b201,"p1059,p1060,p1061,p1062","Elevated Commuter: White and red color-blocked cropped puffer jacket with burgundy top, dark gray wide-leg trousers, and brown boots, warm, color-blocked, and relaxed.",Winter,School
b202,"p1063,p1064,p1065,p1066","Minimalist Neutral: Black pearl-collar knit sweater layered over gray turtleneck, with plaid wide-leg trousers, vintage, refined, and smart-textured.",Winter,Business
b203,"p1067,p1068,p1069,p1070","Elevated Commuter: Pink cropped puffer jacket layered over matching turtleneck, with light blue wide-leg jeans and brown boots, gentle, fresh, and daily-ready.",Winter,Social
b204,"p1071,p1072,p1073,p1074","Minimalist Neutral: Burgundy and white color-blocked long trench coat with white shirt, black wide-leg trousers, and black shoes, elegant, elevated, and semi-formal ready.",Autumn,Social
b205,"p1075,p1076,p1077,p1078","Sweet & Cool: Black cartoon-pattern knit sweater with burgundy wide-leg trousers, playful, cute, and sweet-cool.",Winter,School
b206,"p1079,p1080,p1081,p1082","Elevated Commuter: Red cropped jacket with brown shirt, black wide-leg trousers, and brown shoes, eye-catching, sharp, and urban commute-ready.",Winter,Home
b207,"p1083,p1084,p1085,p1086","Minimalist Neutral: Black plush diamond-quilted set (jacket and trousers) with black plush shoes, warm, loungy, and home-casual.",Winter,Business
b208,"p1087,p1088,p1089,p1090","Minimalist neutral style: houndstooth hooded jacket layered over burgundy turtleneck, paired with black wide-leg trousers and brown shoes, vintage casual for autumn/winter daily wear.",Winter,Social
b209,"p1092,p1093,p1094","Sophisticated commute style: light blue collared cable-knit sweater paired with off-white wide-leg trousers and brown boots, gentle and relaxed with a minimalist texture.",Autumn/Winter,Home
b210,"p1095,p1096,p1097,p1098,p1099","Trendy street avant-garde style: black glossy jacket layered over blue shirt, paired with black wide-leg trousers and black hat, cool and edgy for casual outings.",Winter,School
b211,"p1100,p1101,p1102,p1103","Vintage collegiate style: striped hooded zip-up layered over brown button-up top, paired with light khaki wide-leg trousers and black shoes, casual vintage with a relaxed daily feel.",Autumn/Winter,Business
b212,"p1104,p1105,p1106,p1107","Sophisticated commute style: light khaki cable-knit sweater paired with dark gray wide-leg trousers, minimalist and gentle for light commute occasions.",Autumn/Winter,Social
b213,"p1108,p1109,p1110,p1111","Vintage collegiate style: off-white and burgundy color-block outdoor set (jacket + trousers), practical and sharp for casual outings.",Autumn/Winter,Social
b214,"p1112,p1113,p1114,p1115","Minimalist neutral style: black faux-fur collar jacket layered over brown shirt, paired with black wide-leg jeans and brown shoes, cool, warm, and autumnal street style.",Winter,School
b215,"p1116,p1117,p1118,p1119","Sophisticated commute style: olive green cropped trench coat layered over off-white shirt, paired with black wide-leg jeans, professional and relaxed for daily commuting.",Autumn/Winter,Home
b216,"p1120,p1121,p1122,p1123","Minimalist neutral style: off-white down vest layered over matching long-sleeve top, paired with heathered wide-leg trousers and brown boots, warm and cozy for home leisure.",Winter,Business
b217,"p1124,p1125,p1126,p1127","Sophisticated commute style: off-white faux-fur collar cropped down jacket layered over light pink top, paired with brown wide-leg trousers and black shoes, gentle and warm for daily street wear.",Winter,Social
b218,"p1128,p1129,p1130,p1131","Minimalist neutral style: navy faux-fur collar jacket paired with off-white wide-leg trousers and striped shoes, minimalist and sophisticated with a casual texture.",Autumn/Winter,Home
b219,"p1132,p1133,p1134,p1135,p1136","Trendy street avant-garde style: black faux-fur collar cropped down jacket layered over hoodie, paired with light blue wide-leg jeans and brown shoes, styled with a beret, cool vintage street look.",Winter,School
b220,"p1137,p1138,p1139,p1140,p1141","Sweet-cool girl style: dark brown red-trimmed knit cardigan layered over white turtleneck, paired with plaid maxi skirt and black shoes, styled with doll charm, sweet and vintage for a youthful look.",Winter,Social
b221,"p1142,p1143,p1144,p1145,p1146","Vintage collegiate style: patterned down vest layered over gray long-sleeve top, paired with off-white wide-leg trousers, styled with faux-fur earmuffs, warm and casual for winter relaxation.",Autumn,Social
b222,"p1147,p1148,p1149,p1150,p1151","Trendy street avant-garde style: light blue faux-fur collar denim jacket layered over khaki top, paired with matching wide-leg jeans, styled with plaid bag, vintage and cool street style.",Autumn,School
b223,"p1152,p1153,p1154,p1155,p1156","Sophisticated commute style: off-white cropped jacket layered over gray long-sleeve top, paired with navy wide-leg trousers, styled with color-block bag, minimalist and sharp for daily commuting.",Autumn/Winter,Home
b224,"p1157,p1158,p1159,p1160","Sweet-cool girl style: light green knit cardigan layered over off-white top, paired with matching tiered skirt, styled with polka-dot socks and shoes, sweet and fresh for a youthful look.",Autumn,Social
b225,"p1161,p1162,p1163,p1164","Vintage collegiate style: dark gray knit cardigan layered over red and white plaid shirt, paired with printed wide-leg trousers, sophisticated color-blocking for a mature look.",Autumn/Winter,Social
b226,"p1165,p1166,p1167,p1168,p1169","Sophisticated commute style: dark gray half-zip sweatshirt layered over off-white turtleneck, paired with off-white wide-leg trousers, styled with headband, minimalist and relaxed for daily leisure.",Autumn/Winter,School
b227,"p1170,p1171,p1172,p1173","Vintage collegiate style: light gray floral hooded sweatshirt layered over white tank top, paired with black velvet maxi skirt, styled with silver shoes, gentle and fresh for a sweet look.",Autumn/Winter,Home
b228,"p1174,p1175,p1176,p1177","Mature urban style: khaki utility set (jacket + mini skirt) layered over white top, paired with cowboy boots, vintage and sharp for American casual style.",Autumn/Winter,Social
b229,"p1178,p1179,p1180,p1181,p1182","Vintage collegiate style: dark gray hooded sweatshirt layered over blue striped shirt, paired with black pleated skirt, styled with black shoes, full of collegiate energy and youthful vitality.",Autumn/Winter,Social
b230,"p1183,p1184,p1185,p1186,p1187","Vintage collegiate style: off-white and navy color-block jacket layered over off-white knit, paired with black velvet maxi skirt, styled with light blue bag, gentle and relaxed for daily street wear.",Autumn/Winter,School
b231,"p1188,p1189,p1190,p1191","Vintage collegiate style: light blue ruffled shirt layered over off-white top, paired with dark gray maxi skirt and black shoes, fresh and gentle for a mature look.",Autumn,Home
b232,"p1192,p1193,p1194,p1195","Vintage collegiate style: dark gray knit vest layered over blue striped shirt, paired with gray pleated skirt and black boots, full of collegiate energy for a youthful look.",Autumn/Winter,Social
b233,"p1196,p1197,p1198,p1199","Denim casual style: navy denim set (jacket + skirt) layered over white top, paired with color-block socks and shoes, vintage and casual for daily relaxation.",Autumn/Winter,Social
b234,"p1200,p1201,p1202,p1203","Sweet-cool girl style: light blue cable-knit hooded cardigan layered over off-white top, paired with pink plaid maxi skirt and silver shoes, sweet and fresh for a youthful look.",Autumn/Winter,School
b235,"p1204,p1205,p1206,p1207,p1208","Vintage collegiate style: khaki faux-fur hooded jacket layered over plaid shirt, paired with brown velvet maxi skirt and black boots, warm and vintage for autumn/winter texture.",Autumn/Winter,Home
b236,"p1209,p1210,p1211,p1212","Sweet-cool girl style: light blue color-block plaid jacket layered over gray knit, paired with white tulle skirt and blue shoes, fresh and relaxed for daily street wear.",Autumn,Social
b237,"p1213,p1214,p1215,p1216,p1217","Sweet-cool girl style: light gray hooded sweatshirt layered over off-white top, paired with pink plaid maxi skirt and silver shoes, styled with knit hat, gentle and casual for a sweet look.",Autumn/Winter,Social
b238,"p1218,p1219,p1220,p1221","Minimalist neutral style: navy polo sweatshirt layered over striped shirt, paired with matching shorts and sneakers, minimalist and sharp for street casual style.",Autumn,School
b239,"p1222,p1223,p1224,p1225,p1226","Vintage collegiate style: light gray knit cardigan paired with black plaid skirt and brown shoes, styled with brown bag, gentle and vintage for a mature look.",Autumn/Winter,Social
b240,"p1227,p1228,p1229,p1230,p1231","Vintage collegiate style: black-based printed sweater layered over blue plaid shirt, paired with navy mini skirt and black shoes, styled with red bag, sweet-cool and vintage for a youthful look.",Autumn/Winter,Home
b241,"p1232,p1233,p1234,p1235,p1236","Vintage collegiate style: brown plaid suit set (jacket + pleated skirt) layered over white shirt, paired with black boots and brown bag, vintage and sophisticated for a collegiate look.",Autumn/Winter,Business
b242,"p1237,p1238,p1239,p1240","Vintage collegiate style: brown plaid set (jacket + pleated skirt) layered over navy knit, paired with brown boots, vintage and casual for a youthful look.",Autumn/Winter,Social
b243,"p1241,p1242,p1243,p1244","Mature urban style: off-white long coat layered over black lace turtleneck, paired with black rhinestone-embellished wide-leg trousers and black shoes, elegant and sophisticated for an urban look.",Autumn/Winter,Home
b244,"p1245,p1246,p1247,p1248","Trendy street avant-garde style: light gray cropped sweatshirt layered over rainbow-printed white T-shirt, paired with navy wide-leg trousers and red shoes, individualistic and relaxed for street style.",Autumn/Winter,Business
b245,"p1249,p1250,p1251,p1252","Minimalist neutral style: light gray sweatshirt set layered over plaid shirt, paired with brown shoes, minimalist and relaxed for a neutral look.",Autumn/Winter,Social
b246,"p1253,p1254,p1255,p1256","Sweet-cool girl style: light gray hooded sweatshirt layered over pink T-shirt, paired with black leather skirt and black boots, sweet-cool mix for youthful energy.",Autumn/Winter,Social
b247,"p1257,p1258,p1259,p1260","Sweet-cool girl style: army green faux-fur collar jacket layered over gray T-shirt, paired with black leather skirt and black boots, cool and casual for a street sweet-cool look.",Autumn/Winter,Business
b248,"p1261,p1262,p1263,p1264,p1265","Sweet & Cool Style: White down jacket layered over a knit cardigan and plaid shirt, paired with a black mini skirt and black boots, warm and sweet-cool autumn/winter look.",Winter,School
b249,"p1266,p1267,p1268,p1269,p1270","Sophisticated Commuter Style: Grey and black color-block jacket layered over a white shirt and black base layer, paired with black wide-leg culottes and black boots, sharp and professional for the office.",Autumn/Winter,Home
b250,"p1271,p1272,p1273,p1274","Urban Chic Style: Light brown cropped jacket with an off-white shirt, paired with a black denim skirt and black boots, elegant and relaxed urban look.",Autumn/Winter,Social
b251,"p1275,p1276,p1277","Sophisticated Commuter Style: Khaki trench coat with leather collar, paired with a black maxi skirt and black boots, professional and elegant for the workplace.",Autumn/Winter,Business
b252,"p1278,p1279,p1280,p1281","Urban Chic Style: Off-white hooded down jacket layered over a white shirt, paired with navy corduroy wide-leg trousers, warm and relaxed urban texture.",Autumn/Winter,School
b253,"p1283,p1284,p1285","Urban Chic Style: Off-white cropped down jacket layered over a brown shirt, paired with a brown leather skirt and black boots, refined and gentle autumn/winter look.",Autumn/Winter,Home
b254,"p1286,p1287,p1288,p1289","Minimalist Neutral Style: Brown satin shirt layered over a white base, paired with black wide-leg trousers, simple and sharp neutral aesthetic.",Autumn/Winter,Social
b255,"p1290,p1291,p1292,p1293","Minimalist Neutral Style: Grey cropped down jacket layered over a matching turtleneck, paired with grey wide-leg trousers, monochromatic and minimalist.",Winter,Business
b256,"p1294,p1295,p1296,p1297","Sweet & Cool Style: Light blue cropped down jacket paired with a brown suede mini skirt and black boots, fresh and energetic sweet-cool look.",Autumn/Winter,School
b257,"p1298,p1299,p1300,p1301,p1302","Sophisticated Commuter Style: Grey blazer layered over a polka-dot top, paired with grey culottes and black boots, refined and professional for the workplace.",Winter,Home
b258,"p1303,p1304,p1305,p1306,p1307","Urban Chic Style: Grey wool coat layered over a brown satin skirt, paired with black boots, elegant and vintage urban look.",Winter,Business
b259,"p1308,p1309,p1310,p1311","Sophisticated Commuter Style: Light grey wool coat with a striped shirt, paired with black wide-leg trousers, simple and polished for commuting.",Winter,Social
b260,"p1312,p1313,p1314,p1315","Edgy Street Style: Brown leather shirt set layered over a lace top, paired with black boots, personalized and cool street aesthetic.",Autumn/Winter,Home
b261,"p1316,p1317,p1318,p1319","Vintage Preppy Style: Burgundy jacquard hooded sweater layered over a plaid shirt, paired with a khaki pleated skirt and brown boots, vintage and sweet preppy look.",Autumn/Winter,School
b262,"p1320,p1321,p1322,p1323,p1324","Urban Chic Style: Off-white down jacket layered over a blue shirt and black base, paired with navy flared trousers, sophisticated color-blocking with a relaxed urban feel.",Autumn/Winter,Business
b263,"p1325,p1326,p1327,p1328,p1329","Casual Denim Style: Off-white down jacket with a black shirt, paired with navy wide-leg jeans and black boots, simple and comfortable for daily wear.",Autumn/Winter,Social
b264,"p1330,p1331,p1332,p1333","Vintage Preppy Style: Plaid wool coat with a navy shirt, paired with a brown mini skirt and brown boots, vintage and gentle preppy texture.",Autumn/Winter,Home
b265,"p1334,p1335,p1336,p1337","Urban Chic Style: Brown plaid shirt layered over a black base, paired with a white mini skirt and black heels, simple and refined urban look.",Autumn/Winter,Business
b266,"p1338,p1339,p1340,p1341","Minimalist Neutral Style: Burgundy plaid shirt layered over a light grey base, paired with dark brown wide-leg trousers, simple and sharp neutral aesthetic.",Autumn/Winter,Social
b267,"p1342,p1343,p1344,p1345","Sweet & Cool Style: Brown leather jacket layered over a blue shirt and knit vest, paired with a denim mini skirt and black boots, cool and casual street-style look.",Autumn/Winter,Social
b268,"p1346,p1347,p1348","Urban Chic Style: Black fur-collar leather jacket with a brown maxi skirt, paired with brown boots, elegant and vintage urban look.",Winter,Business
b269,"p1349,p1350,p1351,p1352","Sophisticated Commuter Style: Dark brown wool coat paired with navy wide-leg jeans and black shoes, simple and polished for the workplace.",Winter,School
b270,"p1353,p1354,p1355,p1356","Edgy Street Style: Brown leather cropped jacket layered over a black camisole, paired with black wide-leg trousers and leopard-print shoes, personalized and cool street aesthetic.",Autumn/Winter,Home
b271,"p1357,p1358,p1359,p1360,p1361,p1362,p1363","Minimalist Neutral Style: Black knit sweater layered over a base, paired with black wide-leg jeans and a brown bag, simple and sharp neutral aesthetic.",Autumn/Winter,Social
b272,"p1364,p1365,p1366,p1367,p1368","Urban Chic Style: Off-white long trench coat with a striped T-shirt and black mini skirt, paired with grey shoes, relaxed and elegant daily urban look.",Autumn,Social
b273,"p1369,p1370,p1371,p1372,p1373","Edgy Street Style: Black long trench coat with a striped T-shirt and black shorts, paired with brown shoes, casual and cool street style.",Autumn/Winter,Business
b274,"p1374,p1375,p1376,p1377,p1378,p1379","Urban Chic Style: Brown fur-collar suede jacket with a brown knit top, paired with navy wide-leg jeans and a brown bag, vintage and refined urban look.",Winter,School
b275,"p1380,p1381,p1382,p1383,p1384","Urban Chic Style: Brown fur-collar suede jacket with a black skirt, paired with plaid socks, black boots, and a brown bag, elegant and vintage urban texture.",Winter,Social
b276,"p1385,p1386,p1387,p1388","Urban Chic Style: Off-white fur-collar jacket with toggle buttons, paired with a black polka-dot skirt and brown shoes, gentle and refined urban look.",Winter,Social
b277,"p1390,p1391,p1392","Casual Denim Style: Brown fur-collar jacket with toggle buttons, paired with navy wide-leg jeans, vintage and relaxed daily look.",Autumn/Winter,Business
b278,"p1393,p1394,p1395,p1396,p1397","Vintage Preppy Style: Argyle knit set (cardigan and mini skirt) with a yellow T-shirt, paired with red sandals and a knit hat, vintage and sweet preppy look.",Autumn,School
b279,"p1398,p1399,p1400,p1401","Minimalist Neutral Style: Grey and black argyle knit cardigan paired with dark grey wide-leg trousers, simple and sharp neutral aesthetic.",Autumn/Winter,Social
b280,"p1402,p1403,p1404,p1405,p1406","Urban Chic Style: Brown cable-knit cardigan layered over a yellow T-shirt and grey base, paired with dark grey wide-leg trousers, gentle and relaxed daily urban look.",Autumn/Winter,Social
b281,"p1407,p1408,p1409,p1410,p1411","Casual Denim Style: Navy denim set (jacket and wide-leg trousers) with a white lace-up top, paired with a straw hat, vintage and relaxed daily casual look.",Autumn,School
b282,"p1412,p1413,p1414,p1415,p1416,p1417","Urban Chic Style: Brown corduroy set (jacket and skirt) with a pink T-shirt, paired with a black bag and brown shoes, gentle and refined urban texture.",Autumn/Winter,Home
b283,"p1418,p1419,p1420,p1421","Vintage Preppy Style: Black jacquard fur-collar cardigan with a white T-shirt, paired with a brown corduroy skirt and white shoes, vintage and sweet preppy look.",Winter,Social
b284,"p1422,p1423,p1424,p1425,p1426","Sophisticated Commuter Style: Khaki trench coat layered over knitwear and a white base, paired with a black polka-dot skirt and grey sock boots, professional and elegant for the workplace.",Autumn/Winter,Social
b285,"p1427,p1428,p1429,p1430","Casual Denim Style: Navy denim jacket with a striped T-shirt, paired with white wide-leg trousers and slides, simple and comfortable for daily wear.",Autumn,School
b286,"p1431,p1432,p1433,p1434,p1435","Edgy Street Style: Black striped set (jacket and shorts) with a black turtleneck, paired with black shoes and a baseball cap, cool and casual street style.",Autumn,Social
b287,"p1436,p1437,p1438,p1439,p1440","Edgy Street Style: Light grey hooded sweatshirt layered over a striped T-shirt, paired with denim shorts and brown shoes, casual and energetic street style.",Autumn,Social
b288,"p1441,p1442,p1443,p1444","Urban Chic: Grey striped faux-fur collar cardigan with brown wide-leg trousers, minimalist and sophisticated.",Autumn/Winter,School
b289,"p1145,p1146,p1147,p1148","Professional Commuter: Black hooded cardigan layered over a striped T-shirt, paired with a black skirt and white sneakers, clean and workplace-ready.",Autumn,Home
b290,"p1449,p1450,p1451,p1452","Vintage Preppy: Grey V-neck jacquard sweater layered over a white shirt, paired with brown wide-leg trousers and white sneakers, vintage and casual.",Autumn/Winter,Social
b291,"p1453,p1454,p1455,p1456","Minimalist Neutral: Brownish-tan jacquard vest layered over a pink and white top, paired with dark grey wide-leg trousers, minimalist and comfortable.",Autumn/Winter,Social
b292,"p1457,p1458,p1459,p1460","Urban Chic: Black jacquard vest layered over a white top, paired with white wide-leg trousers, refined and relaxed for daily wear.",Autumn/Winter,School
b293,"p1461,p1462,p1463,p1464","Urban Chic: Brown faux-fur collar parka layered over a grey suit, minimalist and warm.",Winter,Home
b294,"p1465,p1466,p1467,p1468","Minimalist Neutral: Deep purple set (zip-up jacket and wide-leg trousers), monochromatic and sophisticated.",Autumn/Winter,Social
b295,"p1469,p1470,p1471,p1472","Edgy Streetwear: Black hooded sweatshirt layered over a white graphic T-shirt, paired with denim Bermuda shorts and grey sneakers, cool and casual.",Autumn,Social
b296,"p1473,p1474,p1475,p1476","Denim Casual: Distressed denim set (jacket and Bermuda shorts) over a white T-shirt, paired with black shoes, vintage and relaxed.",Autumn,School
b297,"p1477,p1478,p1479,p1480,p1481,p1482","Edgy Streetwear: Grey hooded cardigan with a plaid skirt and black wide-leg trousers, eclectic and avant-garde.",Autumn/Winter,Home
b298,"p1483,p1484,p1485,p1486","Professional Commuter: Dark blue striped jacket layered over a striped top, paired with a dark blue maxi skirt, polished and elegant.",Autumn/Winter,Social
b299,"p1487,p1488,p1489,p1490","Denim Casual: Dark blue striped jacket layered over a striped top, paired with dark blue wide-leg jeans, minimalist and comfortable.",Autumn/Winter,Social
b300,"p1491,p1492,p1493,p1494,p1495","Vintage Preppy: Plaid faux-fur collar jacket layered over a navy set, paired with black sock boots and a baseball cap, classic preppy style.",Autumn,School
b301,"p1496,p1497,p1498,p1499,p1500","Urban Chic: Brown wool coat layered over a jacquard sweater, paired with leopard-print wide-leg trousers and a plaid scarf, vintage and sophisticated.",Autumn/Winter,School
b302,"p1501,p1502,p1503,p1504,p1505,p1506","Sweet & Edgy: Brown leather jacket over a letter-print knit dress, paired with black boots, cool yet feminine.",Autumn/Winter,Social
b303,"p1507,p1508,p1509,p1510","Edgy Streetwear: Brown suede vest layered over a white lace dress and denim wide-leg trousers, eclectic and avant-garde.",Autumn/Winter,Social
b304,"p1511,p1512,p1513,p1514","Sweet & Edgy: Black leather jacket over a graphic T-shirt and white pleated skirt, a mix of sweet and cool elements.",Autumn,School
b305,"p1515,p1516,p1517,p1518,p1519","Denim Casual: Grey graphic faux-two-piece top with light blue wide-leg jeans, minimalist and comfortable.",Autumn,Home
b306,"p1520,p1521,p1522,p1523,p1524","Edgy Streetwear: Brown suede jacket over a graphic T-shirt and black leather skirt, rich in detail and personality.",Autumn/Winter,Social
b307,"p1525,p1526,p1527,p1528,p1529","Vintage Preppy: Jacquard knit vest layered over a plaid shirt and black leather shorts, quintessential preppy style.",Autumn/Winter,School
b308,"p1530,p1531,p1532,p1533","Urban Chic: Brown shearling coat with matching wide-leg trousers, warm and premium.",Winter,Business
b309,"p1534,p1535,p1536,p1537,p1538","Sweet & Edgy: Pink satin jacket over a graphic T-shirt and white pleated skirt, paired with black boots, a mix of sweet and cool elements.",Autumn/Winter,Social
b310,"p1539,p1540,p1541,p1542","Vintage Preppy: Jacquard knit vest layered over a light blue shirt and dark blue wide-leg trousers, vintage and playful.",Autumn,School
b311,"p1543,p1544,p1545,p1546","Edgy Streetwear: Black graphic sweatshirt layered over a striped shirt, paired with black cargo pants, cool and eclectic.",Autumn/Winter,Home
b312,"p1547,p1548,p1549,p1550,p1551","Vintage Preppy: Grey letter-print sweatshirt layered over a blue shirt, paired with a black pleated skirt and long socks, classic preppy style.",Autumn/Winter,School
b313,"p1552,p1553,p1554,p1555","Sweet & Edgy: Khaki utility jacket layered over a yellow T-shirt and white lace skirt, a mix of sweet and cool elements.",Autumn/Winter,Social
b314,"p1556,p1557,p1558,p1559","Urban Chic: Off-white faux-fur coat with a brown pleated skirt and snow boots, gentle and warm.",Winter,Social
b315,"p1560,p1561,p1562,p1563,p1564,p1565","Sweet & Edgy: Grey faux-fur vest layered over a white top, paired with a grey pleated skirt and high boots, sweet and casual.",Winter,Business
b316,"p1566,p1567,p1568,p1569,p1570,p1571,p1572","Vintage Preppy: Grey knit cardigan layered over a white turtleneck, paired with a grey pleated skirt and black bag, vintage and daily-ready.",Winter,School
b317,"p1573,p1574,p1575,p1576,p1577","Professional Commuter: Grey toggle coat layered over a knit top, paired with black boots and a black bag, polished and workplace-ready.",Winter,Social
b318,"p1578,p1579,p1580,p1581","Vintage Preppy: Grey jacquard vest layered over a white top, paired with a grey pleated skirt, vintage and gentle.",Autumn/Winter,Home
b319,"p1582,p1583,p1584,p1585","Sweet & Edgy: Grey jacquard sweater layered over a white top, paired with a brown mini skirt and long socks, sweet and casual.",Autumn/Winter,School
b320,"p1586,p1587,p1588,p1589","Vintage Preppy: Black knit cardigan layered over a white lace skirt, sweet and vintage.",Autumn,Home
b321,"p1590,p1591,p1592,p1593","Sweet & Edgy: Black jacket with a black mini skirt and high boots, minimalist and cool.",Autumn/Winter,School
b322,"p1594,p1595,p1596,p1597,p1598","Urban Chic: Black faux-fur vest with a white maxi skirt, gentle and sophisticated.",Autumn,Home
b323,"p1599,p1600,p1601","Sweet & Edgy: Off-white faux-fur coat with a white skirt and high boots, sweet and feminine.",Winter,Social
b324,"p1602,p1603,p1604,p1605","Professional Commuter: Light grey long coat with a black skirt and black sock boots, polished and workplace-ready.",Autumn/Winter,Business
b325,"p1606,p1607,p1608,p1609,p1610","Denim Casual: Light blue denim jacket with a black mini skirt, minimalist and comfortable.",Autumn,School
b326,"p1611,p1612,p1613,p1614","Edgy Streetwear: Brown jacket layered over a yellow skirt, eclectic and avant-garde.",Autumn/Winter,Social
