itemID,title,gender,style,outline,materials,color,pattern,detail,donningdoffing,URL link
p387,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,白色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p388,宽松休闲西裤,男款,通勤休闲西裤,阔腿版型,棉质面料,米白色,纯色阔腿款,聚酯粘纤混纺垂坠抗皱，阔腿版型修饰腿型，适配轻商务休闲场景,拉链式,https://detail.tmall.com/item.htm?id=969701629744&pisk=gyxqYWwlgmn4G7VScQIZ4cAHYM6fsGlI3h11IdvGhsfm6xBGbIOlSl9jkAkNaCCfliYfIlR5NCZ6hh88bpp9cxIsHipAXGcIODOwHKItsEdbdnzlE9puoobmPgmMCfVoODiBUzqCaYlBlAqIcT6GjtbGSzDPp91GjNb0EYWGCS4gmCvoU_B_ir40m7jlBOIgnO40ZLX1dO20m1XoU9ClIPAGjYSlwOjGsCji_8pDIuWCoYKnbn04Z8_CtKfzjkydUZ09ePZ7VXXR-6blpl0W4t7VtKtF1g-AE3tPRaws1gvpPIXPY0acxL8MTeAtRzI2IEAOzIh8z_TkDdfGyRqBULJMRa-SKDIVmsY1DdwEGL-2GKKyCR4l0iTP8nSnvSf6Pp-NQhht4BJp2QWktclc4eNOEvIpX4bz7ZXRU6MrUGIx1_Q-AtR7WPQlvT5IhtagSWaLfr-UaPUOkJWPOxN1.&spm=pc_detail.30350276.202205.1.513d4ce3EV9nmV&sku_properties=1627207%3A28331
p389,复古做旧厚底穆勒拖,男款,小众潮流休闲拖鞋,厚底套脚版型,麂皮面料,卡其色,做旧厚底款,做旧工艺金属扣装饰，厚底带铆钉设计强化造型感，适配日常休闲街头风格,一脚蹬,https://item.taobao.com/item.htm?abbucket=18&id=770305657369&mi_id=00003s2MKH1nH8dR5UpvD_b_rttST6y-MOcEw_wrYQ27PN8&ns=1&priceTId=214786ff17662467664017829e0fcd&skuId=5278078376215&spm=a21n57.imgsearch.item.5&utparam=%7B%22aplus_abtest%22%3A%227a08b3fe20ac8cc3d31a7a269f9149ba%22%7D&xxc=taobaoSearch
p390,牛角扣针织开衫,男款,秋冬休闲牛角扣开衫,宽松版型,棉质面料,深灰色,牛角扣装饰款,羊毛腈纶混纺保暖耐磨，牛角扣设计增强复古感，适配秋冬内搭,纽扣式,https://detail.tmall.com/item.htm?abbucket=13&id=977072902730&pisk=gBPnR-4FsJkCWBOBKacCL725LJmuOXGSXud-2bnPQco_yupKpR0zXuc-wzSQq7maVwORRWEoUyni83kyaCoZoqgyUzP-z7cQ6Jd-vMGuzohlDiCAMyaI1bSADcN1kphqoeuy2Y5N_b3kOcuNlyaIN0894teaR_VIZtXEz07i_40kUboEYA7iyqdEaDkybPurb0lz44kZ7qg-z3JEzNfZuqiyYYJU7AuqP0lrauzNS4iZzblz4P7iPf9WamVz15S8LuFm0bo_s2Dn0PXXaQmJMvi48cRP050ncmzEjQR-0Pk-vP4dxIatOWqmkkCwto4b1l0a0_jiNlwz44qNG3hQHkNjIP62_PGnfxuagapjX5mL4WDNkID-_SHqTRB1vYhnouPQxUAz0PUYOANlmho7pqGZky1HsjzEzgueQKW-BQTnGevWFvusSmhGmAx71OKJ7NbMh9ME52IYwNvkOnOyi1QGSKoiLVgLW&rn=a1450365e191acc961a539b129f362c5&spm=a1z10.5-b.w4011-24352379747.64.7531aa641JQtWx
p391,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,黑色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p392,褶裥休闲西裤,男款,通勤休闲褶裥西裤,阔腿版型,棉质面料,浅灰色,褶裥装饰款,聚酯粘纤混纺垂坠抗皱，褶裥设计增强造型感，适配轻商务场景,拉链式,https://detail.tmall.com/item.htm?id=977800889968&pisk=g7aoYZNPouo7VUpVSpu54yqBNKknn4gIKJLKp2HF0xkbJuHdVwfnn5oRNJeLmv24nYP-p_a3m8NZ2JVCNXkULJDL2iQTN7gI8O3hWNFWUxmwm8cE8I5E6XxPM0--85fZ8OBO-X8_o93UwJsOXrPqhXcETvyEgElE3Xly4Jkq0fl9U2uULsDq1XKELD8euxl-3QJyzeP4gbGyaQle8smqhXuELJoPiSkjT2kE_mLEIyzbu9Ezpvjt5N4SZ0DaaYP8ar5mm3NEnjh4zbVmQ7PB8ezmZ0aV22L9R0EU1ca8iwYjy5qqufF5rE0aaf2-HR7woqPYgJn_c9Ttc-4nXzoWT1kaPSzsumQNsSzbe7a09B7EMRH4Nzuh71gozYumGyBXzvq4YznSRLWtVWr0nb0N40-2bMnvRQ06ZHtI4jGmBqXimpGRc_Vhisx1V0ljwOUdiHYWCe8GksfDbxmrGbFA.&spm=pc_detail.30350276.202205.2.201c7dd6HlTxO0&sku_properties=1627207%3A43220503
p393,印花丝巾,通用款,日常装饰印花丝巾,装饰配饰型,羊毛面料,灰蓝印花色,印花装饰款,桑蚕丝质感柔滑，印花图案增强氛围感，适配多风格穿搭,系绑式,https://item.taobao.com/item.htm?abbucket=18&id=844120115638&mi_id=00003WjF8H1fP5vFYx3WhWKCH0S6mLhrTAcNtQbBV6rZsE0&ns=1&priceTId=215049dd17662466813872847e1110&skuId=5621357476538&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%2204532facc3280d1158f0755e34924a5f%22%7D&xxc=taobaoSearch
p394,厚底休闲方头增高德比鞋,男款,复古潮流休闲皮鞋,厚底版型,皮质面料,黑色,厚底德比鞋款,圆头系带设计，厚底增高且防滑，皮革质感提升造型精致度，适配多种风格,系带式,https://item.taobao.com/item.htm?abbucket=18&id=974457497463&mi_id=0000t6uxgTbkWlv7RmFoYh1PSHuoLOJ3vOy8HauDZ1CbdR4&ns=1&priceTId=2147863817661315844773300e12dc&skuId=6142927614958&spm=a21n57.imgsearch.item.9&utparam=%7B%22aplus_abtest%22%3A%2255ac7337654a9a851067f02272277397%22%7D&xxc=taobaoSearch
p395,牛角扣针织开衫,男款,秋冬休闲牛角扣开衫,宽松版型,棉质面料,棕褐色,牛角扣装饰款,羊毛羊绒混纺保暖柔软，菱格纹理提升质感，牛角扣设计强化复古休闲风格，适配秋冬日常穿搭,纽扣式,https://detail.tmall.com/item.htm?abbucket=13&id=977072902730&pisk=gBPnR-4FsJkCWBOBKacCL725LJmuOXGSXud-2bnPQco_yupKpR0zXuc-wzSQq7maVwORRWEoUyni83kyaCoZoqgyUzP-z7cQ6Jd-vMGuzohlDiCAMyaI1bSADcN1kphqoeuy2Y5N_b3kOcuNlyaIN0894teaR_VIZtXEz07i_40kUboEYA7iyqdEaDkybPurb0lz44kZ7qg-z3JEzNfZuqiyYYJU7AuqP0lrauzNS4iZzblz4P7iPf9WamVz15S8LuFm0bo_s2Dn0PXXaQmJMvi48cRP050ncmzEjQR-0Pk-vP4dxIatOWqmkkCwto4b1l0a0_jiNlwz44qNG3hQHkNjIP62_PGnfxuagapjX5mL4WDNkID-_SHqTRB1vYhnouPQxUAz0PUYOANlmho7pqGZky1HsjzEzgueQKW-BQTnGevWFvusSmhGmAx71OKJ7NbMh9ME52IYwNvkOnOyi1QGSKoiLVgLW&rn=a1450365e191acc961a539b129f362c5&spm=a1z10.5-b.w4011-24352379747.64.7531aa641JQtWx
p396,做旧水洗牛仔外套,男款,复古休闲牛仔夹克,宽松版型,牛仔面料,黄泥色,牛仔夹克款,做旧水洗工艺，翻领单排扣设计，版型宽松适配叠穿，兼具复古与休闲属性,纽扣式,https://detail.tmall.com/item.htm?abbucket=18&id=971105763100&mi_id=0000-dl73ZfnVQpRkvnvMUDCFzCS7DBLJgF80ynmvfYLcl8&ns=1&priceTId=214786d817661276788934629e1376&skuId=6089113131407&spm=a21n57.1.hoverItem.36&utparam=%7B%22aplus_abtest%22%3A%225c00ccad5c010c78faa91ed41c56e280%22%7D&xxc=taobaoSearch
p397,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,黑色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p398,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,白色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p399,条纹休闲西裤,男款,通勤休闲条纹西裤,阔腿版型,棉质面料,深灰色条纹,条纹装饰款,聚酯粘纤混纺垂坠抗皱，条纹设计增强层次，适配轻商务场景,拉链式,https://detail.tmall.com/item.htm?id=977794765430&pisk=gFSZvFMH_lEaEGVlUTx4YRfT0SJ69nP7QiOXntXDCCAgMRpD011Hom6_W-y2Tsd65hb6nm5BOsifCi7K0TBAfRKbBhB9DnV7Nu1VBOKAAMmKEGknxLWnSm0gRHqchSc3NuZ5LPv9c9V55id9DdvDmdYDoD2eFLvDmEAMtJJDhf0mjsX3LBpvicvMSHAHnBDiscmgxpvkFVmDsn2FKBpDmIfDSJWH9KxDif5PItmeFF2pQ_G0Xx46kQXMTmmred8ifOgj40PvBeAk-Bo0dMJw7QX14ItFXpjCYUTIhSthew1ML3rIS3XFo_7lMzgpbtbGMe5T92RC-GBDieHmV9WFnaTFA8qJbhAGlhBjU56Fb16OYtMm-h-18USwquhMGw6P0KSYMk5PeMCeK_q4sglIMp2J2iUH8q8MppR7LJ-vXSOpJu9NOq3v-3peNR9soqcSymgN4XuxkFHyLQwsG&spm=pc_detail.30350276.202205.1.542767d6n7GlRV&sku_properties=1627207%3A28341
p400,字母装饰棒球帽,通用款,日常休闲棒球帽,贴合头型款,棉质面料,棕褐色,字母装饰款,棉锦混纺透气耐磨，字母压印提升辨识度，适配日常休闲,直接佩戴,https://item.taobao.com/item.htm?abbucket=18&id=776835676050&mi_id=00006cFUlBzz9FFu2Y7ykus0l1aV7Nl94-ACHtaGgREJisg&ns=1&priceTId=2150419f17663273194228560e1ad5&skuId=5482916015826&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%2207c1482933a0a5db4f844b6d51db2e17%22%7D&xxc=taobaoSearch
p401,绒面手提包,通用款,日常休闲绒面手提包,大容量包型,帆布面料,军绿色,简约手提款,羊猄绒质感柔滑，大容量设计适配出行收纳，适配休闲场景,手提式,https://item.taobao.com/item.htm?abbucket=18&id=561011039400&mi_id=0000Frcdx1Yzfu2ayIGydASeFnGo3bx3Gk3G10-ZsyeQAi4&ns=1&priceTId=213e09f317663276719164418e138f&skuId=4426816263636&spm=a21n57.imgsearch.item.22&utparam=%7B%22aplus_abtest%22%3A%223e004ca5ce682fb9dd05e88190c359f9%22%7D&xxc=taobaoSearch
p402,套脚休闲鞋,男款,日常休闲套脚鞋,低帮平底版型,皮质面料,卡其色,纯色套脚款,简约套脚设计，PU材质质感柔和，橡胶底防滑，适配日常通勤、休闲场景,一脚蹬,https://item.taobao.com/item.htm?abbucket=18&id=972818320380&mi_id=00003tcwe3HKHeq1nGamBG1V9S8OlNjNnea3HbrT2FUYEKg&ns=1&priceTId=214785fc17663102270592953e0fdd&skuId=5921914816187&spm=a21n57.1.hoverItem.10&utparam=%7B%22aplus_abtest%22%3A%22c9b49437bb3854fc78f25ae6cf5d1afb%22%7D&xxc=taobaoSearch
p403,针织开衫,男款,秋冬休闲针织开衫,宽松版型,棉质面料,米白色,纽扣装饰款,羊毛羊绒混纺保暖柔软，镂空纹理增强细节感，适配秋冬内搭,纽扣式,https://detail.tmall.com/item.htm?abbucket=13&id=977072902730&pisk=gBPnR-4FsJkCWBOBKacCL725LJmuOXGSXud-2bnPQco_yupKpR0zXuc-wzSQq7maVwORRWEoUyni83kyaCoZoqgyUzP-z7cQ6Jd-vMGuzohlDiCAMyaI1bSADcN1kphqoeuy2Y5N_b3kOcuNlyaIN0894teaR_VIZtXEz07i_40kUboEYA7iyqdEaDkybPurb0lz44kZ7qg-z3JEzNfZuqiyYYJU7AuqP0lrauzNS4iZzblz4P7iPf9WamVz15S8LuFm0bo_s2Dn0PXXaQmJMvi48cRP050ncmzEjQR-0Pk-vP4dxIatOWqmkkCwto4b1l0a0_jiNlwz44qNG3hQHkNjIP62_PGnfxuagapjX5mL4WDNkID-_SHqTRB1vYhnouPQxUAz0PUYOANlmho7pqGZky1HsjzEzgueQKW-BQTnGevWFvusSmhGmAx71OKJ7NbMh9ME52IYwNvkOnOyi1QGSKoiLVgLW&rn=a1450365e191acc961a539b129f362c5&spm=a1z10.5-b.w4011-24352379747.64.7531aa641JQtWx
p404,做旧格纹拼接口袋衬衫,男款,复古休闲长袖衬衫,宽松版型,棉质面料,灰白格,格纹衬衫款,格纹肌理搭配贴袋拼接设计，版型宽松适配单穿叠穿，兼具复古与休闲属性,纽扣式,https://detail.tmall.com/item.htm?abbucket=13&id=968503331440&pisk=gr4jFP6zMKvb1sfABK5yFie7OViKG_7elCGTt5L26q3AfCN41cLagif11Ywi3muY5uY_t54ViV5moS0iW9WF8RN0iVAW_w0TlLd-i7KxBAIryjz9H26F8wP5Dj0aw9r4osEjZX8tWmntyaHosIhTBmp-yYci6K3tH_N-EYp9Wx3OyLhsTVdx6FL8wfhMkjHtB7CSsYHtWVety_GieA3tWffMOfsjnS1F5TJSidxQGYT9WzGRIvFfpFGzzjZiLSUXWFhiGmMLMYXXeyln25m_SCYsVSE3IXevH9o06uwSGV_yD2F7XJGukwJjZoP8TYFB_FPmluaSurBMx7PSHDgz4gXqbqwbxvmAqT2_NxyTl0pfUArUarn7pT87IcZ3_fwflEed4P8EdXmeffBw5bMFN_tMjtIh-XJ4ofhSDbcj4_1WHlvHWFYz7_tmomhoaLC5NKCc.&rn=819fa7f51104f76dcabc4a6d1b8d923b&spm=a1z10.3-b.w4011-24355111524.72.4e8e4542W49r0L
p405,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,白色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p406,工装风休闲裤,男款,户外工装休闲裤,阔腿版型,棉质面料,深灰色,工装阔腿款,棉涤混纺耐磨抗皱，立体口袋适配户外收纳，宽松版型提升活动自由度,抽绳式,https://detail.tmall.com/item.htm?id=978428764200&pisk=gDztva_3f9XGY_QCeFjhn2zd1s8A6MVZJRPWoxDMcJeLU8Lc_l20vjw3Hq00GOyYkvw9olVgGIhbKVi4jxDiHqF4e6XlraVa_quCETbo9lk3s48sGj9mdwGZkfOijap7_qufHBYfqaFaIPZAPdgf92GxiEgj1x9C9jh-hqMscptINvMjl-T6OWGjZxGjl-_BdflSGKTsGXiIgjgjh-gf9WMEMqMbhq1LOfSfHvOsnEEiR7WYrLIBKp4K6cHvovTYqzYo4Y_-CU8rBfnTj5MplEaUDCuatAsytxuiQ7GT3a8Z5mEzijeOWFwYayyKO8_vrANUZuma5iYo2VktmPwOBhk_jJnrODOAzX2od5z_vsJQ18Dt5XihP_FIck4Z4PXBW4ZzsVqb3gxEWSZsJgP8rzepiLvfzh1d9n-qfX7d-4oywSSQCXHl6ZK20D5eohUVQntXhglKE6VW0noUU&spm=pc_detail.30350276.202205.3.54277dd6cjPFre
p407,绒面手提包,通用款,日常休闲绒面手提包,大容量包型,帆布面料,军绿色,简约手提款,帆布材质耐磨耐脏，大容量设计适配短途出行收纳，手提和单肩两用设计提升实用性,手提式,https://item.taobao.com/item.htm?abbucket=18&id=561011039400&mi_id=0000Frcdx1Yzfu2ayIGydASeFnGo3bx3Gk3G10-ZsyeQAi4&ns=1&priceTId=213e09f317663276719164418e138f&skuId=4426816263636&spm=a21n57.imgsearch.item.22&utparam=%7B%22aplus_abtest%22%3A%223e004ca5ce682fb9dd05e88190c359f9%22%7D&xxc=taobaoSearch
p408,套脚休闲鞋,男款,日常休闲套脚鞋,低帮平底版型,皮质面料,卡其色,纯色套脚款,简约套脚设计，PU材质质感柔和，橡胶底防滑，适配日常通勤、休闲场景,一脚蹬,https://item.taobao.com/item.htm?abbucket=18&id=972818320380&mi_id=00003tcwe3HKHeq1nGamBG1V9S8OlNjNnea3HbrT2FUYEKg&ns=1&priceTId=214785fc17663102270592953e0fdd&skuId=5921914816187&spm=a21n57.1.hoverItem.10&utparam=%7B%22aplus_abtest%22%3A%22c9b49437bb3854fc78f25ae6cf5d1afb%22%7D&xxc=taobaoSearch
p409,拼接设计针织开衫,男款,秋冬休闲针织开衫,宽松版型,针织面料,浅灰色,拼接装饰款,羊毛腈纶混纺保暖耐磨，格纹拼接提升细节层次，适配秋冬内搭,纽扣式,https://detail.tmall.com/item.htm?abbucket=13&id=977825849548&pisk=g38nJfAESHSIfKwZo87IYUx8vGXlpw_5BLUReaBrbOW6wLEdvhfyBLbRyQkBEUXwFXa-Oepl4BBGT8SzzPWNis1z4Q8RaUbBWHURpv_kaKQoHx3xkBOC5akxHmUkri_VtuWzeySa_aCuRO5ZGBOCPTPTUmKwO4YC-ciPaTlG7_fuLaWFLGlGws2Fz9SzQC5PQT7yUgzNQs50z_zPTGlG9swUUg5U_15dizyyUalM_O1Pz6JPzfANC_lOdzWDzFTZeH8RSfWhzFfhxtRiczzu86yAUBWarzXhtMjpTO4zzFtybOOALmNOFwBBg6vSly_FqnORZp038LAX5dfw344ALCOvDMTE2rIcR9jJ8pD3A9-pIi1Nb70f6KBwOe-iNRReH9bF_G3qiCSyXesXJAzhunOdJ3JSDl_HaH7G49ra00ITPWbbtuZ5Y11GHNDcj8TsX8FZsfqjAM519xL-su4QhzzmWfcg0OjF16dO.&rn=f04588cc3ff3d628ac653afb8648ac30&spm=a1z10.5-b.w4011-24352379747.104.7531aa644OWmzl&sku_properties=1627207%3A382100090
p410,做旧格纹拼接口袋衬衫,男款,复古休闲长袖衬衫,宽松版型,棉质面料,灰白格,格纹衬衫款,格纹肌理搭配贴袋拼接设计，版型宽松适配单穿叠穿，兼具复古与休闲属性,纽扣式,https://detail.tmall.com/item.htm?abbucket=13&id=968503331440&pisk=gr4jFP6zMKvb1sfABK5yFie7OViKG_7elCGTt5L26q3AfCN41cLagif11Ywi3muY5uY_t54ViV5moS0iW9WF8RN0iVAW_w0TlLd-i7KxBAIryjz9H26F8wP5Dj0aw9r4osEjZX8tWmntyaHosIhTBmp-yYci6K3tH_N-EYp9Wx3OyLhsTVdx6FL8wfhMkjHtB7CSsYHtWVety_GieA3tWffMOfsjnS1F5TJSidxQGYT9WzGRIvFfpFGzzjZiLSUXWFhiGmMLMYXXeyln25m_SCYsVSE3IXevH9o06uwSGV_yD2F7XJGukwJjZoP8TYFB_FPmluaSurBMx7PSHDgz4gXqbqwbxvmAqT2_NxyTl0pfUArUarn7pT87IcZ3_fwflEed4P8EdXmeffBw5bMFN_tMjtIh-XJ4ofhSDbcj4_1WHlvHWFYz7_tmomhoaLC5NKCc.&rn=819fa7f51104f76dcabc4a6d1b8d923b&spm=a1z10.3-b.w4011-24355111524.72.4e8e4542W49r0L
p411,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,棉质面料,白色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://detail.tmall.com/item.htm?id=962484996036&pisk=gMGrYP_04QdzPo-i7VVegTX5BXU7LW-6zXZQ-203PuqkvUU3T0i0K6gWee8U0DE7F7D7-6obcD1IPXkATV3KNUFBy7389Wx6fCiEy4FdNWzM1bRciP0ctgfkhSAnRHjDfCOsuL48OqxsFHclYra3tz23EIY4Wyjut84uoEz3RgXhZD0DuoUCra43Eqj0RPButT43nr48Sabu-WqcnoU3tam3tEP0DyV3xDVn1Z3o-sz_EEhqI89ONSyzj4qV_qh4rrW-zoWlUjk4Olc_06fngz3F1AER_pZiBuw_qmAfaWu080ZjjCf4iRktRyoya_VSnxh8NjtNW8oU2Rcb3Cj4kx0SKbnP864-NfwUX-8h9JNm1RDi4wLto74nvRhBX_Eo-VhtC5RfE50qKckF4djLoFFt9K2VL84YulT2uWFJAoev1zofp9e06rr6Pz6dp8mYulT2Q9BLewU4fUsC.&spm=pc_detail.30350276.202205.1.2a9a7dd662mIEM
p412,工装风休闲裤,男款,户外工装休闲裤,阔腿版型,棉质面料,深灰色,工装阔腿款,棉涤混纺耐磨抗皱，立体口袋适配户外收纳，宽松版型提升活动自由度,抽绳式,https://detail.tmall.com/item.htm?id=978428764200&pisk=gDztva_3f9XGY_QCeFjhn2zd1s8A6MVZJRPWoxDMcJeLU8Lc_l20vjw3Hq00GOyYkvw9olVgGIhbKVi4jxDiHqF4e6XlraVa_quCETbo9lk3s48sGj9mdwGZkfOijap7_qufHBYfqaFaIPZAPdgf92GxiEgj1x9C9jh-hqMscptINvMjl-T6OWGjZxGjl-_BdflSGKTsGXiIgjgjh-gf9WMEMqMbhq1LOfSfHvOsnEEiR7WYrLIBKp4K6cHvovTYqzYo4Y_-CU8rBfnTj5MplEaUDCuatAsytxuiQ7GT3a8Z5mEzijeOWFwYayyKO8_vrANUZuma5iYo2VktmPwOBhk_jJnrODOAzX2od5z_vsJQ18Dt5XihP_FIck4Z4PXBW4ZzsVqb3gxEWSZsJgP8rzepiLvfzh1d9n-qfX7d-4oywSSQCXHl6ZK20D5eohUVQntXhglKE6VW0noUU&spm=pc_detail.30350276.202205.3.54277dd6cjPFre
p413,针织冷帽,通用款,秋冬休闲针织冷帽,弹力贴合款,针织面料,白色,纯色简约款,羊毛羊绒混纺保暖柔软，弹力帽型适配多数头围，适配秋冬日常,直接佩戴,https://detail.tmall.com/item.htm?abbucket=18&id=658000785665&mi_id=0000ZnAYqTZaV1Q61AYKBvY1Pf-RpJ3xwpQnDXX2gprlqn0&ns=1&priceTId=215047fe17663292299077692e19b3&skuId=4919702394436&spm=a21n57.1.hoverItem.25&utparam=%7B%22aplus_abtest%22%3A%22e82616d004a41fd6bedab3557cf6aa57%22%7D&xxc=taobaoSearch
p414,皮革手提包,通用款,通勤商务皮革手提包,中容量包型,皮质面料,深棕色,简约手提款,头层牛皮保障质感，金属配件提升精致度，适配轻商务场景,手提式,https://item.taobao.com/item.htm?abbucket=18&id=837887404259&mi_id=00009GUgC-iyei2ijhuvHG9FDeG6-DKwr1-fDSPVLkUme9o&ns=1&priceTId=213e09ff17663294209613884e125d&skuId=5595872508333&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%226f0e50bc17d16211f9e2a4004ca28cdb%22%7D&xxc=taobaoSearch
p415,复古休闲运动鞋,男款,日常复古休闲鞋,低帮平底版型,皮质面料,白棕拼色,复古简约款,牛皮保障质感，网布增强透气性，复古鞋型适配轻休闲穿搭,系带式,https://item.taobao.com/item.htm?abbucket=18&id=718856192245&mi_id=0000I1qIEwHch83qnZdszzYJFDwt9th0RGa8HTlOgIfJgEc&ns=1&priceTId=2147bfa117663227617113423e1a8b&skuId=5994330910356&spm=a21n57.imgsearch.item.14&utparam=%7B%22aplus_abtest%22%3A%22fbc44bafee7b3680a1d2057e72bdc6d4%22%7D&xxc=taobaoSearch
