outfitID,items,look,season,occasion,URL link
b50,"p242,p243,p244,p245,p246",户外机能风：橄榄绿短袖上衣配浅卡其短裤，腰间黄色包具强化实用细节，版型轻便，适配夏季户外休闲场景。,夏,运动,https://item.taobao.com/item.htm?abbucket=18&id=916687635466&mi_id=0000lmqXaCvL0JX1w88TpD9kdmYc-rx6E9QNjYQhToRFPsY&ns=1&priceTId=214785ea17684644264044688e0fd3&skuId=5879070945438&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22773d6a1436a0e76c48ec7a714c0ad0c6%22%7D&xxc=taobaoSearch
b51,"p247,p248,p249,p250,p251",户外机能风：藏蓝拼灰短袖上衣搭配浅灰短裤，“OUTDOORS”字样与功能性面料适配轻户外场景，风格休闲且具实用属性。,夏,居家,https://item.taobao.com/item.htm?abbucket=18&id=916993686568&mi_id=0000Rrl5u-TuycxwSSK6TKw_6SaQP4SDAm4AWXRoPP5Ut84&ns=1&priceTId=214785ea17684644673596775e0fd3&skuId=5786674425225&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%228ad60163193f463c8e98beacfba35882%22%7D&xxc=taobaoSearch
b52,"p252,p253,p254,p255",轻奢老钱风：黑色宽松夹克配同色系阔腿裤，质感面料与简约版型结合，色调统一显沉稳松弛的贵气氛围。,秋冬,居家,https://item.taobao.com/item.htm?abbucket=18&id=688879477772&mi_id=0000lCwsTuU4KmFMCqLkk6ArrovzNDxrZJd_9df2gNq-7Cw&ns=1&priceTId=214785ea17684644818147583e0fd3&skuId=4904539692747&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%226e40302a4c4ba7a8bba562e1803f9bc1%22%7D&xxc=taobaoSearch
b53,"p256,p257,p258,p259,p260",通勤休闲风：浅卡其夹克叠穿白色衬衫，配深蓝阔腿牛仔裤，造型利落舒适，适配日常通勤场景。,春,出行,https://item.taobao.com/item.htm?abbucket=18&id=849833531385&mi_id=0000YmV90gvuk35tKHw9Ufe2Lp-AdeTXKCRmWlw0qiqemRY&ns=1&priceTId=214785ea17684645002998438e0fd3&skuId=5809719075031&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2297c5176290ffa51e047f5fab39f3bb57%22%7D&xxc=taobaoSearch
b54,"p261,p262,p263,p264,p265",通勤休闲风：浅灰半拉链针织上衣搭深棕阔腿裤，柔软面料与宽松版型结合，舒适随性且适合日常穿搭。,秋,校园,https://item.taobao.com/item.htm?abbucket=18&id=744336321273&mi_id=0000HKHnsn_Fp7S9djeh0Hu66y5RdYNntnsbUJ-DnmBBxNc&ns=1&priceTId=214785ea17684645175601385e0fd3&skuId=5306692555205&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22ccd5617e0ac43941cd8b760ea76051bc%22%7D&xxc=taobaoSearch
b55,"p266,p267,p268,p269,p270",美式复古风：深灰牛角扣大衣配黑色阔腿裤，经典大衣版型与统一色调结合，复古质感中透出随性格调。,秋冬,社交,https://item.taobao.com/item.htm?abbucket=18&id=990701654139&mi_id=0000VjoruhYJWRSgHr1HqJAC1S_mmJL3sX6yJcOEEQ1i7cA&ns=1&priceTId=214785ea17684645390032547e0fd3&skuId=5960719012470&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2207897d6cec0782d88a547bdf10dcb996%22%7D&xxc=taobaoSearch
b56,"p271,p272,p273,p274",美式复古风：酒红麋鹿提花毛衣搭配浅蓝阔腿牛仔裤，复古提花纹样与经典牛仔版型结合，自带冬日休闲复古调性。,秋,居家,https://item.taobao.com/item.htm?abbucket=18&id=854689379298&mi_id=0000j200K3YHEwSlcaFnut8AEiLcVSpc80PYQ28jm_exU3g&ns=1&priceTId=214785ea17684645651223983e0fd3&skuId=5657173708699&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22ad10d59f34ee088883399727afba9c12%22%7D&xxc=taobaoSearch
b57,"p275,p276,p277,p278",美式复古风：墨绿麋鹿提花毛衣搭做旧阔腿牛仔裤，深色调与复古提花呼应，风格沉稳且具冬日休闲氛围。,秋冬,居家,https://item.taobao.com/item.htm?abbucket=18&id=854689379298&mi_id=0000j200K3YHEwSlcaFnut8AEhMdOT-ak9KMUymlTU9a5AA&ns=1&priceTId=214785ea17684645782004675e0fd3&skuId=5657173708699&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22f474ada0864c960ea9f9d646e2cfaa9b%22%7D&xxc=taobaoSearch
b58,"p279,p280,p281,p282,p283",轻奢老钱风：浅卡其毛绒领夹克叠穿白衬衫，配黑色灯芯绒阔腿裤，质感面料与柔和色调结合，显松弛贵气。,秋冬,出行,https://item.taobao.com/item.htm?abbucket=18&id=988713623046&mi_id=0000rMCwxvXz_JUNUfO0qS1uDLaigzmiJUspioir6GBdvnA&ns=1&priceTId=214785ea17684645927815471e0fd3&skuId=5956180312830&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2289d64b5babb47835af33cab790aad243%22%7D&xxc=taobaoSearch
b59,"p284,p285,p286,p287",通勤休闲风：灰格纹衬衫叠穿白内搭，配黑色工装阔腿裤，版型利落舒适，适配日常通勤场景。,春,校园,https://item.taobao.com/item.htm?abbucket=18&id=869757067591&mi_id=0000E7ffRjHmCqjE20_JRmFs_NgbxdIXPFfBkCY7yL2kL3Q&ns=1&priceTId=214785ea17684646082016314e0fd3&skuId=5866996566443&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%224f42878200f458a02cdb5a707e9809d5%22%7D&xxc=taobaoSearch
b60,"p288,p289,p290,p291",韩系轻潮风：黑色皮质夹克叠穿米白衬衫，配深灰工装阔腿裤，皮质面料与工装元素结合，潮酷感突出且适合日常出街。,秋,社交,https://item.taobao.com/item.htm?abbucket=18&id=961826985688&mi_id=0000-sy1SVRaNd0sqMPrbzkYpmuRBdnvRjuk56kLpS6Gjg4&ns=1&priceTId=214785ea17684646200216823e0fd3&skuId=6060782562252&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229d005977d30fd232e2e329330999bf7d%22%7D&xxc=taobaoSearch
b61,"p292,p293,p294,p295",美式复古风：军绿色夹克叠穿白衬衫，配浅蓝阔腿牛仔裤，经典夹克版型与牛仔单品结合，自带休闲复古调性。,春,出行,https://item.taobao.com/item.htm?abbucket=18&id=977073619319&mi_id=0000JRFedsFddNk0spG2rdtxbZNB1hGfOPV0Mq5VZuSufGY&ns=1&priceTId=214785ea17684646364357771e0fd3&skuId=6099468471948&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%221e7e0521d146f800f35ea798a00ef4b9%22%7D&xxc=taobaoSearch
b62,"p296,p297,p298,p299",美式复古风：米棕提花毛衣搭做旧深棕灯芯绒裤，复古提花纹样与做旧面料呼应，风格沉稳且具冬日休闲氛围。,秋冬,居家,https://item.taobao.com/item.htm?abbucket=18&id=992411364105&mi_id=0000lBG119AdKlSDFoXv80MoAarwq9LVDA9VG-arXyCxhn0&ns=1&priceTId=214785ea17684646549028888e0fd3&skuId=6127488066571&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22845cedca2c9d35ede4b14f917cdd3b6f%22%7D&xxc=taobaoSearch
b63,"p300,p301,p302,p303",韩系轻潮风：黑色皮质夹克叠穿白衬衫，配卡其工装阔腿裤，皮质面料与工装元素结合，潮酷感突出且适合日常出街。,秋,社交,https://item.taobao.com/item.htm?abbucket=18&id=878963086986&mi_id=0000GVFsQEVov95act_gQhc2Geg5B3_PiphZurXtmaGRThM&ns=1&priceTId=214785ea17684646694271698e0fd3&skuId=5719570952780&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2288e26ff929640749e35aa8f6bc396c08%22%7D&xxc=taobaoSearch
b64,"p304,p305,p306,p307,p308",韩系轻潮风：黑色皮质夹克叠穿蓝衬衫，配深棕工装阔腿裤，深浅色调碰撞强化造型感，风格鲜明适配日常穿搭。,秋,出行,https://item.taobao.com/item.htm?abbucket=18&id=878963086986&mi_id=0000GVFsQEVov95act_gQhc2GSkCNAaGo8tMEOBqXhYVZZ4&ns=1&priceTId=214785ea17684646826392470e0fd3&skuId=5719570952780&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22c93c1b15ae42ea6c3926961668cbbde6%22%7D&xxc=taobaoSearch
b65,"p309,p310,p311,p312,p313",先锋解构风：灰黑菱格针织夹克搭黑色阔腿裤，金属挂饰与皮质包具点缀，小众设计感突出，解构调性鲜明。,秋冬,出行,https://detail.tmall.com/item.htm?abbucket=18&id=841664805007&mi_id=0000iTvYaw_fJiXUHhHzvmLQz7tax_yZXGQfu_6Oiag6nvs&ns=1&priceTId=214785ea17684646966463240e0fd3&skuId=5610389520014&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22971feb701365eb84cc2087843c9ec8fe%22%7D&xxc=taobaoSearch
b66,"p314,p315,p316,p317",先锋解构风：侧边有条纹装饰的格纹衬衫搭配深棕灯芯绒工装裤，丝巾、金属挂饰等细节打破常规版型，小众设计感突出，解构调性鲜明。,秋,校园,https://detail.tmall.com/item.htm?abbucket=18&id=828738532935&mi_id=0000mwHE_g6MWvKYhW7BS2W6dvI93xIxTdvwIwW2pt6cHvQ&ns=1&priceTId=214785ea17684647109774028e0fd3&skuId=5559343805213&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22d6c15a9440969c89420cb3af51af14ec%22%7D&xxc=taobaoSearch
b67,"p318,p319,p320,p321",美式复古风：格纹衬衫叠穿白内搭，配做旧浅卡其阔腿裤，皮质挂饰与腰带强化复古氛围，造型松弛且具街头随性格调。,春,居家,https://detail.tmall.com/item.htm?abbucket=18&id=828738532935&mi_id=0000mwHE_g6MWvKYhW7BS2W6dqALJVGAmPrcnHgRp8we0wA&ns=1&priceTId=214785ea17684647285185248e0fd3&skuId=5559343805213&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2264f9cdecd50a4435c1364ea7e2e11e50%22%7D&xxc=taobaoSearch
b68,"p322,p323,p324,p325,p326",韩系轻潮风：灰黑豹纹毛衣搭米白工装裤，金属挂饰点缀细节，潮酷元素与宽松版型结合，适合日常出街。,春,社交,https://item.taobao.com/item.htm?abbucket=18&id=987007579843&mi_id=0000Iq38htbzFI2u4irV3_YKEi9pabz-S-rui5Gdneoief0&ns=1&priceTId=214785ea17684647464696412e0fd3&skuId=5953717665569&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22b0dddbb7bb3903bbdc9d3633c111154c%22%7D&xxc=taobaoSearch
b69,"p327,p328,p329,p330,p331",通勤休闲风：黑白条纹短袖上衣配深灰阔腿裤，贝雷帽与挎包装饰增添随性感，版型舒适适配日常通勤场景。,夏,居家,https://detail.tmall.com/item.htm?abbucket=18&id=876963237076&mi_id=00008G5Zw8C-IBh4tYbVWpus9jjp07F6HSpISouxSttp9w4&ns=1&priceTId=214785ea17684647616887412e0fd3&skuId=5715006000063&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22c4eca6ff99529c16fbf2122e441586af%22%7D&xxc=taobaoSearch
b70,"p332,p333,p334,p335,p336,p337",户外机能风：灰棕色调连帽上衣搭迷彩工装裤，侧边条纹与金属挂饰强化实用设计，整体风格硬朗，适配轻户外场景。,秋冬,出行,https://s.taobao.com/search?ie=utf8&search_type=item&spm=a21bo.jianhua%252Fa.search_image.image_search_button&tab=all&localImgKey=localImgSearchKey1_768_463_981_813
b71,"p338,p339,p340,p341,p342,p343,p344",先锋解构风：棕色调连帽上衣搭配深棕灯芯绒工装裤，格纹内搭与挎包细节打破常规版型，小众设计感突出，解构调性鲜明。,秋,出行,https://item.taobao.com/item.htm?abbucket=18&id=829156319100&mi_id=0000ANwgpUnIDnOlXvkCNOXBb6ZhmpxSNtZS3CFg1LQTZPo&ns=1&priceTId=214785ea17684647883871222e0fd3&skuId=5729547878725&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%225ba7b6d600f57daea0fb74ee633e963b%22%7D&xxc=taobaoSearch
b72,"p345,p346,p347,p348,p349",户外机能风：黑色夹克配同色系条纹工装裤，简约版型与实用口袋结合，风格硬朗且适配轻户外场景。,秋,运动,https://item.taobao.com/item.htm?abbucket=18&id=996662780685&mi_id=00000jmzbGARKkEnm9rN-F-qHzr10zmwC6i0kBeJMwBlwg4&ns=1&priceTId=214785ea17684648051002550e0fd3&skuId=6140590862904&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%221b173d495a8862c423d070fa94d3b950%22%7D&xxc=taobaoSearch
b73,"p350,p351,p352,p353,p354,p355",轻奢老钱风：灰色针织棒球夹克搭浅卡其阔腿裤，质感面料与柔和色调结合，显松弛沉稳的贵气氛围。,春,校园,https://detail.tmall.com/item.htm?abbucket=18&id=989366139092&mi_id=0000ezaB5_odg2Lew13Famu62u2B16bjWVuYuKGVdRNlqlI&ns=1&priceTId=214785ea17684648180153431e0fd3&skuId=5959157209301&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2228c6e9460ea6f9662e3c59c1f3e9bea9%22%7D&xxc=taobaoSearch
b74,"p356,p357,p358,p359,p360,p361,p362,p363,p364",韩系轻潮风：黑色棒球夹克叠穿豹纹衬衫，配做旧牛仔阔腿裤，豹纹元素与金属挂饰强化潮酷感，适合日常出街。,秋冬,社交,https://detail.tmall.com/item.htm?abbucket=18&id=989366139092&mi_id=0000ezaB5_odg2Lew13Famu62knBzo-5J2-q1_zQdL53sCU&ns=1&priceTId=214785ea17684648310674240e0fd3&skuId=5959157209301&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22d3a4123884ea48a9dba73362775958b0%22%7D&xxc=taobaoSearch
b75,"p365,p366,p367,p368,p369",通勤休闲风：黑色绗缝夹克搭米白工装裤，简约版型与舒适面料结合，适配日常通勤场景。,秋冬,居家,https://detail.tmall.com/item.htm?abbucket=18&id=990717545792&mi_id=000068J03ko_vOoaCAtfmH6Xkg7AWJgWEgtl_fKevsECCTc&ns=1&priceTId=214785ea17684648497665416e0fd3&skuId=5957938296819&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22c125cd3ff3bc7373bf5859765fe077c7%22%7D&xxc=taobaoSearch
b76,"p370,p371,p372,p373",美式复古风：棕格纹衬衫式外套搭配浅卡其阔腿裤，金属扣口袋与挂饰细节强化复古质感，造型松弛且具街头随性格调。,秋,居家,https://detail.tmall.com/item.htm?abbucket=18&id=964642805573&mi_id=0000V3w5ic-qo6lKL70mj9hKT7Te_dCUAvhtHw9naIIY-jE&ns=1&priceTId=214785ea17684648645976429e0fd3&skuId=6070833571703&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%222590f774fe782ba768d318f16d16a891%22%7D&xxc=taobaoSearch
b77,"p374,p375,p376,p377,p378,p379,p380",通勤休闲风：深灰连帽卫衣叠穿格纹衬衫，配黑色阔腿裤，舒适版型与简约色调结合，适配日常通勤场景。,秋冬,出行,https://detail.tmall.com/item.htm?abbucket=18&id=980379137725&mi_id=0000OOrvULJhulEmjSEOFWP8ixLw1d_kjbvsWq2riGIws-A&ns=1&priceTId=214785ea17684648803887478e0fd3&skuId=6103415739990&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2201121017954c5407deecca6d86e2d425%22%7D&xxc=taobaoSearch
b78,"p381,p382,p383,p384",韩系轻潮风：藏蓝拼红领卫衣搭米白阔腿裤，印花装饰与撞色领部强化潮流感，风格鲜明适合日常出街。,春,校园,https://item.taobao.com/item.htm?abbucket=18&id=966685450467&mi_id=0000QoBd8yQTX59fMyc12uWau7qPqbCNuQca_5RY_HMXdUE&ns=1&priceTId=214785ea17684649011728605e0fd3&skuId=5913980421246&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22261ceecf997faacb5ebcd30aa5cb6019%22%7D&xxc=taobaoSearch
b79,"p385,p386,p387,p388,p389",通勤休闲风：米白衬衫式外套叠穿红格纹内搭，配浅卡其阔腿裤，版型宽松舒适，配色柔和协调，适配日常通勤场景。,春,社交,https://item.taobao.com/item.htm?abbucket=18&id=970553972407&mi_id=00004kA5Jb38k_d2jzE-He67NZevjS_wx0KwyN_B9JurJmw&ns=1&priceTId=214785ea17684649133641260e0fd3&skuId=5917395720680&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22ab889d7a1b192a4d38bbeecf1c8eadad%22%7D&xxc=taobaoSearch
b80,"p390,p391,p392,p393,p394",轻奢老钱风：藏蓝牛角扣针织开衫搭深灰阔腿裤，质感面料与经典牛角扣设计结合，显松弛沉稳的贵气氛围。,秋,居家,https://item.taobao.com/item.htm?abbucket=18&id=978300292703&mi_id=0000VVhclPdHVdyuH3RazK0l_H5oakjBPWCWOuYlRMuEoWo&ns=1&priceTId=214785ea17684649272072106e0fd3&skuId=6098371059385&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22c6e0e4495c891f2892bb2245a7ffa0da%22%7D&xxc=taobaoSearch
b81,"p395,p396,p397,p398,p399,p400,p401,p402",轻奢老钱风：棕色调牛角扣针织开衫搭配深棕阔腿裤，质感面料与经典牛角扣设计结合，同色系搭配显松弛沉稳的贵气氛围。,秋,出行,https://detail.tmall.com/item.htm?abbucket=18&id=977072902730&mi_id=0000CSVc9nNzjgLoC0ThdbIlbkhHcWs0Wmh_IC7P9-X89j0&ns=1&priceTId=214785ea17684649395582833e0fd3&skuId=5939150941544&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22c5f673c9d2d8530965e4d939c5df1148%22%7D&xxc=taobaoSearch
b82,"p403,p404,p405,p406,p407,p408",通勤休闲风：米白色牛角扣针织开衫叠穿格纹衬衫，配深灰工装阔腿裤，舒适版型与柔和色调适配日常通勤场景。,春,出行,https://detail.tmall.com/item.htm?abbucket=18&id=977072902730&mi_id=0000CSVc9nNzjgLoC0ThdbIlblsuopDTLEeZeVu0NSiUw7c&ns=1&priceTId=214785ea17684649526513443e0fd3&skuId=5939150941544&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22d10f2cafcfbc5970143809e78df65c2e%22%7D&xxc=taobaoSearch
b83,"p409,p410,p411,p412,p413,p414,p415",先锋解构风：格纹拼接口袋的灰色针织开衫搭深灰工装阔腿裤，撞料细节与金属挂饰打破常规版型，小众设计感突出。,秋,居家,https://detail.tmall.com/item.htm?abbucket=18&id=978428764200&mi_id=0000z4dl7d-3CctNnXRv8BnPp3uG7H59ATJwey2F2T9X-Iw&ns=1&priceTId=214785ea17684649687094334e0fd3&skuId=5932923361685&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22e452897eaddcd5fa301ef45b614918c3%22%7D&xxc=taobaoSearch
b84,"p416,p417,p418,p419,p420",韩系轻潮风：皮质拼接口袋的黑色针织开衫配深灰阔腿裤，皮质元素与十字架挂饰强化潮酷感，风格鲜明适合日常出街。,秋冬,社交,https://detail.tmall.com/item.htm?abbucket=18&id=972337413145&mi_id=0000xaxoCcjwT-cRJzWsW6g1jKmfZRP-Hwj3SWIJu7FxFJM&ns=1&priceTId=214785ea17684649838155364e0fd3&skuId=5923492613426&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2200097c67090d078352939e5db78e0839%22%7D&xxc=taobaoSearch
b85,"p421,p422,p423,p424,p425",户外机能风：灰黑条纹毛衣搭黑色工装阔腿裤，多口袋设计与金属挂饰强化实用属性，风格硬朗且适配轻户外场景。,秋,校园,https://item.taobao.com/item.htm?abbucket=18&id=980654073124&mi_id=0000ajvuns8jTf2lZTfifjBentgEhR6g9mxGG4Vv0FVhb3Y&ns=1&priceTId=214785ea17684650012606369e0fd3&skuId=6103988779545&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%227e20451eec31c06862f6986fe89ee37c%22%7D&xxc=taobaoSearch
b86,"p426,p427,p428,p429",轻奢老钱风：黑色雪花纹毛领夹克搭配同色系阔腿裤，毛领设计提升质感，统一色调显沉稳贵气，适配冬季休闲场景。,冬,运动,https://item.taobao.com/item.htm?id=845130982279&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=00003nB-zknsuz5QbInTBaSIpzJ11ISTfitdPPo2UsDgNvA&skuId=5825855579702&priceTId=214785ea17684650186397520e0fd3&utparam=%7B%22aplus_abtest%22%3A%22e648fe810a591e2ba719a55822fc16e4%22%7D&spm=a21n57.imgsearch.item.1
b87,"p430,p431,p432,p433,p434",美式复古风：卡其牛角扣大衣叠穿白内搭，配格纹围巾与深蓝牛仔裤，经典大衣版型与复古格纹元素结合，自带冬日休闲调性。,冬,出行,https://item.taobao.com/item.htm?abbucket=18&id=688077905513&mi_id=0000KHGuNQ2IoXd9mRllo0160IFSTxKvYFO3CqHu0DuedDw&ns=1&priceTId=214785ea17684650351778810e0fd3&skuId=4906424441962&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229879029b69524b627aea8bb2d0878f0f%22%7D&xxc=taobaoSearch
b88,"p435,p436,p437,p438,p439,p440",通勤休闲风：深棕牛角扣大衣叠穿格纹衬衫，配米白阔腿裤，宽松版型与柔和色调适配日常通勤场景。,秋,社交,https://item.taobao.com/item.htm?abbucket=18&id=688077905513&mi_id=0000KHGuNQ2IoXd9mRllo0160MQyOjvD9L851uDkWCTBVaI&ns=1&priceTId=214785ea17684650484661553e0fd3&skuId=4906424441962&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%227ceed8e54699d59dbf4408f4a709702a%22%7D&xxc=taobaoSearch
b89,"p441,p442,p443,p444,p445,p446,p447",韩系轻潮风：深灰牛角扣大衣搭浅绿内搭，撞色围巾强化造型感，风格简约且具潮流属性，适合日常出街。,冬,居家,https://item.taobao.com/item.htm?abbucket=18&id=688077905513&mi_id=0000KHGuNQ2IoXd9mRllo0160AcWbSgt1YZycfsZf7Mfe9s&ns=1&priceTId=214785ea17684650692052932e0fd3&skuId=4906424441962&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a39ca96bad7d0cb25ae2a77801bd49b1%22%7D&xxc=taobaoSearch
b90,"p448,p449,p450,p451,p452",轻奢老钱风：深灰牛角扣大衣加上阔腿裤，叠穿条纹毛衣，同色系搭配显松弛沉稳的贵气氛围，适配冬季正式休闲场景。,秋,社交,https://item.taobao.com/item.htm?abbucket=18&id=688077905513&mi_id=0000KHGuNQ2IoXd9mRllo0160L4hnKSzKXEylaWiDizdhvE&ns=1&priceTId=214785ea17684650815523776e0fd3&skuId=4906424441962&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2291506f40b53d741391b9f896eaf9023a%22%7D&xxc=taobaoSearch
b91,"p453,p454,p455,p456,p457",户外机能风：藏蓝工装夹克加上阔腿裤，金属扣装饰与多口袋设计强化实用属性，风格硬朗且适配轻户外场景。,春,出行,https://item.taobao.com/item.htm?abbucket=18&id=883991198446&mi_id=0000hhZlAQv2P71HfswrNbeDspGn3UF1U-xrY0XiVCsUzZY&ns=1&priceTId=214785ea17684650955094674e0fd3&skuId=5723456300270&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22e1b10e809c202e082b27fff85a47f295%22%7D&xxc=taobaoSearch
b92,"p458,p459,p460,p461,p462",户外机能风：深灰工装夹克加上阔腿裤，做旧面料与多口袋设计结合，兼具复古感与实用性，适配日常轻户外穿搭。,秋,居家,https://item.taobao.com/item.htm?abbucket=18&id=883991198446&mi_id=0000hhZlAQv2P71HfswrNbeDsn2QGELzE9h9H_oF8IKJOBo&ns=1&priceTId=214785ea17684651069715304e0fd3&skuId=5723456300270&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22fb74d556cbf49edebcbca2a451c0f91f%22%7D&xxc=taobaoSearch
b93,"p463,p464,p465,p466",轻奢老钱风：黑色皮质夹克搭同色系阔腿裤，简约版型与质感面料结合，色调统一显沉稳贵气，适配日常休闲场景。,秋,社交,https://item.taobao.com/item.htm?abbucket=18&id=883991818733&mi_id=0000oycSb5m1MgBPCnaT7wI8brc05weWzl2VOuHgxCRbgOg&ns=1&priceTId=214785ea17684651197526258e0fd3&skuId=5723456632814&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22565c5c33fce7e0a54de634d518351223%22%7D&xxc=taobaoSearch
b94,"p467,p468,p469,p470,p471",通勤休闲风：灰白拼色连帽上衣配同色系短裤，宽松版型与柔和色调结合，适配夏季日常通勤场景。,夏,居家,https://item.taobao.com/item.htm?abbucket=18&id=929074604064&mi_id=00005UDItnmRyiF9HZS9eJoB-Bjh6nY-BH0oc3Dg4Ew-W1M&ns=1&priceTId=214785ea17684651337967390e0fd3&skuId=5812118825411&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22149a79818a97e4eda6fe723e52a64b1c%22%7D&xxc=taobaoSearch
b95,"p472,p473,p474,p475,p476,p477",韩系轻潮风：浅卡其夹克叠穿蓝衬衫，配深棕工装短裤，撞色袖口与层次感穿搭强化潮流感，适合夏季日常出街。,夏,出行,https://item.taobao.com/item.htm?abbucket=18&id=896428995796&mi_id=0000Uk5b-Q9obvYbzg_VT8YikzKxKrFToqeRuqz-ApvQ1OM&ns=1&priceTId=214785ea17684651493128516e0fd3&skuId=5750917949414&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22ba335b3eedac763b0641b86509b028b2%22%7D&xxc=taobaoSearch
b96,"p478,p479,p480,p481",韩系轻潮风：黑色夹克叠穿浅灰内搭，配同色系阔腿裤，蓝格纹袖口与腰边细节强化潮流感，风格鲜明适合日常出街。,秋,校园,https://item.taobao.com/item.htm?abbucket=18&id=896428995796&mi_id=0000Uk5b-Q9obvYbzg_VT8Yik9nKlZGMCa5fOXU4WyPu9u0&ns=1&priceTId=214785ea17684651645051436e0fd3&skuId=5750917949414&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22336ff8fb5e3de5f7fc94dbc286e45a72%22%7D&xxc=taobaoSearch
b97,"p482,p483,p484,p485,p486",美式复古风：藏蓝泼墨牛仔套装，含夹克与阔腿裤，皮质领部与做旧泼墨元素结合，复古质感中透出随性格调。,秋,居家,https://item.taobao.com/item.htm?abbucket=18&id=897138917549&mi_id=0000ZqFpyBPtigDW0VWiWL9TB21eJ5ZlVqQLEzRo8Rccyl8&ns=1&priceTId=214785ea17684651784822326e0fd3&skuId=5748963108193&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2213adc1243fe1dac66caf31ac0ef7a2ca%22%7D&xxc=taobaoSearch
b98,"p487,p488,p489,p490",美式复古风：藏蓝泼墨牛仔套装，含夹克与阔腿裤，叠穿黑内搭并搭配皮质挎包，复古元素与配饰结合，风格更显松弛随性。,秋,出行,https://item.taobao.com/item.htm?abbucket=18&id=897138917549&mi_id=0000ZqFpyBPtigDW0VWiWL9TB2PNfrNXx5Fk6P8a5o2HYTw&ns=1&priceTId=214785ea17684651924223120e0fd3&skuId=5748963108193&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22efabc0bcdb59ec81efc6e64eb763568d%22%7D&xxc=taobaoSearch
